name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sampleof
actfancj;Act-Fancer Cybernetick Hyper Weapon (Japan revision 1);1989;Data East Corporation;YES;actfancr;NO;actfancr;-;
triothep;Trio The Punch - Never Forget Me... (Japan);1989;Data East Corporation;NO;-;YES;-;-;
lastmisn;Last Mission (US revision 6);1986;Data East USA;NO;-;YES;-;-;
lastmsno;Last Mission (US revision 5);1986;Data East USA;YES;lastmisn;NO;lastmisn;-;
lastmsnj;Last Mission (Japan);1986;Data East Corporation;YES;lastmisn;NO;lastmisn;-;
shackled;Shackled (US);1986;Data East USA;NO;-;YES;-;-;
breywood;Breywood (Japan revision 2);1986;Data East Corporation;YES;shackled;NO;shackled;-;
csilver;Captain Silver (Japan);1987;Data East Corporation;NO;-;YES;-;-;
ghostb;The Real Ghostbusters (US 2 Players);1987;Data East USA;NO;-;YES;-;-;
ghostb3;The Real Ghostbusters (US 3 Players);1987;Data East USA;YES;ghostb;NO;ghostb;-;
meikyuh;Meikyuu Hunter G (Japan);1987;Data East Corporation;YES;ghostb;NO;ghostb;-;
srdarwin;Super Real Darwin (World);1987;Data East Corporation;NO;-;YES;-;-;
srdarwnj;Super Real Darwin (Japan);1987;Data East Corporation;YES;srdarwin;NO;srdarwin;-;
gondo;Gondomania (US);1987;Data East USA;NO;-;YES;-;-;
makyosen;Makyou Senshi (Japan);1987;Data East Corporation;YES;gondo;NO;gondo;-;
garyoret;Garyo Retsuden (Japan);1987;Data East Corporation;NO;-;YES;-;-;
cobracom;Cobra-Command (World revision 5);1988;Data East Corporation;NO;-;YES;-;-;
cobracmj;Cobra-Command (Japan);1988;Data East Corporation;YES;cobracom;NO;cobracom;-;
oscar;Psycho-Nics Oscar (US);1988;Data East USA;NO;-;YES;-;-;
oscarj;Psycho-Nics Oscar (Japan revision 2);1987;Data East Corporation;YES;oscar;NO;oscar;-;
oscarj1;Psycho-Nics Oscar (Japan revision 1);1987;Data East Corporation;YES;oscar;NO;oscar;-;
oscarj0;Psycho-Nics Oscar (Japan revision 0);1987;Data East Corporation;YES;oscar;NO;oscar;-;
karnov;Karnov (US);1987;Data East USA;NO;-;YES;-;-;
karnovj;Karnov (Japan);1987;Data East Corporation;YES;karnov;NO;karnov;-;
wndrplnt;Wonder Planet (Japan);1987;Data East Corporation;NO;-;YES;-;-;
chelnov;Chelnov - Atomic Runner (World);1988;Data East Corporation;NO;-;YES;-;-;
chelnovu;Chelnov - Atomic Runner (US);1988;Data East USA;YES;chelnov;NO;chelnov;-;
chelnovj;Chelnov - Atomic Runner (Japan);1988;Data East Corporation;YES;chelnov;NO;chelnov;-;
hbarrel;Heavy Barrel (US);1987;Data East USA;NO;-;YES;-;-;
hbarrelw;Heavy Barrel (World);1987;Data East Corporation;YES;hbarrel;NO;hbarrel;-;
baddudes;Bad Dudes vs. Dragonninja (US);1988;Data East USA;NO;-;YES;-;-;
drgninja;Dragonninja (Japan);1988;Data East Corporation;YES;baddudes;NO;baddudes;-;
birdtry;Birdie Try (Japan);1988;Data East Corporation;NO;-;YES;-;-;
robocop;Robocop (World revision 4);1988;Data East Corporation;NO;-;YES;-;-;
robocopw;Robocop (World revision 3);1988;Data East Corporation;YES;robocop;NO;robocop;robocop;
robocopj;Robocop (Japan);1988;Data East Corporation;YES;robocop;NO;robocop;robocop;
robocopu;Robocop (US revision 1);1988;Data East USA;YES;robocop;NO;robocop;robocop;
robocpu0;Robocop (US revision 0);1988;Data East USA;YES;robocop;NO;robocop;robocop;
robocopb;Robocop (World bootleg);1988;bootleg;YES;robocop;NO;robocop;-;
hippodrm;Hippodrome (US);1989;Data East USA;NO;-;YES;-;-;
ffantasy;Fighting Fantasy (Japan revision 2);1989;Data East Corporation;YES;hippodrm;NO;hippodrm;-;
ffantasa;Fighting Fantasy (Japan);1989;Data East Corporation;YES;hippodrm;NO;hippodrm;-;
slyspy;Sly Spy (US revision 3);1989;Data East USA;NO;-;YES;-;-;
slyspy2;Sly Spy (US revision 2);1989;Data East USA;YES;slyspy;NO;slyspy;-;
secretag;Secret Agent (World);1989;Data East Corporation;YES;slyspy;NO;slyspy;-;
secretab;Secret Agent (bootleg);1989;bootleg;YES;slyspy;NO;slyspy;-;
midres;Midnight Resistance (World);1989;Data East Corporation;NO;-;YES;-;-;
midresu;Midnight Resistance (US);1989;Data East USA;YES;midres;NO;midres;-;
midresj;Midnight Resistance (Japan);1989;Data East Corporation;YES;midres;NO;midres;-;
midresbj;Midnight Resistance (joystick hack bootleg);1989;bootleg;YES;midres;NO;midres;-;
bouldash;Boulder Dash - Boulder Dash Part 2 (World);1990;Data East Corporation (licensed from First Star);NO;-;YES;-;-;
bouldshj;Boulder Dash - Boulder Dash Part 2 (Japan);1990;Data East Corporation (licensed from First Star);YES;bouldash;NO;bouldash;-;
stadhero;Stadium Hero (Japan);1988;Data East Corporation;NO;-;YES;-;-;
madmotor;Mad Motor;1989;Mitchell;NO;-;YES;-;-;
vaportra;Vapor Trail - Hyper Offence Formation (World revision 1);1989;Data East Corporation;NO;-;YES;-;-;
vaportru;Vapor Trail - Hyper Offence Formation (US);1989;Data East USA;YES;vaportra;NO;vaportra;-;
kuhga;Kuhga - Operation Code 'Vapor Trail' (Japan revision 3);1989;Data East Corporation;YES;vaportra;NO;vaportra;-;
cbuster;Crude Buster (World FX version);1990;Data East Corporation;NO;-;YES;-;-;
cbusterw;Crude Buster (World FU version);1990;Data East Corporation;YES;cbuster;NO;cbuster;-;
cbusterj;Crude Buster (Japan);1990;Data East Corporation;YES;cbuster;NO;cbuster;-;
twocrude;Two Crude (US);1990;Data East USA;YES;cbuster;NO;cbuster;-;
darkseal;Dark Seal (World revision 3);1990;Data East Corporation;NO;-;YES;-;-;
darksea1;Dark Seal (World revision 1);1990;Data East Corporation;YES;darkseal;NO;darkseal;-;
darkseaj;Dark Seal (Japan);1990;Data East Corporation;YES;darkseal;NO;darkseal;-;
gatedoom;Gate of Doom (US revision 4);1990;Data East Corporation;YES;darkseal;NO;darkseal;-;
gatedom1;Gate of Doom (US revision 1);1990;Data East Corporation;YES;darkseal;NO;darkseal;-;
edrandy;The Cliffhanger - Edward Randy (World revision 2);1990;Data East Corporation;NO;-;YES;-;-;
edrandy1;The Cliffhanger - Edward Randy (World revision 1);1990;Data East Corporation;YES;edrandy;NO;edrandy;-;
edrandyj;The Cliffhanger - Edward Randy (Japan);1990;Data East Corporation;YES;edrandy;NO;edrandy;-;
supbtime;Super Burger Time (World);1990;Data East Corporation;NO;-;YES;-;-;
supbtimj;Super Burger Time (Japan);1990;Data East Corporation;YES;supbtime;NO;supbtime;-;
mutantf;Mutant Fighter (World Rev 4, EM-5);1992;Data East Corporation;NO;-;YES;-;-;
mutantfa;Mutant Fighter (World Rev 3, EM-4);1992;Data East Corporation;YES;mutantf;NO;mutantf;-;
deathbrd;Death Brade (Japan Rev 2, JM-3);1992;Data East Corporation;YES;mutantf;NO;mutantf;-;
cninja;Caveman Ninja (World revision 3);1991;Data East Corporation;NO;-;YES;-;-;
cninja0;Caveman Ninja (World revision 0);1991;Data East Corporation;YES;cninja;NO;cninja;-;
cninjau;Caveman Ninja (US);1991;Data East Corporation;YES;cninja;NO;cninja;-;
joemac;Tatakae Genshizin Joe and Mac (Japan);1991;Data East Corporation;YES;cninja;NO;cninja;-;
stoneage;Stoneage;1991;bootleg;YES;cninja;NO;cninja;-;
robocop2;Robocop 2 (World);1991;Data East Corporation;NO;-;YES;-;-;
robocp2u;Robocop 2 (US);1991;Data East Corporation;YES;robocop2;NO;robocop2;-;
robocp2j;Robocop 2 (Japan);1991;Data East Corporation;YES;robocop2;NO;robocop2;-;
thndzone;Thunder Zone (World);1991;Data East Corporation;NO;-;YES;-;-;
dassault;Desert Assault (US);1991;Data East Corporation;YES;thndzone;NO;thndzone;-;
dassaul4;Desert Assault (US 4 Players);1991;Data East Corporation;YES;thndzone;NO;thndzone;-;
chinatwn;China Town (Japan);1991;Data East Corporation;NO;-;YES;-;-;
rohga;Rohga Armour Force (Asia-Europe v3.0);1991;Data East Corporation;NO;-;YES;-;-;
rohgah;Rohga Armour Force (Hong Kong v3.0);1991;Data East Corporation;YES;rohga;NO;rohga;-;
rohgau;Rohga Armour Force (US v1.0);1991;Data East Corporation;YES;rohga;NO;rohga;-;
captaven;Captain America and The Avengers (Asia Rev 1.9);1991;Data East Corporation;NO;-;YES;-;-;
captavna;Captain America and The Avengers (Asia Rev 1.0);1991;Data East Corporation;YES;captaven;NO;captaven;-;
captavne;Captain America and The Avengers (UK Rev 1.4);1991;Data East Corporation;YES;captaven;NO;captaven;-;
captavnu;Captain America and The Avengers (US Rev 1.9);1991;Data East Corporation;YES;captaven;NO;captaven;-;
captavuu;Captain America and The Avengers (US Rev 1.6);1991;Data East Corporation;YES;captaven;NO;captaven;-;
captavnj;Captain America and The Avengers (Japan Rev 0.2);1991;Data East Corporation;YES;captaven;NO;captaven;-;
tumblep;Tumble Pop (World);1991;Data East Corporation;NO;-;YES;-;-;
tumblepj;Tumble Pop (Japan);1991;Data East Corporation;YES;tumblep;NO;tumblep;-;
tumblepb;Tumble Pop (bootleg set 1);1991;bootleg;YES;tumblep;NO;tumblep;-;
tumblep2;Tumble Pop (bootleg set 2);1991;bootleg;YES;tumblep;NO;tumblep;-;
jumpkids;Jump Kids;1993;Comad;NO;-;YES;-;-;
fncywld;Fancy World - Earth of Crisis;1996;Unico;NO;-;YES;-;-;
magipur;Magic Purple;1996;Unico;NO;-;YES;-;-;
suprtrio;Super Trio;1994;Gameace;NO;-;YES;-;-;
lemmings;Lemmings (US Prototype);1991;Data East USA;NO;-;YES;-;-;
dragngun;Dragon Gun (US);1993;Data East Corporation;NO;-;YES;-;-;
wizdfire;Wizard Fire (US v1.1);1992;Data East Corporation;NO;-;YES;-;-;
darksel2;Dark Seal 2 (Japan v2.1);1992;Data East Corporation;YES;wizdfire;NO;wizdfire;-;
funkyjet;Funky Jet;1992;[Data East] (Mitchell license);NO;-;YES;-;-;
nitrobal;Nitro Ball (US);1992;Data East Corporation;NO;-;YES;-;-;
dietgo;Diet Go Go (Euro v1.1);1992;Data East Corporation;NO;-;YES;-;-;
dietgoe;Diet Go Go (Euro v1.1,1992.08.04);1992;Data East Corporation;YES;dietgo;NO;dietgo;-;
dietgou;Diet Go Go (USA v1.1);1992;Data East Corporation;YES;dietgo;NO;dietgo;-;
dietgoj;Diet Go Go (Japan v1.1);1992;Data East Corporation;YES;dietgo;NO;dietgo;-;
pktgaldx;Pocket Gal Deluxe (Euro v3.00);1992;Data East Corporation;NO;-;YES;-;-;
pktgaldj;Pocket Gal Deluxe (Japan v3.00);1993;Nihon System;YES;pktgaldx;NO;pktgaldx;-;
boogwing;Boogie Wings (Euro v1.5);1992;Data East Corporation;NO;-;YES;-;-;
boogwinga;Boogie Wings (Asia v1.5);1992;Data East Corporation;YES;boogwing;NO;boogwing;-;
ragtime;The Great Ragtime Show (Japan v1.5);1992;Data East Corporation;YES;boogwing;NO;boogwing;-;
ragtimea;The Great Ragtime Show (Japan v1.3);1992;Data East Corporation;YES;boogwing;NO;boogwing;-;
dblewing;Double Wings;1993;Mitchell;NO;-;YES;-;-;
fghthist;Fighters History (World ver 43-07);1993;Data East Corporation;NO;-;YES;-;-;
fghthistu;Fighters History (US ver 42-03);1993;Data East Corporation;YES;fghthist;NO;fghthist;-;
fghthista;Fighters History (US ver 42-05, alternate hardware);1993;Data East Corporation;YES;fghthist;NO;fghthist;-;
fghthistj;Fighters History (Japan ver 42-03);1993;Data East Corporation;YES;fghthist;NO;fghthist;-;
hvysmsh;Heavy Smash (Europe version -2);1993;Data East Corporation;NO;-;YES;-;-;
hvysmsha;Heavy Smash (Asia version -4);1993;Data East Corporation;YES;hvysmsh;NO;hvysmsh;-;
hvysmshj;Heavy Smash (Japan version -2);1993;Data East Corporation;YES;hvysmsh;NO;hvysmsh;-;
nslasher;Night Slashers (Korea Rev 1.3);1994;Data East Corporation;NO;-;YES;-;-;
nslasherj;Night Slashers (Japan Rev 1.2);1994;Data East Corporation;YES;nslasher;NO;nslasher;-;
nslashers;Night Slashers (Over Sea Rev 1.2);1994;Data East Corporation;YES;nslasher;NO;nslasher;-;
lockload;Locked 'n Loaded (US);1994;Data East Corporation;NO;-;YES;-;-;
joemacr;Joe and Mac Returns (World, Version 1.1);1994;Data East Corporation;NO;-;YES;-;-;
joemacra;Joe and Mac Returns (World, Version 1.0);1994;Data East Corporation;YES;joemacr;NO;joemacr;-;
tattass;Tattoo Assassins (US Prototype);1994;Data East Pinball;NO;-;YES;-;-;
tattassa;Tattoo Assassins (Asia Prototype);1994;Data East Pinball;YES;tattass;NO;tattass;-;
charlien;Charlie Ninja;1995;Mitchell;NO;-;YES;-;-;
backfire;Backfire!;1995;Data East Corporation;NO;-;YES;-;-;
chainrec;Chain Reaction (World, Version 2.2);1995;Data East Corporation;NO;-;YES;-;-;
sotsugyo;Sotsugyo Shousho;1995;Mitchell (Atlus license);NO;-;YES;-;-;
sshangha;Super Shanghai Dragon's Eye (Japan);1992;Hot-B.;NO;-;YES;-;-;
sshanghb;Super Shanghai Dragon's Eye (World, bootleg);1992;bootleg;YES;sshangha;NO;sshangha;-;
wcvol95;World Cup Volley 95 (Japan v1.0);1995;Data East Corporation;NO;-;YES;-;-;
wcvol95x;World Cup Volley 95 Extra Version (Asia v2.0B);1995;Data East Corporation;YES;wcvol95;NO;wcvol95;-;
candance;Cannon Dancer (Japan);1996;Mitchell;YES;osman;NO;osman;-;
magdrop;Magical Drop (Japan, Version 1.1);1995;Data East Corporation;YES;chainrec;NO;chainrec;-;
magdropp;Magical Drop Plus 1 (Japan, Version 2.1);1995;Data East Corporation;YES;chainrec;NO;chainrec;-;
osman;Osman (World);1996;Mitchell;NO;-;YES;-;-;
gangonta;Ganbare! Gonta!! 2 / Party Time: Gonta the Diver II (Japan Release);1995;Mitchell;YES;prtytime;NO;prtytime;-;
prtytime;Party Time: Gonta the Diver II / Ganbare! Gonta!! 2 (World Release);1995;Mitchell;NO;-;YES;-;-;
hangzo;Hangzo (Japan, Prototype);1992;Hot-B;NO;-;YES;-;-;
avengrgs;Avengers In Galactic Storm (US/Europe 1.0);1995;Data East Corporation;NO;-;YES;-;-;
avengrgsj;Avengers In Galactic Storm (Japan 1.2);1995;Data East Corporation;YES;avengrgs;NO;avengrgs;-;
skullfng;Skull Fang (Europe 1.13);1996;Data East Corporation;NO;-;YES;-;-;
skullfngj;Skull Fang (Japan 1.09);1996;Data East Corporation;YES;skullfng;NO;skullfng;-;
hoops96;Hoops '96 (Europe/Asia 2.0);1996;Data East Corporation;NO;-;YES;-;-;
ddream95;Dunk Dream '95 (Japan 1.4 EAM);1995;Data East Corporation;YES;hoops96;NO;hoops96;-;
senjyo;Senjyo;1983;Tehkan;NO;-;YES;-;-;
starforc;Star Force;1984;Tehkan;NO;-;YES;-;-;
starfore;Star Force (encrypted);1984;Tehkan;YES;starforc;NO;starforc;-;
megaforc;Mega Force;1985;Tehkan (Video Ware license);YES;starforc;NO;starforc;-;
baluba;Baluba-louk no Densetsu;1986;Able Corp, Ltd.;NO;-;YES;-;-;
bombjack;Bomb Jack (set 1);1984;Tehkan;NO;-;YES;-;-;
bombjac2;Bomb Jack (set 2);1984;Tehkan;YES;bombjack;NO;bombjack;-;
pbaction;Pinball Action (set 1);1985;Tehkan;NO;-;YES;-;-;
pbactio2;Pinball Action (set 2);1985;Tehkan;YES;pbaction;NO;pbaction;-;
tehkanwc;Tehkan World Cup;1985;Tehkan;NO;-;YES;-;-;
gridiron;Gridiron Fight;1985;Tehkan;NO;-;YES;-;-;
teedoff;Tee'd Off (Japan);1986;Tecmo;NO;-;YES;-;-;
solomon;Solomon's Key (Japan);1986;Tecmo;NO;-;YES;-;-;
rygar;Rygar (US set 1);1986;Tecmo;NO;-;YES;-;-;
rygar2;Rygar (US set 2);1986;Tecmo;YES;rygar;NO;rygar;-;
rygarj;Argus no Senshi (Japan);1986;Tecmo;YES;rygar;NO;rygar;-;
gemini;Gemini Wing;1987;Tecmo;NO;-;YES;-;-;
silkworm;Silk Worm (set 1);1988;Tecmo;NO;-;YES;-;-;
silkwrm2;Silk Worm (set 2);1988;Tecmo;YES;silkworm;NO;silkworm;-;
tbowl;Tecmo Bowl (World[Q]);1987;Tecmo;NO;-;YES;-;-;
tbowlj;Tecmo Bowl (Japan);1987;Tecmo;YES;tbowl;NO;tbowl;-;
shadoww;Shadow Warriors (World set 1);1988;Tecmo;NO;-;YES;-;-;
shadowwa;Shadow Warriors (World set 2);1988;Tecmo;YES;shadoww;NO;shadoww;-;
gaiden;Ninja Gaiden (US);1988;Tecmo;YES;shadoww;NO;shadoww;-;
ryukendn;Ninja Ryukenden (Japan);1989;Tecmo;YES;shadoww;NO;shadoww;-;
wildfang;Wild Fang - Tecmo Knight;1989;Tecmo;NO;-;YES;-;-;
tknight;Tecmo Knight;1989;Tecmo;YES;wildfang;NO;wildfang;-;
stratof;Raiga - Strato Fighter (US);1991;Tecmo;NO;-;YES;-;-;
raiga;Raiga - Strato Fighter (Japan);1991;Tecmo;YES;stratof;NO;stratof;-;
wc90;Tecmo World Cup '90 (set 1);1989;Tecmo;NO;-;YES;-;-;
wc90a;Tecmo World Cup '90 (set 2);1989;Tecmo;YES;wc90;NO;wc90;-;
wc90t;Tecmo World Cup '90 (trackball);1989;Tecmo;YES;wc90;NO;wc90;-;
wc90b;Euro League;1989;bootleg;YES;wc90;NO;wc90;-;
spbactn;Super Pinball Action (US);1991;Tecmo;NO;-;YES;-;-;
spbactnj;Super Pinball Action (Japan);1991;Tecmo;YES;spbactn;NO;spbactn;-;
fstarfrc;Final Star Force (US);1992;Tecmo;NO;-;YES;-;-;
ginkun;Ganbare Ginkun;1995;Tecmo;NO;-;YES;-;-;
riot;Riot;1992;NMK;NO;-;YES;-;-;
deroon;Deroon DeroDero;1996;Tecmo;NO;-;YES;-;-;
tkdensho;Touki Denshou -Angel Eyes-;1996;Tecmo;NO;-;YES;-;-;
drgnbowl;Dragon Bowl;1992;Nics;NO;-;YES;-;-;
tutankhm;Tutankham;1982;Konami;NO;-;YES;-;-;
tutankst;Tutankham (Stern);1982;[Konami] (Stern license);YES;tutankhm;NO;tutankhm;-;
junofrst;Juno First;1983;Konami;NO;-;YES;-;-;
junofstg;Juno First (Gottlieb);1983;Konami (Gottlieb license);YES;junofrst;NO;junofrst;-;
pooyan;Pooyan;1982;Konami;NO;-;YES;-;-;
pooyans;Pooyan (Stern);1982;[Konami] (Stern license);YES;pooyan;NO;pooyan;-;
pootan;Pootan;1982;bootleg;YES;pooyan;NO;pooyan;-;
timeplt;Time Pilot;1982;Konami;NO;-;YES;-;-;
timepltc;Time Pilot (Centuri);1982;Konami (Centuri license);YES;timeplt;NO;timeplt;-;
spaceplt;Space Pilot;1982;bootleg;YES;timeplt;NO;timeplt;-;
psurge;Power Surge;1988;<unknown>;NO;-;YES;-;-;
megazone;Mega Zone;1983;Konami;NO;-;YES;-;-;
megaznik;Mega Zone (Kosuka);1983;Konami / Interlogic + Kosuka;YES;megazone;NO;megazone;-;
pandoras;Pandora's Palace;1984;Konami/Interlogic;NO;-;YES;-;-;
gyruss;Gyruss (Konami);1983;Konami;NO;-;YES;-;-;
gyrussce;Gyruss (Centuri);1983;Konami (Centuri license);YES;gyruss;NO;gyruss;-;
venus;Venus;1983;bootleg;YES;gyruss;NO;gyruss;-;
trackfld;Track and Field;1983;Konami;NO;-;YES;-;-;
trackflc;Track and Field (Centuri);1983;Konami (Centuri license);YES;trackfld;NO;trackfld;-;
hyprolym;Hyper Olympic;1983;Konami;YES;trackfld;NO;trackfld;-;
hyprolyb;Hyper Olympic (bootleg);1983;bootleg;YES;trackfld;NO;trackfld;-;
whizquiz;Whiz Quiz;1985;Zilec-Zenitone;NO;-;YES;-;-;
mastkin;The Masters of Kin;1988;Du Tech;NO;-;YES;-;-;
rocnrope;Roc'n Rope;1983;Konami;NO;-;YES;-;-;
rocnropk;Roc'n Rope (Kosuka);1983;Konami + Kosuka;YES;rocnrope;NO;rocnrope;-;
circusc;Circus Charlie;1984;Konami;NO;-;YES;-;-;
circusc2;Circus Charlie (no level select);1984;Konami;YES;circusc;NO;circusc;-;
circuscc;Circus Charlie (Centuri);1984;Konami (Centuri license);YES;circusc;NO;circusc;-;
circusce;Circus Charlie (Centuri, earlier);1984;Konami (Centuri license);YES;circusc;NO;circusc;-;
tp84;Time Pilot '84 (set 1);1984;Konami;NO;-;YES;-;-;
tp84a;Time Pilot '84 (set 2);1984;Konami;YES;tp84;NO;tp84;-;
hyperspt;Hyper Sports;1984;Konami (Centuri license);NO;-;YES;-;-;
hpolym84;Hyper Olympic '84;1984;Konami;YES;hyperspt;NO;hyperspt;-;
sbasketb;Super Basketball (version G);1984;Konami;NO;-;YES;-;-;
sbasketo;Super Basketball (version E);1984;Konami;YES;sbasketb;NO;sbasketb;-;
sbasketu;Super Basketball (not encrypted);1984;Konami;YES;sbasketb;NO;sbasketb;-;
mikie;Mikie;1984;Konami;NO;-;YES;-;-;
mikiej;Shinnyuushain Tooru-kun;1984;Konami;YES;mikie;NO;mikie;-;
mikiehs;Mikie (High School Graffiti);1984;Konami;YES;mikie;NO;mikie;-;
roadf;Road Fighter (set 1);1984;Konami;NO;-;YES;-;-;
roadf2;Road Fighter (set 2);1984;Konami;YES;roadf;NO;roadf;-;
yiear;Yie Ar Kung-Fu (set 1);1985;Konami;NO;-;YES;-;-;
yiear2;Yie Ar Kung-Fu (set 2);1985;Konami;YES;yiear;NO;yiear;-;
kicker;Kicker;1985;Konami;NO;-;YES;-;-;
shaolins;Shao-Lin's Road;1985;Konami;YES;kicker;NO;kicker;-;
pingpong;Ping Pong;1985;Konami;NO;-;YES;-;-;
gberet;Green Beret;1985;Konami;NO;-;YES;-;-;
rushatck;Rush'n Attack;1985;Konami;YES;gberet;NO;gberet;-;
gberetb;Green Beret (bootleg);1985;bootleg;YES;gberet;NO;gberet;-;
mrgoemon;Mr. Goemon (Japan);1986;Konami;NO;-;YES;-;-;
jailbrek;Jail Break;1986;Konami;NO;-;YES;-;-;
manhatan;Manhattan 24 Bunsyo (Japan);1986;Konami;YES;jailbrek;NO;jailbrek;-;
finalizr;Finalizer - Super Transformation;1985;Konami;NO;-;YES;-;-;
finalizb;Finalizer - Super Transformation (bootleg);1985;bootleg;YES;finalizr;NO;finalizr;-;
ironhors;Iron Horse;1986;Konami;NO;-;YES;-;-;
dairesya;Dai Ressya Goutou (Japan);1986;[Konami] (Kawakusu license);YES;ironhors;NO;ironhors;-;
farwest;Far West;1986;bootleg?;YES;ironhors;NO;ironhors;-;
jackal;Jackal (World);1986;Konami;NO;-;YES;-;-;
topgunr;Top Gunner (US);1986;Konami;YES;jackal;NO;jackal;-;
jackalj;Tokushu Butai Jackal (Japan);1986;Konami;YES;jackal;NO;jackal;-;
topgunbl;Top Gunner (bootleg);1986;bootleg;YES;jackal;NO;jackal;-;
ddribble;Double Dribble;1986;Konami;NO;-;YES;-;-;
contra;Contra (US);1987;Konami;NO;-;YES;-;-;
contrab;Contra (US bootleg);1987;bootleg;YES;contra;NO;contra;contra;
contraj;Contra (Japan);1987;Konami;YES;contra;NO;contra;contra;
contrajb;Contra (Japan bootleg);1987;bootleg;YES;contra;NO;contra;contra;
gryzor;Gryzor;1987;Konami;YES;contra;NO;contra;contra;
combasc;Combat School (joystick);1988;Konami;NO;-;YES;-;-;
combasct;Combat School (trackball);1987;Konami;YES;combasc;NO;combasc;-;
combascj;Combat School (Japan trackball);1987;Konami;YES;combasc;NO;combasc;-;
bootcamp;Boot Camp;1987;Konami;YES;combasc;NO;combasc;-;
combascb;Combat School (bootleg);1988;bootleg;YES;combasc;NO;combasc;-;
rockrage;Rock 'n Rage (World[Q]);1986;Konami;NO;-;YES;-;-;
rockragj;Koi no Hotrock (Japan);1986;Konami;YES;rockrage;NO;rockrage;-;
mx5000;MX5000;1987;Konami;NO;-;YES;-;-;
flkatck;Flak Attack (Japan);1987;Konami;YES;mx5000;NO;mx5000;-;
fastlane;Fast Lane;1987;Konami;NO;-;YES;-;-;
tricktrp;Trick Trap (World[Q]);1987;Konami;NO;-;YES;-;-;
labyrunr;Labyrinth Runner (Japan);1987;Konami;YES;tricktrp;NO;tricktrp;-;
labyrunk;Labyrinth Runner (World Ver. K);1987;Konami;YES;tricktrp;NO;tricktrp;-;
thehustl;The Hustler (Japan version M);1987;Konami;NO;-;YES;-;-;
thehustj;The Hustler (Japan version J);1987;Konami;YES;thehustl;NO;thehustl;-;
rackemup;Rack 'em Up;1987;Konami;YES;thehustl;NO;thehustl;-;
battlnts;Battlantis;1987;Konami;NO;-;YES;-;-;
battlntj;Battlantis (Japan);1987;Konami;YES;battlnts;NO;battlnts;-;
bladestl;Blades of Steel (version T);1987;Konami;NO;-;YES;-;-;
bladstle;Blades of Steel (version E);1987;Konami;YES;bladestl;NO;bladestl;-;
hcastle;Haunted Castle (version M);1988;Konami;NO;-;YES;-;-;
hcastleo;Haunted Castle (version K);1988;Konami;YES;hcastle;NO;hcastle;-;
hcastlej;Akuma-Jou Dracula (Japan version P);1988;Konami;YES;hcastle;NO;hcastle;-;
hcastljo;Akuma-Jou Dracula (Japan version N);1988;Konami;YES;hcastle;NO;hcastle;-;
ajax;Ajax;1987;Konami;NO;-;YES;-;-;
typhoon;Typhoon;1987;Konami;YES;ajax;NO;ajax;-;
ajaxj;Ajax (Japan);1987;Konami;YES;ajax;NO;ajax;-;
scontra;Super Contra;1988;Konami;NO;-;YES;-;-;
scontraj;Super Contra (Japan);1988;Konami;YES;scontra;NO;scontra;-;
thunderx;Thunder Cross;1988;Konami;NO;-;YES;-;-;
thnderxj;Thunder Cross (Japan);1988;Konami;YES;thunderx;NO;thunderx;-;
mainevt;The Main Event (4 Players ver. Y);1988;Konami;NO;-;YES;-;-;
mainevto;The Main Event (4 Players ver. F);1988;Konami;YES;mainevt;NO;mainevt;-;
mainev2p;The Main Event (2 Players ver. X);1988;Konami;YES;mainevt;NO;mainevt;-;
ringohja;Ring no Ohja (Japan 2 Players ver. N);1988;Konami;YES;mainevt;NO;mainevt;-;
devstors;Devastators (ver. Z);1988;Konami;NO;-;YES;-;-;
devstor2;Devastators (ver. X);1988;Konami;YES;devstors;NO;devstors;-;
devstor3;Devastators (ver. V);1988;Konami;YES;devstors;NO;devstors;-;
garuka;Garuka (Japan ver. W);1988;Konami;YES;devstors;NO;devstors;-;
88games;'88 Games;1988;Konami;NO;-;YES;-;-;
konami88;Konami '88;1988;Konami;YES;88games;NO;88games;-;
hypsptsp;Hyper Sports Special (Japan);1988;Konami;YES;88games;NO;88games;-;
gbusters;Gang Busters;1988;Konami;NO;-;YES;-;-;
crazycop;Crazy Cop (Japan);1988;Konami;YES;gbusters;NO;gbusters;-;
crimfght;Crime Fighters (US 4 players);1989;Konami;NO;-;YES;-;-;
crimfgt2;Crime Fighters (World 2 Players);1989;Konami;YES;crimfght;NO;crimfght;-;
crimfgtj;Crime Fighters (Japan 2 Players);1989;Konami;YES;crimfght;NO;crimfght;-;
spy;S.P.Y. - Special Project Y (World ver. N);1989;Konami;NO;-;YES;-;-;
spyu;S.P.Y. - Special Project Y (US ver. M);1989;Konami;YES;spy;NO;spy;-;
bottom9;Bottom of the Ninth (version T);1989;Konami;NO;-;YES;-;-;
bottom9n;Bottom of the Ninth (version N);1989;Konami;YES;bottom9;NO;bottom9;-;
mstadium;Main Stadium (Japan);1989;Konami;YES;bottom9;NO;bottom9;-;
blockhl;Block Hole;1989;Konami;NO;-;YES;-;-;
quarth;Quarth (Japan);1989;Konami;YES;blockhl;NO;blockhl;-;
aliens;Aliens (World set 1);1990;Konami;NO;-;YES;-;-;
