name;cloneof;description;is_clone;is_parent;manufacturer;romof;sampleof;year
tnzs2;tnzs;The NewZealand Story (World, old version) (P0-041A PCB);NO;YES;Taito Corporation Japan;tnzs;-;1988;
kurikinu;kurikint;Kuri Kinton (US);NO;YES;Taito America Corporation;kurikint;-;1988;
kurikinj;kurikint;Kuri Kinton (Japan);NO;YES;Taito Corporation;kurikint;-;1988;
kurikina;kurikint;Kuri Kinton (World, prototype[Q]);NO;YES;Taito Corporation Japan;kurikint;-;1988;
rambo3ae;rambo3;Rambo III (Europe set 2);NO;YES;Taito Europe Corporation;rambo3;-;1989;
rambo3a;rambo3;Rambo III (US);NO;YES;Taito America Corporation;rambo3;-;1989;
contcrcu;contcirc;Continental Circus (US);NO;YES;Taito America Corporation;contcirc;-;1987;
aquajckj;aquajack;Aqua Jack (Japan);NO;YES;Taito Corporation;aquajack;-;1990;
topland;-;Top Landing (World);YES;NO;Taito Corporation Japan;-;-;1988;
ainferno;-;Air Inferno (US);YES;NO;Taito America Corporation;-;-;1990;
undrfiru;undrfire;Under Fire (US);NO;YES;Taito America Corporation;undrfire;-;1993;
undrfirj;undrfire;Under Fire (Japan);NO;YES;Taito Corporation;undrfire;-;1993;
dondokdu;dondokod;Don Doko Don (US);NO;YES;Taito America Corporation;dondokod;-;1989;
dondokdj;dondokod;Don Doko Don (Japan);NO;YES;Taito Corporation;dondokod;-;1989;
megab;-;Mega Blast (World);YES;NO;Taito Corporation Japan;-;-;1989;
megabj;megab;Mega Blast (Japan);NO;YES;Taito Corporation;megab;-;1989;
thndfoxu;thundfox;Thunder Fox (US);NO;YES;Taito America Corporation;thundfox;-;1990;
thndfoxj;thundfox;Thunder Fox (Japan);NO;YES;Taito Corporation;thundfox;-;1990;
camltrua;cameltry;Cameltry (US, alt sound);NO;YES;Taito America Corporation;cameltry;-;1989;
cameltrj;cameltry;Cameltry (Japan);NO;YES;Taito Corporation;cameltry;-;1989;
majest12;ssi;Majestic Twelve - The Space Invaders Part IV (Japan);NO;YES;Taito Corporation;ssi;-;1990;
gunfronj;gunfront;Gun Frontier (Japan);NO;YES;Taito Corporation;gunfront;-;1990;
mjnquesb;mjnquest;Mahjong Quest (No Nudity);NO;YES;Taito Corporation;mjnquest;-;1990;
pulirulj;pulirula;PuLiRuLa (Japan);NO;YES;Taito Corporation;pulirula;-;1991;
deadconj;deadconx;Dead Connection (Japan);NO;YES;Taito Corporation;deadconx;-;1992;
ringragj;ringrage;Ring Rage (Japan);NO;YES;Taito Corporation;ringrage;-;1992;
ringragu;ringrage;Ring Rage (US);NO;YES;Taito America Corporation;ringrage;-;1992;
arabiamj;arabianm;Arabian Magic (Japan);NO;YES;Taito Corporation;arabianm;-;1992;
arabiamu;arabianm;Arabian Magic (US);NO;YES;Taito America Corporation;arabianm;-;1992;
ridefgtj;ridingf;Riding Fight (Japan);NO;YES;Taito Corporation;ridingf;-;1992;
ridefgtu;ridingf;Riding Fight (US);NO;YES;Taito America Corporation;ridingf;-;1992;
prmtmfgo;trstar;Prime Time Fighter (US old version);NO;YES;Taito America Corporation;trstar;-;1993;
rayforcj;gunlock;Rayforce (Japan);NO;YES;Taito Corporation;gunlock;-;1993;
dungenmu;dungeonm;Dungeon Magic (US);NO;YES;Taito America Corporation;dungeonm;-;1993;
kaiserkj;kaiserkn;Kaiser Knuckle (Japan);NO;YES;Taito Corporation;kaiserkn;-;1994;
bubsympe;bublbob2;Bubble Symphony (Europe);NO;YES;Taito Corporation Japan;bublbob2;-;1994;
bubsympu;bublbob2;Bubble Symphony (US);NO;YES;Taito America Corporation;bublbob2;-;1994;
bubsymph;bublbob2;Bubble Symphony (Japan);NO;YES;Taito Corporation;bublbob2;-;1994;
hthro95u;pwrgoal;Hat Trick Hero '95 (US);NO;YES;Taito America Corporation;pwrgoal;-;1994;
spcnv95u;spcinv95;Space Invaders '95 - Attack Of The Lunar Loonies (US);NO;YES;Taito America Corporation;spcinv95;-;1995;
pbobbl2j;pbobble2;Puzzle Bobble 2 (Japan);NO;YES;Taito Corporation;pbobble2;-;1995;
pbobbl2u;pbobble2;Bust-A-Move Again (US);NO;YES;Taito America Corporation;pbobble2;-;1995;
pbobbl2x;pbobble2;Puzzle Bobble 2X (Japan);NO;YES;Taito Corporation;pbobble2;-;1995;
gekirido;-;Gekirindan (Japan);YES;NO;Taito Corporation;-;-;1995;
pbobbl3u;pbobble3;Puzzle Bobble 3 (US);NO;YES;Taito Corporation;pbobble3;-;1996;
pbobbl3j;pbobble3;Puzzle Bobble 3 (Japan);NO;YES;Taito Corporation;pbobble3;-;1996;
pbobbl4j;pbobble4;Puzzle Bobble 4 (Japan);NO;YES;Taito Corporation;pbobble4;-;1997;
pbobbl4u;pbobble4;Puzzle Bobble 4 (US);NO;YES;Taito Corporation;pbobble4;-;1997;
landmkrp;landmakr;Land Maker (World Prototype);NO;YES;Taito Corporation;landmakr;-;1998;
perfrmau;perfrman;Performan (US);NO;YES;[Toaplan] Data East USA;perfrman;-;1985;
tigerh2;tigerh;Tiger Heli (Japan set 1);NO;YES;Taito Corp.;tigerh;-;1985;
slapbtjp;slapfigh;Slap Fight (Japan bootleg);NO;YES;bootleg;slapfigh;-;1986;
slapbtuk;slapfigh;Slap Fight (English bootleg);NO;YES;bootleg;slapfigh;-;1986;
getstar;-;Guardian (US);YES;NO;Taito America Corp;-;-;1986;
getstarb;getstar;Get Star (bootleg);NO;YES;bootleg;getstar;-;1986;
mjsister;-;Mahjong Sisters (Japan);YES;NO;Toaplan;-;-;1986;
twincobu;twincobr;Twin Cobra (US);NO;YES;[Toaplan] Taito America Corporation (Romstar license);twincobr;-;1987;
ktiger2p;twincobr;Kyukyoku Tiger (Japan, 2 Players);NO;YES;M2 Co Ltd;twincobr;-;2021;
hellfir1;hellfire;Hellfire (1P Ver.);NO;YES;Toaplan (Taito license);hellfire;-;1989;
demonwl1;demonwld;Demon's World - Horror Story (Taito license);NO;YES;Toaplan (Taito license);demonwld;-;1989;
samesam2;fireshrk;Same! Same! Same! (2P Ver.);NO;YES;Toaplan;fireshrk;-;1989;
vimana1;vimana;Vimana (old set);NO;YES;Toaplan;vimana;-;1991;
snowbroa;snowbros;Snow Bros. - Nick & Tom (set 2);NO;YES;Toaplan;snowbros;-;1990;
snowbrob;snowbros;Snow Bros. - Nick & Tom (set 3);NO;YES;Toaplan;snowbros;-;1990;
snowbroj;snowbros;Snow Bros. - Nick & Tom (Japan);NO;YES;Toaplan;snowbros;-;1990;
hyperpcb;hyperpac;Hyper Pacman (bootleg);NO;YES;bootleg;hyperpac;-;1995;
pipibibi;pipibibs;Pipi and Bibis - Whoopee!! (bootleg [Q]);NO;YES;[Toaplan] Ryouta Kikaku;pipibibs;-;1991;
fixeighb;fixeight;FixEight (Bootleg);NO;YES;Toaplan;fixeight;-;1992;
grindsta;vfive;Grind Stormer (older set);NO;YES;Toaplan;vfive;-;1992;
batugnsp;batsugun;Batsugun (Special Ver.);NO;YES;Toaplan;batsugun;-;1993;
battleg;-;Battle Garegga - Type 2 (Denmark - China) (Tue Apr 2 1996);YES;NO;Raizing / Eighting;-;-;1996;
battlega;battleg;Battle Garegga (Europe - USA - Japan - Asia) (Sat Feb 3 1996);NO;YES;Raizing / Eighting;battleg;-;1996;
battlegb;battleg;Battle Garegga (Austria - Hong Kong) (Sat Mar 2 1996);NO;YES;Raizing / Eighting;battleg;-;1996;
batridra;batrider;Armed Police Batrider (Japan, version A);NO;YES;Raizing / Eighting;batrider;-;1998;
batridrk;batrider;Armed Police Batrider (Korea, version B);NO;YES;Raizing / Eighting;batrider;-;1998;
bbakradu;bbakraid;Battle Bakraid - Unlimited version (Japan) (Tue Jun 8 1999);NO;YES;Eighting;bbakraid;-;1999;
donpachj;donpachi;DonPachi (Japan);NO;YES;Atlus/Cave;donpachi;-;1995;
donpachk;donpachi;DonPachi (Korea);NO;YES;Atlus/Cave;donpachi;-;1995;
sailormo;sailormn;Pretty Soldier Sailor Moon (95-03-22);NO;YES;Banpresto;sailormn;-;1995;
ddonpchj;ddonpach;DoDonPachi (Japan);NO;YES;Atlus/Cave;ddonpach;-;1997;
espradeo;esprade;ESP Ra.De. (Japan Ver 1998 4-14);NO;YES;Atlus/Cave;esprade;-;1998;
99lstwra;sonofphx;'99: The Last War (alternate);NO;YES;Proma;sonofphx;-;1985;
defendg;defender;Defender (Green label);NO;YES;Williams;defender;-;1980;
defendw;defender;Defender (White label);NO;YES;Williams;defender;-;1980;
defndjeu;defender;Defender [Q] (bootleg);NO;YES;Jeutel;defender;-;1980;
robotryo;robotron;Robotron (Yellow-Orange label);NO;YES;Williams;robotron;-;1982;
joustwr;joust;Joust (White-Red label);NO;YES;Williams;joust;-;1982;
sinista1;sinistar;Sinistar (prototype version);NO;YES;Williams;sinistar;-;1982;
sinista2;sinistar;Sinistar (revision 2);NO;YES;Williams;sinistar;-;1982;
blastkit;blaster;Blaster (kit);NO;YES;Williams;blaster;-;1983;
mysticm;-;Mystic Marathon;YES;NO;Williams;-;-;1983;
tshoot;-;Turkey Shoot;YES;NO;Williams;-;-;1984;
inferno;-;Inferno (Williams);YES;NO;Williams;-;-;1984;
joust2;-;Joust 2 - Survival of the Fittest (set 1);YES;NO;Williams;-;-;1986;
vulgus2;vulgus;Vulgus (set 2);NO;YES;Capcom;vulgus;-;1984;
commandu;commando;Commando (US);NO;YES;Capcom (Data East USA license);commando;-;1985;
commandj;commando;Senjou no Ookami;NO;YES;Capcom;commando;-;1985;
makaimuc;gng;Makai-Mura (Japan Revision C);NO;YES;Capcom;gng;-;1985;
makaimug;gng;Makai-Mura (Japan Revision G);NO;YES;Capcom;gng;-;1985;
gunsmoku;gunsmoke;Gun.Smoke (US set 1);NO;YES;Capcom (Romstar license);gunsmoke;-;1985;
gunsmoka;gunsmoke;Gun.Smoke (US set 2);NO;YES;Capcom (Romstar license);gunsmoke;-;1986;
gunsmokj;gunsmoke;Gun.Smoke (Japan);NO;YES;Capcom;gunsmoke;-;1985;
sctionza;sectionz;Section Z (set 2);NO;YES;Capcom;sectionz;-;1985;
srumblr2;srumbler;The Speed Rumbler (set 2);NO;YES;Capcom;srumbler;-;1986;
lwingsjp;lwings;Ares no Tsubasa (Japan);NO;YES;Capcom;lwings;-;1986;
sidearmr;sidearms;Side Arms - Hyper Dyne (US);NO;YES;Capcom (Romstar license);sidearms;-;1986;
sidearjp;sidearms;Side Arms - Hyper Dyne (Japan);NO;YES;Capcom;sidearms;-;1986;
avenger2;avengers;Avengers (US set 2);NO;YES;Capcom;avengers;-;1987;
bktigerb;blktiger;Black Tiger (bootleg);NO;YES;bootleg;blktiger;-;1987;
sf1;-;Street Fighter (World);YES;NO;Capcom;-;-;1987;
sf1us;sf1;Street Fighter (US);NO;YES;Capcom;sf1;sf1;1987;
sf1jp;sf1;Street Fighter (Japan);NO;YES;Capcom;sf1;sf1;1987;
sf1p;sf1;Street Fighter (prototype);NO;YES;Capcom;sf1;sf1;1987;
lstduela;lastduel;Last Duel (US set 2);NO;YES;Capcom;lastduel;-;1988;
lstduelb;lastduel;Last Duel (bootleg);NO;YES;bootleg;lastduel;-;1988;
stridrua;strider;Strider (US set 2);NO;YES;Capcom;strider;-;1989;
stridrja;strider;Strider Hiryu (Japan set 2);NO;YES;Capcom;strider;-;1989;
dw;-;Dynasty Wars (World);YES;NO;Capcom;-;-;1989;
dwj;dw;Tenchi wo Kurau (Japan);NO;YES;Capcom;dw;-;1989;
willowje;willow;Willow (Japan, English);NO;YES;Capcom;willow;-;1989;
mercsua;mercs;Mercs (US 900608);NO;YES;Capcom;mercs;-;1990;
3wonderu;3wonders;Three Wonders (US 910520);NO;YES;Capcom;3wonders;-;1991;
captcomu;captcomm;Captain Commando (US 910928);NO;YES;Capcom;captcomm;-;1991;
captcomj;captcomm;Captain Commando (Japan 911202);NO;YES;Capcom;captcomm;-;1991;
sf2cej;sf2ce;Street Fighter II' - Champion Edition (Japan 920513);NO;YES;Capcom;sf2ce;sf2;1992;
sf2m1;sf2ce;Street Fighter II' - Champion Edition (M1);NO;YES;bootleg;sf2ce;sf2;1992;
sf2m2;sf2ce;Street Fighter II' - Champion Edition (M2);NO;YES;bootleg;sf2ce;sf2;1992;
sf2m3;sf2ce;Street Fighter II' - Champion Edition (M3);NO;YES;bootleg;sf2ce;sf2;1992;
sf2m4;sf2ce;Street Fighter II' - Champion Edition (M4);NO;YES;bootleg;sf2ce;sf2;1992;
sf2m5;sf2ce;Street Fighter II' - Champion Edition (M5);NO;YES;bootleg;sf2ce;sf2;1992;
sf2m6;sf2ce;Street Fighter II' - Champion Edition (M6);NO;YES;bootleg;sf2ce;sf2;1992;
sf2m7;sf2ce;Street Fighter II' - Champion Edition (M7);NO;YES;bootleg;sf2ce;sf2;1992;
sf2t;sf2ce;Street Fighter II' - Hyper Fighting (US 921209);NO;YES;Capcom;sf2ce;sf2;1992;
sf2tj;sf2ce;Street Fighter II' Turbo - Hyper Fighting (Japan 921209);NO;YES;Capcom;sf2ce;sf2;1992;
punishru;punisher;The Punisher (US 930422);NO;YES;Capcom;punisher;-;1993;
punishrj;punisher;The Punisher (Japan 930422);NO;YES;Capcom;punisher;-;1993;
slammasu;slammast;Saturday Night Slam Masters (US 930713);NO;YES;Capcom;slammast;-;1993;
qadj;qad;Quiz and Dragons (Japan 940921);NO;YES;Capcom;qad;-;1994;
qtono2;-;Quiz Tonosama no Yabou 2 Zenkoku-ban (Japan 950123);YES;NO;Capcom;-;-;1995;
ecofghta;ecofghtr;Eco Fighters (Asia 931203);NO;YES;Capcom;ecofghtr;-;1993;
megamn2a;megaman2;Mega Man 2: The Power Fighters (Asia 960708);NO;YES;Capcom;megaman2;-;1996;
rckman2j;megaman2;Rockman 2: The Power Fighters (Japan 960708);NO;YES;Capcom;megaman2;-;1996;
sfz2aj;sfa2;Street Fighter Zero 2 Alpha (Japan 960805);NO;YES;Capcom;sfa2;-;1996;
sfz2ah;sfa2;Street Fighter Zero 2 Alpha (Hispanic 960813);NO;YES;Capcom;sfa2;-;1996;
sfz2ab;sfa2;Street Fighter Zero 2 Alpha (Brazil 960813);NO;YES;Capcom;sfa2;-;1996;
sfz2aa;sfa2;Street Fighter Zero 2 Alpha (Asia 960826);NO;YES;Capcom;sfa2;-;1996;
sfa3r1;sfa3;Street Fighter Alpha 3 (USA 980629);NO;YES;Capcom;sfa3;-;1998;
gwingj;gigawing;Giga Wing (Japan 990223);NO;YES;Capcom, supported by Takumi;gigawing;-;1999;
ts2;-;Battle Arena Toshinden 2 (USA 951124);YES;NO;Capcom/Takara;cpzn1;-;1995;
ts2j;ts2;Battle Arena Toshinden 2 (JAPAN 951124);NO;YES;Capcom/Takara;ts2;-;1995;
starglad;-;Star Gladiator (USA 960627);YES;NO;Capcom/;cpzn1;-;1996;
sfex;-;Street Fighter EX (ASIA 961219);YES;NO;Capcom/Arika;cpzn1;-;1996;
sfexj;sfex;Street Fighter EX (JAPAN 961130);NO;YES;Capcom/Arika;sfex;-;1996;
glpracr;-;Gallop Racer (JAPAN Ver 9.01.12);YES;NO;Tecmo;cpzn1;-;1996;
sfexp;-;Street Fighter EX Plus (USA 970311);YES;NO;Capcom/Arika;cpzn1;-;1997;
sfexpj;sfexp;Street Fighter EX Plus (JAPAN 970311);NO;YES;Capcom/Arika;sfexp;-;1997;
rvschool;-;Rival Schools (ASIA 971117);YES;NO;Capcom;cpzn1;-;1997;
jgakuen;rvschool;Justice Gakuen (JAPAN 971117);NO;YES;Capcom;rvschool;-;1997;
tgmj;-;Tetris The Grand Master (JAPAN 980710);YES;NO;Capcom/Akira;cpzn1;-;1998;
sfex2;-;Street Fighter EX 2 (JAPAN 980312);YES;NO;Capcom/Arika;cpzn2;-;1998;
sg2j;-;Star Gladiator 2 (JAPAN 980316);YES;NO;Capcom;cpzn2;-;1998;
techromn;-;Tech Romancer (USA 980914);YES;NO;Capcom;cpzn2;-;1998;
kikaioh;techromn;Kikaioh (JAPAN 980914);NO;YES;Capcom;techromn;-;1998;
sfex2p;sfex2;Street Fighter EX 2 Plus (JAPAN 990611);NO;YES;Capcom/Arika;sfex2;-;1999;
strider2;-;Strider 2 (USA 991213);YES;NO;Capcom;cpzn2;-;1999;
stridr2a;strider2;Strider 2 (ASIA 991213);NO;YES;Capcom;strider2;-;1999;
shiryu2;strider2;Strider Hiryu 2 (JAPAN 991213);NO;YES;Capcom;strider2;-;1999;
glpracr2;-;Gallop Racer 2 (USA);YES;NO;Tecmo;tps;-;1997;
glprac2j;glpracr2;Gallop Racer 2 (JAPAN);NO;YES;Tecmo;glpracr2;-;1997;
glprac2l;glpracr2;Gallop Racer 2 Link HW (JAPAN);NO;YES;Tecmo;glpracr2;-;1997;
doapp;-;Dead Or Alive ++ (JAPAN);YES;NO;Tecmo;tps;-;1998;
tondemo;-;Tondemo Crisis (JAPAN);YES;NO;Tecmo;tps;-;1999;
brvblade;-;Brave Blade (JAPAN);YES;NO;Eighting/Raizing;psarc95;-;2000;
beastrzr;-;Beastorizer;YES;NO;Eighting/Raizing;psarc95;-;1997;
primrag2;-;Primal Rage 2;YES;NO;Atari;-;-;1996;
nbajamex;-;NBA Jam Extreme;YES;NO;Acclaim;acpsx;-;1996;
jdredd;-;Judge Dredd (Rev C);YES;NO;Acclaim;acpsx;-;1996;
jdreddb;jdredd;Judge Dredd (Rev B);NO;YES;Acclaim;jdredd;-;1996;
sncwgltd;-;Sonic Wings Limited (JAPAN);YES;NO;Video System;-;-;1996;
psyforce;-;Psychic Force (JAPAN);YES;NO;Taito;taitofx1;-;1995;
sfchamp;-;Super Football Champ (JAPAN);YES;NO;Taito;taitofx1;-;1995;
mgcldate;-;Magical Date (JAPAN) set 1;YES;NO;Taito;taitofx1;-;1996;
mgcldtea;mgcldate;Magical Date (JAPAN) set 2;NO;YES;Taito;mgcldate;-;1996;
raystorm;-;Ray Storm (JAPAN);YES;NO;Taito;taitofx1;-;1996;
ftimpcta;-;Fighter's Impact Ace (JAPAN);YES;NO;Taito;taitofx1;-;1996;
gdarius;-;G-Darius (JAPAN);YES;NO;Taito;taitofx1;-;1997;
gdarius2;gdarius;G-Darius Ver.2 (JAPAN);NO;YES;Taito;gdarius;-;1997;
beastrzb;-;Beastorizer (bootleg);YES;NO;Eighting/Raizing;taitofx1;-;1997;
tekken;-;Tekken (TE4-VER.C);YES;NO;Namco;-;-;1994;
tekkena;tekken;Tekken (TE2-VER.B);NO;YES;Namco;tekken;-;1994;
tekkenb;tekken;Tekken (TE1-VER.B);NO;YES;Namco;tekken;-;1994;
tekken2;-;Tekken 2 Ver.B (TES3-VER.B);YES;NO;Namco;-;-;1995;
tekken2a;tekken2;Tekken 2 Ver.B (TES2-VER.B);NO;YES;Namco;tekken2;-;1995;
tekken2b;tekken2;Tekken 2 (TES2-VER.A);NO;YES;Namco;tekken2;-;1995;
souledge;-;Soul Edge Ver. II (SO4-VER.C);YES;NO;Namco;-;-;1996;
souledga;souledge;Soul Edge (SO3-VER.A);NO;YES;Namco;souledge;-;1995;
souledgb;souledge;Soul Edge (SO1-VER.A);NO;YES;Namco;souledge;-;1995;
dunkmnia;-;Dunk Mania (DM1-VER.C);YES;NO;Namco;-;-;1995;
xevi3dg;-;Xevious 3D-G (XV31-VER.A);YES;NO;Namco;-;-;1995;
primglex;-;Prime Goal EX (PG1-VER.A);YES;NO;Namco;-;-;1996;
danceyes;-;Dancing Eyes (DC1-VER.A);YES;NO;Namco;-;-;1996;
starswep;-;Star Sweep (STP1-VER.A);YES;NO;Axela/Namco;-;-;1997;
myangel3;-;Kosodate Quiz My Angel 3 (KQT1-VER.A);YES;NO;Namco;-;-;1998;
tekken3;-;Tekken 3 (TET1-VER.E);YES;NO;Namco;-;-;1996;
soulclbr;-;Soul Calibur (SOC1-VER.A);YES;NO;Namco;-;-;1998;
ehrgeiz;-;Ehrgeiz (EG3-VER.A);YES;NO;Square/Namco;-;-;1998;
mdhorse;-;Derby Quiz My Dream Horse (MDH1-VER.A);YES;NO;Namco;-;-;1998;
fgtlayer;-;Fighting Layer (FTL1-VER.A);YES;NO;Arika/Namco;-;-;1998;
pacapp;-;Paca Paca Passion (PPP1-VERA);YES;NO;Produce/Namco;-;-;1999;
sws99;-;Super World Stadium '99 (SS91-VER.A);YES;NO;Namco;-;-;1999;
tekkentt;-;Tekken Tag Tournament (TEG3-VER.B);YES;NO;Namco;-;-;1999;
mrdrillr;-;Mr Driller (DRI1-VER.A);YES;NO;Namco;-;-;1999;
aquarush;-;Aqua Rush (AQ1-VER.A);YES;NO;Namco;-;-;1999;
golgo13;-;Golgo 13 (GLG1-VER.A);YES;NO;Raizing/Namco;-;-;1999;
mrdrilr2;-;Mr Driller 2;YES;NO;Namco;-;-;2000;
cryptklr;-;Crypt Killer (ver. UAA);YES;NO;Konami;-;-;1995;
pkladiel;pkladies;Poker Ladies (Leprechaun);NO;YES;Leprechaun;pkladies;-;1989;
cbasebal;-;Capcom Baseball (Japan);YES;NO;Capcom;-;-;1989;
blocka;block;Block Block (World 910910);NO;YES;Capcom;block;-;1991;
wfortune;-;Wheel Of Fortune;YES;NO;GameTek;-;-;1989;
wfortuna;wfortune;Wheel Of Fortune (alternate);NO;YES;GameTek;wfortune;-;1989;
stratab;-;Strata Bowling (V3);YES;NO;Strata/Incredible Technologies;-;-;1990;
stratab1;stratab;Strata Bowling (V1);NO;YES;Strata/Incredible Technologies;stratab;-;1990;
sstrike;-;Super Strike Bowling;YES;NO;Strata/Incredible Technologies;-;-;1990;
gtg;-;Golden Tee Golf (Joystick, v3.1);YES;NO;Strata/Incredible Technologies;-;-;1990;
hstennis;-;Hot Shots Tennis (V1.1);YES;NO;Strata/Incredible Technologies;-;-;1990;
hstenn10;hstennis;Hot Shots Tennis (V1.0);NO;YES;Strata/Incredible Technologies;hstennis;-;1990;
slikshot;-;Slick Shot (V2.2);YES;NO;Grand Products/Incredible Technologies;-;-;1990;
sliksh17;slikshot;Slick Shot (V1.7);NO;YES;Grand Products/Incredible Technologies;slikshot;-;1990;
dynobop;-;Dyno Bop;YES;NO;Grand Products/Incredible Technologies;-;-;1990;
arlingtn;-;Arlington Horse Racing (v1.21-D);YES;NO;Strata/Incredible Technologies;-;-;1991;
peggle;-;Peggle (Joystick, v1.0);YES;NO;Strata/Incredible Technologies;-;-;1991;
pegglet;peggle;Peggle (Trackball, v1.0);NO;YES;Strata/Incredible Technologies;peggle;-;1991;
rimrockn;-;Rim Rockin' Basketball (V2.2);YES;NO;Strata/Incredible Technologies;-;-;1991;
rimrck20;rimrockn;Rim Rockin' Basketball (V2.0);NO;YES;Strata/Incredible Technologies;rimrockn;-;1991;
rimrck16;rimrockn;Rim Rockin' Basketball (V1.6);NO;YES;Strata/Incredible Technologies;rimrockn;-;1991;
rimrck12;rimrockn;Rim Rockin' Basketball (V1.2);NO;YES;Strata/Incredible Technologies;rimrockn;-;1991;
ninclown;-;Ninja Clowns (08-27-91);YES;NO;Strata/Incredible Technologies;-;-;1991;
gpgolf;-;Golden Par Golf (Joystick, V1.1);YES;NO;Strata/Incredible Technologies;-;-;1992;
gtg2;-;Golden Tee Golf II (Trackball, V2.2);YES;NO;Strata/Incredible Technologies;-;-;1992;
gtg2t;gtg2;Golden Tee Golf II (Trackball, V1.1);NO;YES;Strata/Incredible Technologies;gtg2;-;1989;
gtg2j;gtg2;Golden Tee Golf II (Joystick, V1.0);NO;YES;Strata/Incredible Technologies;gtg2;-;1991;
neckneck;-;Neck-n-Neck (v1.2);YES;NO;Bundra Games/Incredible Technologies;-;-;1992;
timek131;timekill;Time Killers (v1.31);NO;YES;Strata/Incredible Technologies;timekill;-;1992;
hardyd10;hardyard;Hard Yardage (v1.00);NO;YES;Strata/Incredible Technologies;hardyard;-;1993;
bloods22;bloodstm;Blood Storm (v2.20);NO;YES;Strata/Incredible Technologies;bloodstm;-;1994;
bloods21;bloodstm;Blood Storm (v2.10);NO;YES;Strata/Incredible Technologies;bloodstm;-;1994;
bloods11;bloodstm;Blood Storm (v1.10);NO;YES;Strata/Incredible Technologies;bloodstm;-;1994;
drivedge;-;Driver's Edge;YES;NO;Strata/Incredible Technologies;-;-;1994;
wcbwl165;wcbowl;World Class Bowling (v1.65);NO;YES;Incredible Technologies;wcbowl;-;1995;
wcbwl161;wcbowl;World Class Bowling (v1.61);NO;YES;Incredible Technologies;wcbowl;-;1995;
wcbwl12;wcbowl;World Class Bowling (v1.2);NO;YES;Incredible Technologies;wcbowl;-;1995;
sftmj;sftm;Street Fighter - The Movie (v1.12N, Japan);NO;YES;Capcom/Incredible Technologies;sftm;-;1995;
sshot137;shufshot;Shuffleshot (v1.37);NO;YES;Strata/Incredible Technologies;shufshot;-;1997;
cerberus;-;Cerberus;YES;NO;Cinematronics;-;-;1985;
mayhem;-;Mayhem 2002;YES;NO;Cinematronics;-;-;1985;
powrplay;-;Power Play;YES;NO;Cinematronics;-;-;1985;
wseries;-;World Series - The Season;YES;NO;Cinematronics;-;-;1985;
alleymas;-;Alley Master;YES;NO;Cinematronics;-;-;1986;
dangerz;-;Danger Zone;YES;NO;Cinematronics;-;-;1986;
basebal2;-;Baseball The Season II;YES;NO;Cinematronics;-;-;1987;
dblplay;-;Super Baseball Double Play Home Run Derby;YES;NO;Leland Corp. / Tradewest;-;-;1987;
strkzone;-;Strike Zone Baseball;YES;NO;Leland Corp.;-;-;1988;
redlin2p;-;Redline Racer (2 players);YES;NO;Cinematronics (Tradewest license);-;-;1987;
quarterb;-;Quarterback;YES;NO;Leland Corp.;-;-;1987;
quartrba;quarterb;Quarterback (set 2);NO;YES;Leland Corp.;quarterb;-;1987;
viper;-;Viper;YES;NO;Leland Corp.;-;-;1988;
teamqb;-;John Elway's Team Quarterback;YES;NO;Leland Corp.;-;-;1988;
teamqb2;teamqb;John Elway's Team Quarterback (set 2);NO;YES;Leland Corp.;teamqb;-;1988;
aafb;-;All American Football (rev E);YES;NO;Leland Corp.;-;-;1989;
aafbd2p;aafb;All American Football (rev D, 2 Players);NO;YES;Leland Corp.;aafb;-;1989;
aafbc;aafb;All American Football (rev C);NO;YES;Leland Corp.;aafb;-;1989;
aafbb;aafb;All American Football (rev B);NO;YES;Leland Corp.;aafb;-;1989;
offroad;-;Ironman Stewart's Super Off-Road;YES;NO;Leland Corp.;-;-;1989;
offroadt;-;Ironman Stewart's Super Off-Road Track Pack;YES;NO;Leland Corp.;-;-;1989;
pigout;-;Pigout;YES;NO;Leland Corp.;-;-;1990;
pigouta;pigout;Pigout (alternate);NO;YES;Leland Corp.;pigout;-;1990;
ataxx;-;Ataxx (set 1);YES;NO;Leland Corp.;-;-;1990;
ataxxa;ataxx;Ataxx (set 2);NO;YES;Leland Corp.;ataxx;-;1990;
ataxxj;ataxx;Ataxx (Japan);NO;YES;Leland Corp.;ataxx;-;1990;
wsf;-;World Soccer Finals;YES;NO;Leland Corp.;-;-;1990;
indyheat;-;Danny Sullivan's Indy Heat;YES;NO;Leland Corp.;-;-;1991;
brutforc;-;Brute Force;YES;NO;Leland Corp.;-;-;1991;
asylum;-;Asylum (prototype);YES;NO;Leland Corp.;-;-;1991;
depthch;-;Depthcharge;YES;NO;Gremlin;-;-;1977;
depthv1;depthch;Depthcharge (older);NO;YES;Gremlin;depthch;depthch;1977;
subhunt;depthch;Sub Hunter;NO;YES;Taito;depthch;depthch;1977;
safari;-;Safari;YES;NO;Gremlin;-;-;1977;
frogs;-;Frogs;YES;NO;Gremlin;-;-;1978;
sspaceat;-;Space Attack (upright);YES;NO;Sega;-;-;1979;
sspacat2;sspaceat;Space Attack (upright, older);NO;YES;Sega;sspaceat;-;1979;
sspacatc;sspaceat;Space Attack (cocktail);NO;YES;Sega;sspaceat;-;1979;
