name;cloneof;description;is_clone;is_parent;manufacturer;romof;sampleof;year
ninjakd2a;ninjakd2;Ninja-Kid II / NinjaKun Ashura no Shou (set 2, bootleg?);NO;YES;UPL;ninjakd2;-;1987;
ninjakd2b;ninjakd2;Ninja-Kid II / NinjaKun Ashura no Shou (set 3, bootleg?);NO;YES;UPL;ninjakd2;-;1987;
ninjakd2c;ninjakd2;Ninja-Kid II / NinjaKun Ashura no Shou (set 4);NO;YES;UPL;ninjakd2;-;1987;
nitrobala;nitrobal;Nitro Ball (World, set 2);NO;YES;Data East Corporation;nitrobal;-;1992;
nitrobalb;nitrobal;Nitro Ball (World, set 3);NO;YES;Data East Corporation;nitrobal;-;1992;
nob;-;Noboranka (Japan);YES;NO;Data East Corporation;-;-;1986;
nobb;nob;Noboranka (Japan, bootleg);NO;YES;bootleg;nob;-;1986;
nostromo;-;Nostromo;YES;NO;bootleg;-;-;198?;
nouryokup;nouryoku;Nouryoku Koujou Iinkai (prototype);NO;YES;Tecmo;nouryoku;-;1995;
nova2001h;nova2001;Nova 2001 (Japan, hack?);NO;YES;UPL;nova2001;-;1983;
nova2001u;nova2001;Nova 2001 (US);NO;YES;UPL (Universal license);nova2001;-;1983;
numanathj;numanath;Numan Athletics (Japan);NO;YES;Namco;numanath;-;1993;
cocean1a;-;Ocean to Ocean (Medal) (DECO Cassette MD) (No.10/Ver.1,Japan);YES;NO;Data East Corporation;decocass;-;1981;
cocean6b;cocean1a;Ocean to Ocean (Medal) (DECO Cassette MD) (No.10/Ver.6,US);NO;YES;Data East Corporation;cocean1a;-;1981;
oedfighta;bloodwar;Oedo Fight (Japan, Bloodless version);NO;YES;Kaneko;bloodwar;-;1994;
oedfight;bloodwar;Oedo Fight (Japan, Bloodshed version);NO;YES;Kaneko;bloodwar;-;1994;
offensiv;scramble;Offensive (Spanish bootleg of Scramble);NO;YES;bootleg (Video Dens);scramble;-;1981;
olibug;jumpbug;Oli Bug (Jump Bug bootleg);NO;YES;bootleg;jumpbug;-;1982;
omegab;theend;Omega (bootleg?);NO;YES;bootleg?;theend;-;19??;
omegaa;omega;Omega (earlier);NO;YES;Nihon System;omega;-;1986;
omegrace2;omegrace;Omega Race (set 2);NO;YES;Midway;omegrace;-;1981;
omni;pisces;Omni;NO;YES;bootleg (Videa System);pisces;-;1982;
onetwoe;onetwo;One + Two (earlier);NO;YES;Barko;onetwo;-;1997;
onetwo;-;One + Two;YES;NO;Barko;-;-;1997;
onna34roa;onna34ro;Onna Sansirou - Typhoon Gal (bootleg);NO;YES;Taito;onna34ro;-;1985;
coozumou;-;Oozumou - The Grand Sumo (DECO Cassette) (Japan);YES;NO;Data East Corporation;decocass;-;1984;
othunderj;othunder;Operation Thunderbolt (Japan);NO;YES;Taito Corporation;othunder;-;1988;
othunderjsc;othunder;Operation Thunderbolt (Japan, SC);NO;YES;Taito Corporation;othunder;-;1988;
othunderuo;othunder;Operation Thunderbolt (US);NO;YES;Taito America Corporation;othunder;-;1988;
othunderu;othunder;Operation Thunderbolt (US, rev 1);NO;YES;Taito America Corporation;othunder;-;1988;
othundero;othunder;Operation Thunderbolt (World);NO;YES;Taito Corporation Japan;othunder;-;1988;
opwolfj;opwolf;Operation Wolf (Japan);NO;YES;Taito Corporation;opwolf;-;1987;
opwolfjsc;opwolf;Operation Wolf (Japan, SC);NO;YES;Taito Corporation;opwolf;-;1987;
opwolfu;opwolf;Operation Wolf (US);NO;YES;Taito America Corporation;opwolf;-;1987;
opwolfa;opwolf;Operation Wolf (World, set 2);NO;YES;Taito Corporation Japan;opwolf;-;1987;
opwolf3j;opwolf3;Operation Wolf 3 (Japan);NO;YES;Taito Corporation;opwolf3;-;1994;
orbs;-;Orbs (10/7/94 prototype?);YES;NO;American Sammy;-;-;1994;
ordynej;ordyne;Ordyne (Japan);NO;YES;Namco;ordyne;-;1988;
ordyneje;ordyne;Ordyne (Japan, English Version);NO;YES;Namco;ordyne;-;1988;
orlegend105k;orlegend;Oriental Legend (V105, Korea);NO;YES;IGS;orlegend;-;1997;
orlegend105t;orlegend;Oriental Legend (V105, Taiwan);NO;YES;IGS;orlegend;-;1997;
orlegend111c;orlegend;Oriental Legend - Xi Yo Gi Shi Re Zuang (V111, China);NO;YES;IGS;orlegend;-;1997;
orlegend111k;orlegend;Oriental Legend - Xi Yo Gi Shi Re Zuang (V111, Korea);NO;YES;IGS;orlegend;-;1997;
orlegend111t;orlegend;Oriental Legend - Xi Yo Gi Shi Re Zuang (V111, Taiwan);NO;YES;IGS;orlegend;-;1997;
orlegendca;orlegend;Oriental Legend - Xi Yo Gi Shi Re Zuang (V112 alt, China);NO;YES;IGS;orlegend;-;1997;
orlegendc;orlegend;Oriental Legend - Xi Yo Gi Shi Re Zuang (V112, China);NO;YES;IGS;orlegend;-;1997;
orlegende;orlegend;Oriental Legend - Xi Yo Gi Shi Re Zuang (V112, set 1);NO;YES;IGS;orlegend;-;1997;
orlegendea;orlegend;Oriental Legend - Xi Yo Gi Shi Re Zuang (V112, set 2);NO;YES;IGS;orlegend;-;1997;
oldsplus203;oldsplus;Oriental Legend 2 (Korea) / Xi You Shi E Zhuan Super Plus (World, China, Japan, Hong Kong, Taiwan) (V203);NO;YES;IGS;oldsplus;-;2004;
oldsplus;-;Oriental Legend 2 (Korea) / Xi You Shi E Zhuan Super Plus (World, China, Japan, Hong Kong, Taiwan) (V205);YES;NO;IGS;pgm;-;2004;
oldsplusok;oldsplus;Oriental Legend 2 (One Key Edition, Hack);NO;YES;Hack;oldsplus;-;2021;
oldsdsgl;olds;Oriental Legend Special - Da Sheng Gui Lai (Hack);NO;YES;Hack;olds;-;2020;
oldsmx;olds;Oriental Legend Special - Meng Xun Ling Shan (Hack);NO;YES;Hack;olds;-;2020;
olds100a;olds;Oriental Legend Special - Xi Yo Gi Shi Re Zuang Super (V100 alt, China);NO;YES;IGS;olds;-;1998;
olds100;olds;Oriental Legend Special - Xi Yo Gi Shi Re Zuang Super (V100, China);NO;YES;IGS;olds;-;1998;
zerofxz;olds;Oriental Legend ZERO (Hack);NO;YES;Hack;olds;-;2019;
orius;xexex;Orius (ver UAA);NO;YES;Konami;xexex;-;1991;
ottopz;mspacman;Otto Project PZ (hack);NO;YES;Scott Lawrence;mspacman;-;2014;
outrundxa;outrun;Out Run (deluxe sitdown earlier version);NO;YES;Sega;outrun;-;1986;
outrundxeha;outrun;Out Run (deluxe sitdown) (Enhanced Edition v1.0.3);NO;YES;hack (Chris White);outrun;-;2013;
outrundxeh;outrun;Out Run (deluxe sitdown) (Enhanced Edition v2.0.3);NO;YES;hack (Chris White);outrun;-;2013;
outrundx;outrun;Out Run (deluxe sitdown);NO;YES;Sega;outrun;-;1986;
outrundxj;outrun;Out Run (Japan, deluxe sitdown, FD1089A 317-0019);NO;YES;Sega;outrun;-;1986;
outrunra;outrun;Out Run (sitdown/upright, Rev A);NO;YES;Sega;outrun;-;1986;
outruneha;outrun;Out Run (sitdown/upright, Rev B) (Enhanced Edition v1.1.0);NO;YES;hack (Chris White);outrun;-;2017;
outrunehb;outrun;Out Run (sitdown/upright, Rev B) (Enhanced Edition v2.0.2);NO;YES;hack (Chris White);outrun;-;2017;
outruneh;outrun;Out Run (sitdown/upright, Rev B) (Enhanced Edition v2.0.3);NO;YES;hack (Chris White);outrun;-;2017;
outzoneh;outzone;Out Zone (harder);NO;YES;Toaplan;outzone;-;1990;
outzoneb;outzone;Out Zone (older set);NO;YES;Toaplan;outzone;-;1990;
outzonec;outzone;Out Zone (oldest set);NO;YES;Toaplan;outzone;-;1990;
outzonecv;outzone;Out Zone (Zero Wing TP-015 PCB conversion);NO;YES;Toaplan;outzone;-;1990;
orunnersj;orunners;OutRunners (Japan);NO;YES;Sega;orunners;-;1992;
orunnersu;orunners;OutRunners (US);NO;YES;Sega;orunners;-;1992;
ozmawars2;ozmawars;Ozma Wars (set 2);NO;YES;SNK;ozmawars;invaders;1979;
p47je;p47;P-47 - The Freedom Fighter (Japan, Export);NO;YES;Jaleco;p47;-;1988;
p47acesa;p47aces;P-47 Aces (ver 1.0);NO;YES;Jaleco;p47aces;-;1995;
pgemeni;-;P-GeMeni (060123);YES;NO;blastar@gmx.net;pgm;-;2006;
powa;pow;P.O.W. - Prisoners of War (US version 1, mask ROM sprites );NO;YES;SNK;pow;-;1988;
pacmanfm;puckman;Pac Man (FAMARE S.A. bootleg of Puck Man);NO;YES;bootleg (FAMARE S.A.);puckman;-;1980;
pacmanug;puckman;Pac Man (U.G. bootleg of Puck Man);NO;YES;bootleg (U.G.);puckman;-;1980;
pacminer;puckman;Pac Manic Miner Man;NO;YES;Jim Bagley;puckman;-;2012;
paclandm2;pacland;Pac-Land (Bally-Midway);NO;YES;Namco (Bally Midway license);pacland;-;1984;
paclandj;pacland;Pac-Land (Japan new);NO;YES;Namco;pacland;-;1984;
paclandjo;pacland;Pac-Land (Japan old);NO;YES;Namco;pacland;-;1984;
paclandjo2;pacland;Pac-Land (Japan older);NO;YES;Namco;pacland;-;1984;
pacmanbla;puckman;Pac-Man (bootleg on Galaxian hardware, set 2);NO;YES;bootleg;puckman;-;1981;
pacmanvg;puckman;Pac-Man (bootleg, Video Game SA);NO;YES;bootleg (Video Game SA);puckman;-;1980;
pacmanblc;puckman;Pac-Man (Calfesa, Spanish bootleg on Galaxian hardware);NO;YES;bootleg (Calfesa);puckman;-;1981;
pacmanso;puckman;Pac-Man (SegaSA / Sonic);NO;YES;Namco (Sonic license);puckman;-;1980;
pacmanblv;puckman;Pac-Man (Video Dens, Spanish bootleg on Galaxian hardware);NO;YES;bootleg (Video Dens);puckman;-;1981;
25pacmano;25pacman;Pac-Man - 25th Anniversary Edition (Rev 2.00);NO;YES;Namco / Cosmodog;25pacman;-;2005;
25pacman;-;Pac-Man - 25th Anniversary Edition (Rev 3.00);YES;NO;Namco / Cosmodog;-;-;2006;
pacmaniao;pacmania;Pac-Mania (111187 sound program);NO;YES;Namco;pacmania;-;1987;
pacmaniaj;pacmania;Pac-Mania (Japan);NO;YES;Namco;pacmania;-;1987;
sxyreac2;-;Pachinko Sexy Reaction 2 (Japan);YES;NO;Sammy;-;-;1999;
packetman;puckman;Packetman (bootleg);NO;YES;bootleg;puckman;-;1980;
clubpacm;-;Pacman Club / Club Lambada (Argentina);YES;NO;Miky SRL;-;-;1989;
pacuman;puckman;Pacu-Man (Spanish bootleg of Puck Man);NO;YES;bootleg (Recreativos Franco S.A.);puckman;-;1980;
samsho4k;samsho4;Pae Wang Jeon Seol / Legend of a Warrior (Korean censored Samurai Shodown IV);NO;YES;SNK;samsho4;-;1996;
painter;crush;Painter (hack of Crush Roller);NO;YES;hack (Monshine Ent. Co.);crush;-;1981;
pairlove;-;Pairs Love;YES;NO;Athena;-;-;1991;
pairsred;-;Pairs Redemption (V1.0, 10/25/94);YES;NO;Strata/Incredible Technologies;-;-;1994;
pajaroes;uniwars;Pajaro del Espacio (Spanish bootleg of UniWar S);NO;YES;bootleg (PSV S.A.);uniwars;-;1980;
palamedj;palamed;Palamedes (Japan);NO;YES;Taito Corporation;palamed;-;1990;
pangbold;pang;Pang (bootleg, set 2);NO;YES;bootleg;pang;-;1989;
pangb2;pang;Pang (bootleg, set 4);NO;YES;bootleg;pang;-;1989;
pangbold2;pang;Pang (bootleg, set 5);NO;YES;bootleg;pang;-;1990;
pangbold3;pang;Pang (bootleg, set 6);NO;YES;bootleg;pang;-;1989;
pangpang;-;Pang Pang;YES;NO;Dong Gue La Mi Ltd.;-;-;1994;
pangpomsm;pangpoms;Pang Pom's (Mitchell);NO;YES;Metro (Mitchell license);pangpoms;-;1992;
pangpomsn;pangpoms;Pang Pom's (Nova);NO;YES;Nova;pangpoms;-;1992;
pang3r1;pang3;Pang! 3 (950511 Euro);NO;YES;Mitchell;pang3;-;1995;
pang3r1a;pang3;Pang! 3 (950511 Euro, alt);NO;YES;Mitchell;pang3;-;1995;
pang3b;pang3;Pang! 3 (bootleg set 1, 950511 Euro);NO;YES;Mitchell;pang3;-;1995;
pang3b2;pang3;Pang! 3 (bootleg set 2, 950601 Euro);NO;YES;Mitchell;pang3;-;1995;
pang3b3;pang3;Pang! 3 (bootleg set 3, 950511 Euro);NO;YES;Mitchell;pang3;-;1995;
pang3b4;pang3;Pang! 3 (bootleg set 4, 950511 Euro);NO;YES;Mitchell;pang3;-;1995;
pang3b5;pang3;Pang! 3 (bootleg set 5, 950601 Euro);NO;YES;Mitchell;pang3;-;1995;
paprazzi;-;Paparazzi;YES;NO;Yun Sung;-;-;1996;
parodiusa;parodius;Parodius DA! (Asia);NO;YES;Konami;parodius;-;1990;
parodiusj;parodius;Parodius DA! (Japan);NO;YES;Konami;parodius;-;1990;
parodiuse;parodius;Parodius DA! (World, set 2);NO;YES;Konami;parodius;-;1990;
pasha2;-;Pasha Pasha 2;YES;NO;Dong Sung;-;-;1998;
ppchamp;gotcha;Pasha Pasha Champ Mini Game Festival;NO;YES;Dongsung;gotcha;-;1997;
passshtjd;passsht;Passing Shot (Japan, 4 Players, FD1094 317-0070 decrypted);NO;YES;Sega;passsht;-;1988;
passshtj;passsht;Passing Shot (Japan, 4 Players, FD1094 317-0070);NO;YES;Sega;passsht;-;1988;
passsht16a;passsht;Passing Shot (Japan, 4 Players, System 16A, FD1094 317-0071);NO;YES;Sega;passsht;-;1988;
passshtd;passsht;Passing Shot (World, 2 Players, FD1094 317-0080 decrypted);NO;YES;Sega;passsht;-;1988;
passshtad;passsht;Passing Shot (World, 4 Players, FD1094 317-0074 decrypted);NO;YES;Sega;passsht;-;1988;
passshta;passsht;Passing Shot (World, 4 Players, FD1094 317-0074);NO;YES;Sega;passsht;-;1988;
pastelis;-;Pastel Island (Japan, prototype);YES;NO;Visco;-;-;1993;
patapata;-;Pata Pata Panic;YES;NO;Atlus;-;-;1993;
peekaboou;peekaboo;Peek-a-Boo! (North America, ver 1.0);NO;YES;Jaleco;peekaboo;-;1993;
penfan;-;Penfan Girls - Step1. Mild Mind (set 1);YES;NO;Eolith;-;-;1999;
penfana;penfan;Penfan Girls - Step1. Mild Mind (set 2);NO;YES;Eolith;penfan;-;1999;
pengo4;pengo;Pengo (set 4, encrypted);NO;YES;Sega;pengo;-;1982;
pengo5;pengo;Pengo (set 5, encrypted);NO;YES;Sega;pengo;-;1982;
pengo6;pengo;Pengo (set 6, encrypted);NO;YES;Sega;pengo;-;1982;
pengadvb;-;Penguin Adventure (bootleg of MSX version);YES;NO;bootleg (Screen) / Konami;-;-;1988;
pkunwarja;pkunwar;Penguin-Kun Wars (Japan, set 2);NO;YES;UPL;pkunwar;-;1985;
pbillrdsa;pbillrd;Perfect Billiard (MC-8123, 317-5008);NO;YES;Nihon System;pbillrd;-;1987;
perfrmanu;perfrman;Performan (US);NO;YES;Toaplan / Data East USA;perfrman;-;1985;
ppan;hook;Peter Pan (bootleg of Hook);NO;YES;bootleg;hook;-;1992;
pheliosj;phelios;Phelios (Japan);NO;YES;Namco;phelios;-;1988;
phoenix2;phoenix;Phoenix (Amstar, set 2);NO;YES;Amstar;phoenix;-;1980;
phoenixass;phoenix;Phoenix (Assa, Spanish bootleg);NO;YES;bootleg (Assa);phoenix;-;1981;
phoenixb;phoenix;Phoenix (Centuri, set 2);NO;YES;Amstar (Centuri license);phoenix;-;1980;
phoenixdal;phoenix;Phoenix (D&L bootleg);NO;YES;bootleg (D&L);phoenix;-;1980;
phoenixgu;phoenix;Phoenix (G. Universal Video bootleg);NO;YES;bootleg? (G. Universal Video);phoenix;-;1981;
phoenixc2;phoenix;Phoenix (G.G.I. Corporation, set 1);NO;YES;bootleg (G.G.I. Corporation);phoenix;-;1981;
phoenixc3;phoenix;Phoenix (G.G.I. Corporation, set 2);NO;YES;bootleg (G.G.I. Corporation);phoenix;-;1981;
phoenixc4;phoenix;Phoenix (G.G.I. Corporation, set 3);NO;YES;bootleg (G.G.I. Corporation);phoenix;-;1981;
phoenixha;phoenix;Phoenix (Hellomat Automaten bootleg);NO;YES;bootleg (Hellomat Automaten);phoenix;-;1981;
phoenixi;phoenix;Phoenix (IDI bootleg);NO;YES;bootleg (IDI);phoenix;-;1981;
phoenixs;phoenix;Phoenix (Sonic, Spanish bootleg);NO;YES;bootleg (Sonic);phoenix;-;1981;
phoenixj;phoenix;Phoenix (Taito Japan);NO;YES;Amstar (Taito Japan license);phoenix;-;1980;
phoenxp2;phoenix;Phoenix Part 2;NO;YES;bootleg;phoenix;-;1981;
photof;wwjgtin;Photo Finish (bootleg?);NO;YES;Jaleco / Casio;wwjgtin;-;1991;
photoy2k102j;photoy2k;Photo Y2K / Real and Fake (V102, Japan);NO;YES;IGS;photoy2k;-;1999;
photoy2k103j;photoy2k;Photo Y2K / Real and Fake (V103, Japan);NO;YES;IGS;photoy2k;-;1999;
photoy2k104;photoy2k;Photo Y2K / Real and Fake (V104);NO;YES;IGS;photoy2k;-;1999;
pgm3in1c100;pgm3in1;Photo Y2K 2 (3-in-1, V100, China);NO;YES;IGS;pgm3in1;-;2001;
pgm3in1;-;Photo Y2K 2 (3-in-1, V102, China);YES;NO;IGS;pgm;-;2001;
py2k2100;py2k2;Photo Y2K 2 (V100, japan);NO;YES;IGS Alta Co., Ltd.;py2k2;-;2001;
py2k2;-;Photo Y2K 2 (VM101XX, China);YES;NO;IGS;pgm;-;2001;
phozons;phozon;Phozon (Sidam);NO;YES;Namco (Sidam license);phozon;-;1983;
pigskinb;pigskin;Pigskin 621AD (rev 1.1 6/05/90);NO;YES;Midway;pigskin;-;1990;
pigskina;pigskin;Pigskin 621AD (rev 2.0 7/06/90);NO;YES;Midway;pigskin;-;1990;
pbaction2;pbaction;Pinball Action (set 2, encrypted);NO;YES;Tehkan;pbaction;-;1985;
pbaction3;pbaction;Pinball Action (set 3, encrypted);NO;YES;Tehkan;pbaction;-;1985;
pbaction4;pbaction;Pinball Action (set 4, encrypted);NO;YES;Tehkan;pbaction;-;1985;
pbactiont;pbaction;Pinball Action (Tecfri License);NO;YES;Tehkan;pbaction;-;1985;
ppmast93;-;Ping Pong Masters '93;YES;NO;Electronic Devices S.R.L.;-;-;1993;
pinkswtsb;pinkswts;Pink Sweets: Ibara Sorekara (2006/04/06 MASTER VER.);NO;YES;Cave (AMI license);pinkswts;-;2006;
pinkswtsa;pinkswts;Pink Sweets: Ibara Sorekara (2006/04/06 MASTER VER...);NO;YES;Cave (AMI license);pinkswts;-;2006;
pinkswts;-;Pink Sweets: Ibara Sorekara (2006/04/06 MASTER VER....);YES;NO;Cave (AMI license);-;-;2006;
pinkswtsx;pinkswts;Pink Sweets: Ibara Sorekara (2006/xx/xx MASTER VER.);NO;YES;Cave (AMI license);pinkswts;-;2006;
pinkswtssc;pinkswts;Pink Sweets: Suicide Club (2017/10/31 SUICIDECLUB VER., bootleg);NO;YES;bootleg (Four Horsemen);pinkswts;-;2017;
pballoonr;pballoon;Pioneer Balloon (Rock-Ola license);NO;YES;SNK (Rock-Ola license);pballoon;-;1982;
pipedrmt;pipedrm;Pipe Dream (Taiwan);NO;YES;Video System Co.;pipedrm;-;1990;
pipedrmu;pipedrm;Pipe Dream (US);NO;YES;Video System Co.;pipedrm;-;1990;
pipibibsp;pipibibs;Pipi & Bibis / Whoopee!! (prototype);NO;YES;Toaplan;pipibibs;-;1991;
pipibibsa;pipibibs;Pipi & Bibis / Whoopee!! (Z80 sound cpu, set 2);NO;YES;Toaplan;pipibibs;-;1991;
piratesb;pirates;Pirates (set 2);NO;YES;NIX;pirates;-;1995;
pitnruna;pitnrun;Pit & Run - F-1 Race (set 2);NO;YES;Taito Corporation;pitnrun;-;1984;
pitfight3;pitfight;Pit Fighter (rev 3);NO;YES;Atari Games;pitfight;-;1990;
pitapat;-;Pitapat Puzzle;YES;NO;F2 System;-;-;1997;
pitfall2a;pitfall2;Pitfall II (315-5093, Flicky Conversion);NO;YES;Sega;pitfall2;-;1985;
pitfall2u;pitfall2;Pitfall II (not encrypted);NO;YES;Sega;pitfall2;-;1985;
pkscram;-;PK Scramble;YES;NO;Cosmo Electronics Corporation;-;-;1993;
plgirls2b;plgirls2;Play Girls 2 (bootleg);NO;YES;bootleg;plgirls2;-;1993;
pleiadsb2;pleiads;Pleiads (bootleg set 2);NO;YES;bootleg (ESG);pleiads;-;1981;
pleiadsi;pleiads;Pleiads (Irecsa);NO;YES;bootleg (Irecsa);pleiads;-;1981;
pleiadsn;pleiads;Pleiads (Niemer S.A.);NO;YES;bootleg (Niemer S.A.);pleiads;-;1981;
pleiadss;pleiads;Pleiads (Spanish bootleg);NO;YES;bootleg;pleiads;-;1981;
plottingu;plotting;Plotting (US);NO;YES;Taito America Corporation;plotting;-;1989;
plottinga;plotting;Plotting (World set 2, protected);NO;YES;Taito Corporation Japan;plotting;-;1989;
plottingb;plotting;Plotting (World set 3, earliest version);NO;YES;Taito Corporation Japan;plotting;-;1989;
pnyaaa;pnyaa;Pochi and Nyaa (Ver 2.00);NO;YES;Aiky / Taito;pnyaa;-;2003;
pcktgal2j;pcktgal;Pocket Gal 2 (Japanese);NO;YES;Data East Corporation;pcktgal;-;1989;
pktgaldxa;pktgaldx;Pocket Gal Deluxe (Asia v3.00);NO;YES;Data East Corporation;pktgaldx;-;1993;
pktgaldxj;pktgaldx;Pocket Gal Deluxe (Japan v3.00);NO;YES;Data East Corporation (Nihon System license);pktgaldx;-;1993;
pgalvip;-;Pocket Gals V.I.P (set 1);YES;NO;ACE International / Afega;-;-;1996;
pgalvipa;pgalvip;Pocket Gals V.I.P (set 2);NO;YES;unknown;pgalvip;-;1996;
ptblanka;ptblank;Point Blank (World, GN2 Rev B, set 2);NO;YES;Namco;ptblank;-;1994;
poittoc;poitto;Poitto! (revision C);NO;YES;Metro / Able Corp.;poitto;-;1993;
pkladiesla;pkladies;Poker Ladies (Leprechaun ver. 401);NO;YES;Leprechaun;pkladies;-;1989;
pkladiesl;pkladies;Poker Ladies (Leprechaun ver. 510);NO;YES;Leprechaun;pkladies;-;1989;
poknight;-;Poker Night;YES;NO;Jeff Kurtz;neogeo;-;199?;
pokonyan;-;Pokonyan (Japan 940322);YES;NO;Capcom;-;-;1994;
polluxn;pollux;Pollux (Japan, NTC license);NO;YES;Dooyong (NTC license);pollux;-;1991;
polluxa2;pollux;Pollux (set 3);NO;YES;Dooyong;pollux;-;1991;
poosho;-;Poosho Poosho;YES;NO;F2 System;-;-;1999;
popbingo;-;Pop Bingo;YES;NO;Dooyong;-;-;1996;
popflamen;popflame;Pop Flamer (bootleg on Naughty Boy PCB);NO;YES;Jaleco;popflame;-;1982;
popflameb;popflame;Pop Flamer (hack?);NO;YES;Jaleco;popflame;-;1982;
popflamea;popflame;Pop Flamer (not protected);NO;YES;Jaleco;popflame;-;1982;
popspops;-;Pop's Pop's;YES;NO;Afega;-;-;1999;
popeyej;popeye;Popeye (Japan, Sky Skipper hardware);NO;YES;Nintendo;popeye;-;1981;
popeyejo;popeye;Popeye (Japan, Sky Skipper hardware, Older);NO;YES;Nintendo;popeye;-;1981;
popeyeman;puckman;Popeye-Man;NO;YES;hack;puckman;-;1981;
porter;dockman;Port Man (bootleg on Moon Cresta hardware);NO;YES;Nova Games Ltd;dockman;-;19??;
portmanj;dockman;Port Man (Japan);NO;YES;Taito Corporation;dockman;-;1982;
poundforj;poundfor;Pound for Pound (Japan);NO;YES;Irem;poundfor;-;1990;
poundforu;poundfor;Pound for Pound (US);NO;YES;Irem America;poundfor;-;1990;
pdriftj;pdrift;Power Drift (Japan);NO;YES;Sega;pdrift;-;1988;
pdrifta;pdrift;Power Drift (World);NO;YES;Sega;pdrift;-;1988;
pdrifte;pdrift;Power Drift (World, Earlier);NO;YES;Sega;pdrift;-;1988;
pdrift;-;Power Drift (World, Rev A);YES;NO;Sega;-;-;1988;
powerinsa;powerins;Power Instinct (USA, bootleg set 1);NO;YES;Atlus;powerins;-;1993;
powerinsb;powerins;Power Instinct (USA, bootleg set 2);NO;YES;Atlus;powerins;-;1993;
powerinsc;powerins;Power Instinct (USA, bootleg set 3);NO;YES;bootleg;powerins;-;1993;
powerinspu;powerins;Power Instinct (USA, prototype);NO;YES;Atlus;powerins;-;1993;
pwrinst2k;pwrinst2;Power instinct 2 (Korea, ver. 94/04/08);NO;YES;Atlus;pwrinst2;-;1994;
pspikesu;pspikes;Power Spikes (US);NO;YES;Video System Co.;pspikes;-;1991;
prehislek;prehisle;Prehistoric Isle in 1930 (Korea);NO;YES;SNK (Victor license);prehisle;-;1989;
prehisleu;prehisle;Prehistoric Isle in 1930 (US);NO;YES;SNK of America;prehisle;-;1989;
prehisleb;prehisle;Prehistoric Isle in 1930 (World, bootleg);NO;YES;bootleg;prehisle;-;1989;
prehislea;prehisle;Prehistoric Isle in 1930 (World, set 2);NO;YES;SNK;prehisle;-;1989;
sailormnjee;sailormn;Pretty Soldier Sailor Moon (Enhanced Edition v5 Final, Hack);NO;YES;Hack;sailormn;-;2019-12-29;
sailormnffj;sailormn;Pretty Soldier Sailor Moon (Fighting For Justice, Hack);NO;YES;Zombie Master;sailormn;-;2022;
sailormnrot;sailormn;Pretty Soldier Sailor Moon (Reign of Terror, Hack);NO;YES;Zombie Master;sailormn;-;2022;
sailormno;sailormn;Pretty Soldier Sailor Moon (ver. 95/03/21, Europe);NO;YES;BanPresto / Gazelle;sailormn;-;1995;
sailormnoh;sailormn;Pretty Soldier Sailor Moon (ver. 95/03/21, Hong Kong);NO;YES;BanPresto / Gazelle;sailormn;-;1995;
sailormnoj;sailormn;Pretty Soldier Sailor Moon (ver. 95/03/21, Japan);NO;YES;BanPresto / Gazelle;sailormn;-;1995;
sailormnok;sailormn;Pretty Soldier Sailor Moon (ver. 95/03/21, Korea);NO;YES;BanPresto / Gazelle;sailormn;-;1995;
sailormnot;sailormn;Pretty Soldier Sailor Moon (ver. 95/03/21, Taiwan);NO;YES;BanPresto / Gazelle;sailormn;-;1995;
sailormnou;sailormn;Pretty Soldier Sailor Moon (ver. 95/03/21, USA);NO;YES;BanPresto / Gazelle;sailormn;-;1995;
sailormnn;sailormn;Pretty Soldier Sailor Moon (ver. 95/03/22, Europe);NO;YES;BanPresto / Gazelle;sailormn;-;1995;
sailormnnh;sailormn;Pretty Soldier Sailor Moon (ver. 95/03/22, Hong Kong);NO;YES;BanPresto / Gazelle;sailormn;-;1995;
sailormnnj;sailormn;Pretty Soldier Sailor Moon (ver. 95/03/22, Japan);NO;YES;BanPresto / Gazelle;sailormn;-;1995;
sailormnnk;sailormn;Pretty Soldier Sailor Moon (ver. 95/03/22, Korea);NO;YES;BanPresto / Gazelle;sailormn;-;1995;
sailormnnt;sailormn;Pretty Soldier Sailor Moon (ver. 95/03/22, Taiwan);NO;YES;BanPresto / Gazelle;sailormn;-;1995;
sailormnnu;sailormn;Pretty Soldier Sailor Moon (ver. 95/03/22, USA);NO;YES;BanPresto / Gazelle;sailormn;-;1995;
sailormnh;sailormn;Pretty Soldier Sailor Moon (ver. 95/03/22B, Hong Kong);NO;YES;BanPresto / Gazelle;sailormn;-;1995;
sailormnj;sailormn;Pretty Soldier Sailor Moon (ver. 95/03/22B, Japan);NO;YES;BanPresto / Gazelle;sailormn;-;1995;
sailormnk;sailormn;Pretty Soldier Sailor Moon (ver. 95/03/22B, Korea);NO;YES;BanPresto / Gazelle;sailormn;-;1995;
sailormnt;sailormn;Pretty Soldier Sailor Moon (ver. 95/03/22B, Taiwan);NO;YES;BanPresto / Gazelle;sailormn;-;1995;
sailormnu;sailormn;Pretty Soldier Sailor Moon (ver. 95/03/22B, USA);NO;YES;BanPresto / Gazelle;sailormn;-;1995;
prmtmfgto;trstar;Prime Time Fighter (Ver 2.1A 1993/05/21) (Old Version);NO;YES;Taito America Corporation;trstar;-;1993;
