name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sampleof
fantzn2x;Fantasy Zone II - The Tears of Opa-Opa (System 16C version);2008;Sega / M2;NO;-;YES;-;-
fantzone;Fantasy Zone (Japan New Ver.);1986;Sega;NO;-;YES;-;-
fastlane;Fast Lane;1987;Konami;NO;-;YES;-;-
fatfursp;Fatal Fury Special / Garou Densetsu Special (set 1);1993;SNK;NO;neogeo;YES;-;-
fatfury1;Fatal Fury - King of Fighters / Garou Densetsu - Shukumei no Tatakai;1991;SNK;NO;neogeo;YES;-;-
fatfury2;Fatal Fury 2 / Garou Densetsu 2 - Arata-naru Tatakai;1992;SNK;NO;neogeo;YES;-;-
fatfury3;Fatal Fury 3 - Road to the Final Victory / Garou Densetsu 3 - Haruka-naru Tatakai;1995;SNK;NO;neogeo;YES;-;-
fax;Fax;1983;Exidy;NO;-;YES;-;-
fbfrenzy;Football Frenzy;1992;SNK;NO;neogeo;YES;-;-
fcombat;Field Combat;1985;Jaleco;NO;-;YES;-;-
ffight;Final Fight (World);1989;Capcom;NO;-;YES;-;-
ffreveng;Final Fight Revenge;1999;Capcom;NO;stvbios;YES;-;-
fghtatck;Fighter and Attacker (US);1992;Namco;NO;-;YES;-;-
fghthist;Fighters History (World ver 43-07);1993;Data East Corporation;NO;-;YES;-;-
fgtlayer;Fighting Layer (FTL1-VER.A);1998;Arika/Namco;NO;-;YES;-;-
fhawk;Fighting Hawk (World);1988;Taito Corporation Japan;NO;-;YES;-;-
fhboxers;Funky Head Boxers;1995;Sega;NO;stvbios;YES;-;-
fieldday;Field Day;1984;Taito Corporation;NO;-;YES;-;-
fightfev;Fight Fever (set 1);1994;Viccom;NO;neogeo;YES;-;-
fightrol;Fighting Roller;1983;[Kaneko] (Taito license);NO;-;YES;-;-
finalap2;Final Lap 2;1990;Namco;NO;-;YES;-;-
finalap3;Final Lap 3 (Japan set 1);1992;Namco;NO;-;YES;-;-
finalb;Final Blow (World);1988;Taito Corporation Japan;NO;-;YES;-;-
finalizr;Finalizer - Super Transformation;1985;Konami;NO;-;YES;-;-
finallap;Final Lap (Rev E);1987;Namco;NO;-;YES;-;-
finalttr;Final Tetris;1993;Jeil;NO;-;YES;-;-
findlove;Find Love;1996;Daiki;NO;stvbios;YES;-;-
findout;Find Out;1987;Elettronolo;NO;-;YES;-;-
finehour;Finest Hour (Japan);1989;Namco;NO;-;YES;-;-
firebarr;Fire Barrel (Japan);1993;Irem;NO;-;YES;-;-
firebatl;Fire Battle;1984;Taito;NO;-;YES;-;-
firehawk;Fire Hawk;2001;ESD;NO;-;YES;-;-
fireone;Fire One;1979;Exidy;NO;-;YES;-;-
fireshrk;Fire Shark;1990;Toaplan;NO;-;YES;-;-
firetrap;Fire Trap (US);1986;Data East USA;NO;-;YES;-;-
firetrk;Fire Truck;1978;Atari;NO;-;YES;-;-
fitegolf;Fighting Golf (World[Q]);1988;SNK;NO;-;YES;-;-
fitfight;Fit of Fighting;199?;bootleg;NO;-;YES;-;-
fixeight;FixEight;1992;Toaplan;NO;-;YES;-;-
flagrall;'96 Flag Rally;1996;Promat?;NO;-;YES;-;-
flashgal;Flashgal;1985;Sega;NO;-;YES;-;-
flicky;Flicky (128k Ver.);1984;Sega;NO;-;YES;-;-
flipshot;Battle Flip Shot;1998;Visco;NO;neogeo;YES;-;-
flower;Flower;1986;Komax;NO;-;YES;-;-
flstory;The FairyLand Story;1985;Taito;NO;-;YES;-;-
flyball;Flyball;1976;Atari;NO;-;YES;-;-
flyboy;Fly-Boy;1982;Kaneko;NO;-;YES;-;-
flytiger;Flying Tiger;1992;Dooyong;NO;-;YES;-;-
fncywld;Fancy World - Earth of Crisis;1996;Unico;NO;-;YES;-;-
fnkyfish;Funky Fish;1981;Sun Electronics;NO;-;YES;-;-
foodf;Food Fight (rev 3);1982;Atari;NO;-;YES;-;-
footchmp;Football Champ (World);1990;Taito Corporation Japan;NO;-;YES;-;-
forgottn;Forgotten Worlds (US);1988;Capcom;NO;-;YES;-;-
formatz;Formation Z;1984;Jaleco;NO;-;YES;-;-
fourtrax;Four Trax;1989;Namco;NO;-;YES;-;-
fpoint;Flash Point;1989;Sega;NO;-;YES;-;-
freekick;Free Kick;1987;Nihon System (Sega license);NO;-;YES;-;-
freeze;Freeze;1984;Cinematronics;NO;-;YES;-;-
frenzy;Frenzy;1982;Stern;NO;-;YES;-;berzerk
friskyt;Frisky Tom (set 1);1981;Nichibutsu;NO;-;YES;-;-
frogger;Frogger;1981;Konami;NO;-;YES;-;-
frogs;Frogs;1978;Gremlin;NO;-;YES;-;-
fromanc2;Taisen Idol-Mahjong Final Romance 2 (Japan);1995;Video System Co.;NO;-;YES;-;-
fromanc4;Taisen Mahjong FinalRomance 4 (Japan);1998;Video System Co.;NO;-;YES;-;-
fromance;Idol-Mahjong Final Romance (Japan);1991;Video System Co.;NO;-;YES;-;-
fromancr;Taisen Mahjong FinalRomance R (Japan);1995;Video System Co.;NO;-;YES;-;-
frontlin;Front Line;1982;Taito Corporation;NO;-;YES;-;-
fround;The Final Round (version M);1988;Konami;NO;-;YES;-;-
fshark;Flying Shark (World);1987;[Toaplan] Taito Corporation;NO;-;YES;-;-
fstarfrc;Final Star Force (US);1992;Tecmo;NO;-;YES;-;-
ftimpcta;Fighter's Impact Ace (JAPAN);1996;Taito;NO;taitofx1;YES;-;-
ftsoccer;Fighting Soccer;1988;SNK;NO;-;YES;-;-
funkybee;Funky Bee;1982;Orca;NO;-;YES;-;-
funkyjet;Funky Jet;1992;[Data East] (Mitchell license);NO;-;YES;-;-
funnymou;Funny Mouse;1982;Chuo Co. Ltd;NO;-;YES;-;-
funybubl;Funny Bubble;1999;Comad;NO;-;YES;-;-
futspy;Future Spy;1984;Sega;NO;-;YES;-;zaxxon
ga2;Golden Axe - The Revenge of Death Adder (US);1992;Sega;NO;-;YES;-;-
gaia;Gaia Crusaders;1999;Noise Factory;NO;-;YES;-;-
gaialast;Gaia - The Last Choice of Earth;1999;SemiCom / XESS;NO;-;YES;-;-
gaiapols;Gaiapolis (Japan ver JAF);1993;Konami;NO;-;YES;-;-
gakupara;Quiz Gakuen Paradise (Japan);1991;NMK;NO;-;YES;-;-
gakusai;Mahjong Gakuensai (Japan);1997;MakeSoft;NO;-;YES;-;-
gakusai2;Mahjong Gakuensai 2 (Japan);1998;MakeSoft;NO;-;YES;-;-
gal10ren;Mahjong Gal 10-renpatsu (Japan);1993;FUJIC;NO;-;YES;-;-
galactic;Galactica - Batalha Espacial;1980;Taito do Brasil;NO;-;YES;-;invaders
galaga;Galaga (Namco rev. B);1981;Namco;NO;-;YES;-;-
galaga88;Galaga '88 (set 1);1987;Namco;NO;-;YES;-;-
galaxian;Galaxian (Namco set 1);1979;Namco;NO;-;YES;-;-
galaxyfg;Galaxy Fight - Universal Warriors;1995;Sunsoft;NO;neogeo;YES;-;-
galaxygn;Galaxy Gunners;1989;Electronic Devices Italy;NO;-;YES;-;-
galhustl;Gals Hustler;1997;ACE International;NO;-;YES;-;-
galivan;Galivan - Cosmo Police (12-16-1985);1985;Nichibutsu;NO;-;YES;-;-
galkaika;Mahjong Gal no Kaika (Japan);1989;Nichibutsu/T.R.TEC;NO;-;YES;-;-
galkoku;Mahjong Gal no Kokuhaku (Japan);1989;Nichibutsu/T.R.TEC;NO;-;YES;-;-
galmedes;Galmedes (Japan);1992;Visco;NO;-;YES;-;-
galpandx;Gals Panic DX (Asia);2001;Kaneko;NO;skns;YES;-;-
galpani2;Gals Panic II (Japan[Q]);1993;Kaneko;NO;-;YES;-;-
galpani4;Gals Panic 4 (Japan);1996;Kaneko;NO;skns;YES;-;-
galpanic;Gals Panic (set 1);1990;Kaneko;NO;-;YES;-;-
galpanis;Gals Panic S - Extra Edition (Japan);1997;Kaneko;NO;skns;YES;-;-
galpans2;Gals Panic S2 (Japan);1999;Kaneko;NO;skns;YES;-;-
galspnbl;Gals Pinball;1996;Comad;NO;-;YES;-;-
galxwars;Galaxy Wars (Universal set 1);1979;Universal;NO;-;YES;-;invaders
gametngk;The Game Paradise - Master of Shooting! - Game Tengoku - The Game Paradise;1995;Jaleco;NO;-;YES;-;-
gangwars;Gang Wars (US);1989;Alpha Denshi Co.;NO;-;YES;-;-
ganryu;Musashi Ganryuuki;1999;Visco;NO;neogeo;YES;-;-
gaplus;Gaplus (rev. D);1984;Namco;NO;-;YES;-;galaga
gardia;Gardia;1986;Sega / Coreland;NO;-;YES;-;-
garou;Garou - Mark of the Wolves (set 1);1999;SNK;NO;neogeo;YES;-;-
garyoret;Garyo Retsuden (Japan);1987;Data East Corporation;NO;-;YES;-;-
gaunt2;Gauntlet II;1986;Atari Games;NO;-;YES;-;-
gauntlet;Gauntlet (rev 14);1985;Atari Games;NO;-;YES;-;-
gaxeduel;Golden Axe - The Duel;1994;Sega;NO;stvbios;YES;-;-
gberet;Green Beret;1985;Konami;NO;-;YES;-;-
gbusters;Gang Busters;1988;Konami;NO;-;YES;-;-
gcpinbal;Grand Cross;1994;Excellent System;NO;-;YES;-;-
gdarius;G-Darius (JAPAN);1997;Taito;NO;taitofx1;YES;-;-
gdfs;Mobile Suit Gundam Final Shooting (Japan);1995;Banpresto;NO;-;YES;-;-
geebee;Gee Bee;1978;Namco;NO;-;YES;-;-
gekiretu;Quiz Gekiretsu Scramble (Japan);1992;Face;NO;-;YES;-;-
gekirido;Gekirindan (Japan);1995;Taito Corporation;NO;-;YES;-;-
gemini;Gemini Wing;1987;Tecmo;NO;-;YES;-;-
genix;Genix Family;1994;NIX;NO;-;YES;-;-
genpeitd;Genpei ToumaDen;1986;Namco;NO;-;YES;-;-
getstar;Guardian (US);1986;Taito America Corp;NO;-;YES;-;-
gfire2;Golden Fire II;1992;Topis Corp;NO;-;YES;-;-
gghost;Goalie Ghost;1984;Bally/Sente;NO;-;YES;-;-
gground;Gain Ground;????;Sega;NO;-;YES;-;-
ghostb;The Real Ghostbusters (US 2 Players);1987;Data East USA;NO;-;YES;-;-
ghostlop;Ghostlop (Prototype);1996;Data East Corporation;NO;neogeo;YES;-;-
ghouls;Ghouls'n Ghosts (World);1988;Capcom;NO;-;YES;-;-
ghox;Ghox (spinner);1991;Toaplan;NO;-;YES;-;-
gigandes;Gigandes;1989;East Technology;NO;-;YES;-;-
gigawing;Giga Wing (USA 990222);1999;Capcom, supported by Takumi;NO;-;YES;-;-
gijoe;GI Joe (World);1992;Konami;NO;-;YES;-;-
gimeabrk;Gimme A Break;1985;Bally/Sente;NO;-;YES;-;-
ginganin;Ginga NinkyouDen;1987;Jaleco;NO;-;YES;-;-
ginkun;Ganbare Ginkun;1995;Tecmo;NO;-;YES;-;-
gionbana;Gionbana (Japan 890120);1989;Nichibutsu;NO;-;YES;-;-
gladiatr;Gladiator (US);1986;Taito America Corporation;NO;-;YES;-;-
glass;Glass (Ver 1.1, Break Edition, Checksum 49D5E66B, Version 1994);1993;OMK / Gaelco;NO;-;YES;-;-
glfgreat;Golfing Greats;1991;Konami;NO;-;YES;-;-
glpracr;Gallop Racer (JAPAN Ver 9.01.12);1996;Tecmo;NO;cpzn1;YES;-;-
glpracr2;Gallop Racer 2 (USA);1997;Tecmo;NO;tps;YES;-;-
gmissile;Guided Missile;1977;Midway;NO;-;YES;-;-
gnbarich;Gunbarich;2001;Psikyo;NO;-;YES;-;-
gng;Ghosts'n Goblins (World[Q] set 1);1985;Capcom;NO;-;YES;-;-
goalx3;Goal! Goal! Goal!;1995;Visco;NO;neogeo;YES;-;-
godzilla;Godzilla;1993;Banpresto;NO;-;YES;-;-
gogomile;Go Go! Mile Smile;1995;Fuuki;NO;-;YES;-;-
goindol;Goindol (World);1987;Sun a Electronics;NO;-;YES;-;-
gokuparo;Gokujyou Parodius (ver JAD);1994;Konami;NO;konamigx;YES;-;-
goldbug;Gold Bug;1982;Century Electronics;NO;cvs;YES;-;-
goldmedl;Gold Medalist;1988;SNK;NO;-;YES;-;-
goldnaxe;Golden Axe (Version 1);1989;Sega;NO;-;YES;-;-
golgo13;Golgo 13 (GLG1-VER.A);1999;Raizing/Namco;NO;-;YES;-;-
gollygho;Golly! Ghost!;1990;Namco;NO;-;YES;-;-
gomoku;Gomoku Narabe Renju;1981;Nichibutsu;NO;-;YES;-;-
gondo;Gondomania (US);1987;Data East USA;NO;-;YES;-;-
goonies;Vs. The Goonies;1986;Konami;NO;-;YES;-;-
gorf;Gorf;1981;Midway;NO;-;YES;-;-
gotcha;Got-cha;1997;Dongsung;NO;-;YES;-;-
gowcaizr;Voltage Fighter - Gowcaizer / Choujin Gakuen Gowcaizer;1995;Technos;NO;neogeo;YES;-;-
gpgolf;Golden Par Golf (Joystick, V1.1);1992;Strata/Incredible Technologies;NO;-;YES;-;-
gpilots;Ghost Pilots;1991;SNK;NO;neogeo;YES;-;-
gradius3;Gradius III (Japan);1989;Konami;NO;-;YES;-;-
gratia;Gratia - Second Earth (92047-01 version);1996;Jaleco;NO;-;YES;-;-
gravitar;Gravitar (version 3);1982;Atari;NO;-;YES;-;-
grchamp;Grand Champion;1981;Taito;NO;-;YES;-;-
grdforce;Guardian Force;1998;Success;NO;stvbios;YES;-;-
grdians;Guardians - Denjin Makai II;1995;Banpresto;NO;-;YES;-;-
grdnstrm;Sen Jin - Guardian Storm (Korea);1998;Afega;NO;-;YES;-;-
greatgun;Great Guns;1983;Stern;NO;-;YES;-;-
greenber;Green Beret (Irem);1980;Irem;NO;-;YES;-;-
gridiron;Gridiron Fight;1985;Tehkan;NO;-;YES;-;-
gridlee;Gridlee;1983;Videa;NO;-;YES;-;-
grndtour;Grand Tour;1993;IGS;NO;-;YES;-;-
grobda;Grobda (New Ver.);1984;Namco;NO;-;YES;-;-
groovef;Power Instinct 3 - Groove On Fight;1996;Atlus;NO;stvbios;YES;-;-
groundfx;Ground Effects - Super Ground Effects (Japan);1992;Taito Corporation;NO;-;YES;-;-
growl;Growl (World);1990;Taito Corporation Japan;NO;-;YES;-;-
grtwall;The Great Wall;1994;IGS;NO;-;YES;-;-
grudge;Grudge Match (prototype);198?;Bally/Midway;NO;-;YES;-;-
gseeker;Grid Seeker - Project Stormhammer (World);1992;Taito Corporation Japan;NO;-;YES;-;-
gslgr94u;Great Sluggers '94;1994;Namco;NO;-;YES;-;-
gstrik2;Grand Striker 2 (Japan);1996;Human Amusement;NO;-;YES;-;-
gstriker;Grand Striker;1993;Human;NO;-;YES;-;-
gsword;Great Swordsman;1984;Taito Corporation;NO;-;YES;-;-
gt2k;Golden Tee 2K (v1.00);2000;Incredible Technologies;NO;-;YES;-;-
gt3d;Golden Tee 3D Golf (v1.93N);1995;Strata/Incredible Technologies;NO;-;YES;-;-
gt97;Golden Tee '97 (v1.30);1997;Incredible Technologies;NO;-;YES;-;-
gt98;Golden Tee '98 (v1.10);1998;Incredible Technologies;NO;-;YES;-;-
gt99;Golden Tee '99 (v1.00);1999;Incredible Technologies;NO;-;YES;-;-
gtclassc;Golden Tee Classic (v1.00);2001;Incredible Technologies;NO;-;YES;-;-
gtg;Golden Tee Golf (Joystick, v3.1);1990;Strata/Incredible Technologies;NO;-;YES;-;-
gtg2;Golden Tee Golf II (Trackball, V2.2);1992;Strata/Incredible Technologies;NO;-;YES;-;-
gtmr;Great 1000 Miles Rally;1994;Kaneko;NO;-;YES;-;-
gtmr2;Mille Miglia 2 - Great 1000 Miles Rally;1995;Kaneko;NO;-;YES;-;-
guardian;Guardians of the Hood;1992;Atari Games;NO;-;YES;-;-
gulfstrm;Gulf Storm;1991;Dooyong;NO;-;YES;-;-
gulfwar2;Gulf War II;1991;Comad;NO;-;YES;-;-
gulunpa;Gulun.Pa! (Japan 931220 L Prototype);1993;Capcom;NO;-;YES;-;-
gumbo;Gumbo;1994;Min Corp.;NO;-;YES;-;-
gunbird;Gunbird (World);1994;Psikyo;NO;-;YES;-;-
gunbird2;Gunbird 2;1998;Psikyo;NO;-;YES;-;-
gunbustr;Gunbuster (Japan);1992;Taito Corporation;NO;-;YES;-;-
gundamex;Mobile Suit Gundam EX Revue;1994;Banpresto;NO;-;YES;-;-
gundealr;Gun Dealer (set 1);1990;Dooyong;NO;-;YES;-;-
gundhara;Gundhara;1995;Banpresto;NO;-;YES;-;-
gundl94;Gun Dealer '94;1994;Dooyong;NO;-;YES;-;-
gunfight;Gun Fight;1975;Midway;NO;-;YES;-;-
gunforc2;Gunforce 2 (US);1994;Irem;NO;-;YES;-;-
gunforce;Gunforce - Battle Fire Engulfed Terror Island (World);1991;Irem;NO;-;YES;-;-
gunfront;Gun and Frontier (World);1990;Taito Corporation Japan;NO;-;YES;-;-
gunlock;Gunlock (World);1993;Taito Corporation Japan;NO;-;YES;-;-
gunmast;Gun Master;1994;Metro;NO;-;YES;-;-
gunnail;GunNail;1993;NMK / Tecmo;NO;-;YES;-;-
gunsmoke;Gun.Smoke (World);1985;Capcom;NO;-;YES;-;-
gururin;Gururin;1994;Face;NO;neogeo;YES;-;-
gutsn;Guts'n (Japan);2000;Kaneko / Kouyousha;NO;skns;YES;-;-
guwange;Guwange (Japan);1999;Atlus/Cave;NO;-;YES;-;-
guzzler;Guzzler;1983;Tehkan;NO;-;YES;-;-
gwar;Guerrilla War (US);1987;SNK;NO;-;YES;-;-
gwarrior;Galactic Warriors;1985;Konami;NO;-;YES;-;-
gypsyjug;Gypsy Juggler;1978;Meadows;NO;-;YES;-;-
gyrodine;Gyrodine;1984;Taito Corporation;NO;-;YES;-;-
gyruss;Gyruss (Konami);1983;Konami;NO;-;YES;-;-
hachamf;Hacha Mecha Fighter;1991;NMK;NO;-;YES;-;-
hachoo;Hachoo!;1989;Jaleco;NO;-;YES;-;-
hal21;HAL21;1985;SNK;NO;-;YES;-;-
halleys;Halley's Comet (US);1986;Taito America Corporation (Coin-It license);NO;-;YES;-;-
hanaawas;Hana Awase (Flower Matching);1982;Seta;NO;-;YES;-;-
hanagumi;Hanagumi Taisen Columns - Sakura Wars;1998;Sega;NO;stvbios;YES;-;-
hanakanz;Hanakanzashi (Japan);1996;Dynax;NO;-;YES;-;-
hanamai;Hana no Mai (Japan);1988;Dynax;NO;-;YES;-;-
hanamomo;Mahjong Hana no Momoko gumi (Japan 881201);1988;Nichibutsu;NO;-;YES;-;-
hanaoji;Hana to Ojisan [BET] (Japan 911209);1991;Nichibutsu;NO;-;YES;-;-
hanaroku;Hanaroku;1988;Alba;NO;-;YES;-;-
hangon;Hang-On;1985;Sega;NO;-;YES;-;-
hangonjr;Hang-On Jr.;1985;Sega;NO;-;YES;-;-
hangzo;Hangzo (Japan, Prototype);1992;Hot-B;NO;-;YES;-;-
harddriv;Hard Drivin' (cockpit, rev 7);1988;Atari Games;NO;-;YES;-;-
harddunk;Hard Dunk (World);1994;Sega;NO;-;YES;-;-
hardhat;Hard Hat;1982;Exidy;NO;-;YES;-;-
hardhea2;Hard Head 2 (v2.0);1991;SunA;NO;-;YES;-;-
hardhead;Hard Head;1988;SunA;NO;-;YES;-;-
hardyard;Hard Yardage (v1.20);1993;Strata/Incredible Technologies;NO;-;YES;-;-
hasamu;Hasamu (Japan);1991;Irem;NO;-;YES;-;-
hatena;Adventure Quiz 2 Hatena Hatena no Dai-Bouken (Japan);1990;Capcom;NO;-;YES;-;-
hatris;Hatris (Japan);1990;Video System Co.;NO;-;YES;-;-
hattrick;Hat Trick;1984;Bally/Sente;NO;-;YES;-;-
hayaosi1;Hayaoshi Quiz Ouza Ketteisen;1994;Jaleco;NO;-;YES;-;-
hbarrel;Heavy Barrel (US);1987;Data East USA;NO;-;YES;-;-
hcastle;Haunted Castle (version M);1988;Konami;NO;-;YES;-;-
hcrash;Hyper Crash (version D);1987;Konami;NO;-;YES;-;-
hdrivair;Hard Drivin's Airborne (prototype);1993;Atari Games;NO;-;YES;-;-
headon;Head On (2 players);1979;Gremlin;NO;-;YES;-;-
headon2;Head On 2;1979;Sega;NO;-;YES;-;-
headonch;Head On Channel (Japan, prototype);1994;Sega;NO;-;YES;-;-
heartatk;Heart Attack;1983;Century Electronics;NO;cvs;YES;-;-
heatbrl;Heated Barrel (World);1992;Tad;NO;-;YES;-;-
heberpop;Hebereke no Popoon (Japan);1994;Sunsoft / Atlus;NO;-;YES;-;-
hedpanic;Head Panic (ver. 0117, 17-01-2000);2000;ESD;NO;-;YES;-;-
heiankyo;Heiankyo Alien;1979;Denki Onkyo;NO;-;YES;-;-
helifire;HeliFire (set 1);1980;Nintendo;NO;-;YES;-;-
hellfire;Hellfire;1989;Toaplan (Taito license);NO;-;YES;-;-
hero;Hero;1983;Seatongrove Ltd;NO;cvs;YES;-;-
hexa;Hexa;1986?;D. R. Korea;NO;-;YES;-;-
hexion;Hexion (Japan);1992;Konami;NO;-;YES;-;-
hgkairak;Taisen Hot Gimmick Kairakuten (Japan);1998;Psikyo;NO;-;YES;-;-
hharry;Hammerin' Harry (World);1990;Irem;NO;-;YES;-;-
hidnctch;Hidden Catch;19??;Eolith;NO;-;YES;-;-
higemaru;Pirate Ship Higemaru;1984;Capcom;NO;-;YES;-;-
highsplt;Space Fever High Splitter (set 1);1979;Nintendo;NO;-;YES;-;-
hiimpact;High Impact Football (rev LA3 12-27-90);1990;Williams;NO;-;YES;-;-
hippodrm;Hippodrome (US);1989;Data East USA;NO;-;YES;-;-
histryma;The History of Martial Arts;199?;bootleg;NO;-;YES;-;-
hitice;Hit the Ice (US);1990;Williams;NO;-;YES;-;-
hitme;Hit Me;1976;RamTek;NO;-;YES;-;-
hitnmiss;Hit 'n Miss (version 3.0);1987;Exidy;NO;-;YES;-;-
hmcompm2;hiphopmania complete MIX 2 (ver UA-A);2000;Konami;NO;-;YES;-;-
hnayayoi;Hana Yayoi (Japan);1987;Dyna Electronics;NO;-;YES;-;-
hnoridur;Hana Oriduru (Japan);1989;Dynax;NO;-;YES;-;-
hoccer;Hoccer (set 1);1983;Eastern Micro Electronics, Inc.;NO;-;YES;-;-
hogalley;Vs. Hogan's Alley;1985;Nintendo;NO;-;YES;-;-
holeland;Hole Land;1984;Tecfri;NO;-;YES;-;-
holo;Holosseum;1992;Sega;NO;-;YES;-;-
homerun;Moero Pro Yakyuu Homerun;1988;Jaleco;NO;-;YES;-;-
hook;Hook (World);1992;Irem;NO;-;YES;-;-
hoops96;Hoops '96 (Europe/Asia 2.0);1996;Data East Corporation;NO;-;YES;-;-
hopmappy;Hopping Mappy;1986;Namco;NO;-;YES;-;-
hopprobo;Hopper Robo;1983;Sega;NO;-;YES;-;-
horekid;Kid no Hore Hore Daisakusen;1987;Nichibutsu;NO;-;YES;-;-
horizon;Horizon;1985;Irem;NO;-;YES;-;tr606drumkit
horshoes;American Horseshoes (US);1990;Taito America Corporation;NO;-;YES;-;-
hotchase;Hot Chase;1988;Konami;NO;-;YES;-;-
hotdebut;Quiz de Idol! Hot Debut (Japan);2000;Psikyo / Moss;NO;-;YES;-;-
hotdogst;Hotdog Storm;1996;Marble;NO;-;YES;-;-
hotgmck;Taisen Hot Gimmick (Japan);1997;Psikyo;NO;-;YES;-;-
hotgmck3;Taisen Hot Gimmick 3 Digital Surfing (Japan);1999;Psikyo;NO;-;YES;-;-
hotpinbl;Hot Pinball;1995;Comad and New Japan System;NO;-;YES;-;-
hotrod;Hot Rod (turbo 3 player);1988;Sega;NO;-;YES;-;-
hotshock;Hot Shocker;1982;E.G. Felaco;NO;-;YES;-;-
hotsmash;Hot Smash;1987;Taito;NO;-;YES;-;-
hourouki;Mahjong Hourouki Part 1 - Seisyun Hen (Japan);1987;Home Data;NO;-;YES;-;-
housemn2;House Mannequin Roppongi Live hen (Japan 870418);1987;Nichibutsu;NO;-;YES;-;-
housemnq;House Mannequin (Japan 870217);1987;Nichibutsu;NO;-;YES;-;-
hrdtimes;Hard Times;1994;Playmark;NO;-;YES;-;-
hsf2;Hyper Street Fighter II: The Anniversary Edition (USA 040202);2004;Capcom;NO;-;YES;-;-
hstennis;Hot Shots Tennis (V1.1);1990;Strata/Incredible Technologies;NO;-;YES;-;-
htchctch;Hatch Catch;1995;SemiCom;NO;-;YES;-;-
hunchbak;Hunchback;1983;Century Electronics;NO;cvs;YES;-;-
huncholy;Hunchback Olympic;1984;Seatongrove Ltd;NO;cvs;YES;-;-
hustle;Hustle;1977;Gremlin;NO;-;YES;-;blockade
hustler;Video Hustler;1981;Konami;NO;-;YES;-;-
hvoltage;High Voltage;1985;Alpha Denshi Co.;NO;-;YES;-;-
hvymetal;Heavy Metal;1985;Sega;NO;-;YES;-;-
hvysmsh;Heavy Smash (Europe version -2);1993;Data East Corporation;NO;-;YES;-;-
hwchamp;Heavyweight Champ;1987;Sega;NO;-;YES;-;-
hwrace;High Way Race;1983;Taito Corporation;NO;-;YES;-;-
hydra;Hydra;1990;Atari Games;NO;-;YES;-;-
hyhoo;Taisen Quiz HYHOO (Japan);1987;Nichibutsu;NO;-;YES;-;-
hyhoo2;Taisen Quiz HYHOO 2 (Japan);1987;Nichibutsu;NO;-;YES;-;-
hypernoid;Hypernoid (2021-11-28);2021;M.Priewe;NO;neogeo;YES;-;-
hyperpac;Hyper Pacman;1995;SemiCom;NO;-;YES;-;-
hyperspt;Hyper Sports;1984;Konami (Centuri license);NO;-;YES;-;-
hyprduel;Hyper Duel (World);1993;Technosoft;NO;-;YES;-;-
hypreac2;Mahjong Hyper Reaction 2 (Japan);1997;Sammy;NO;-;YES;-;-
hypreact;Mahjong Hyper Reaction (Japan);1995;Sammy;NO;-;YES;-;-
iceclimb;Vs. Ice Climber;1984;Nintendo;NO;-;YES;-;-
iceclmrj;Vs. Ice Climber Dual (Japan);1984;Nintendo;NO;-;YES;-;-
ichir;Puzzle & Action: Ichidant-R (World);1994;Sega;NO;-;YES;-;-
idhimitu;Idol no Himitsu [BET] (Japan 890304);1989;Digital Soft;NO;-;YES;-;-
idolmj;Idol-Mahjong Housoukyoku (Japan);1988;System Service;NO;-;YES;-;-
idsoccer;Indoor Soccer;1985;Universal;NO;-;YES;-;-
iemoto;Iemoto (Japan 871020);1987;Nichibutsu;NO;-;YES;-;-
iganinju;Iga Ninjyutsuden (Japan);1988;Jaleco;NO;-;YES;-;-
igmo;IGMO;1984;Epos Corporation;NO;-;YES;-;-
ikari;Ikari Warriors (US);1986;SNK;NO;-;YES;-;-
ikari3;Ikari III - The Rescue (US, Rotary Joystick);1989;SNK;NO;-;YES;-;-
ikki;Ikki (Japan);1985;Sun Electronics;NO;-;YES;-;-
imago;Imago (cocktail set);1984;Acom;NO;-;YES;-;-
imekura;Imekura Mahjong (Japan);1994;SPHINX/AV JAPAN;NO;-;YES;-;-
imgfight;Image Fight (Japan);1988;Irem;NO;-;YES;-;-
imsorry;I'm Sorry (US);1985;Coreland / Sega;NO;-;YES;-;-
indianbt;Indian Battle;1980;Taito;NO;-;YES;-;invaders
indyheat;Danny Sullivan's Indy Heat;1991;Leland Corp.;NO;-;YES;-;-
indytemp;Indiana Jones and the Temple of Doom (set 1);1985;Atari Games;NO;-;YES;-;-
inferno;Inferno (Williams);1984;Williams;NO;-;YES;-;-
insector;Insector (prototype);1982;Gottlieb;NO;-;YES;-;-
insectx;Insector X (World);1989;Taito Corporation Japan;NO;-;YES;-;-
inthunt;In The Hunt (World);1993;Irem;NO;-;YES;-;-
intrepid;Intrepid (set 1);1983;Nova Games Ltd.;NO;-;YES;-;-
introdon;Karaoke Quiz Intro Don Don!;1996;Sunsoft / Success;NO;stvbios;YES;-;-
inufuku;Quiz and Variety Sukusuku Inufuku (Japan);1998;Video System Co.;NO;-;YES;-;-
invad2ct;Space Invaders II (Midway, cocktail);1980;Midway;NO;-;YES;-;invaders
invaders;Space Invaders;1978;Midway;NO;-;YES;-;-
invadpt2;Space Invaders Part II (Taito);1979;Taito;NO;-;YES;-;invaders
