name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sampleof
p47aces;P-47 Aces (ver 1.1);1995;Jaleco;NO;-;YES;-;-;
pgemeni;P-GeMeni (060123);2006;blastar@gmx.net;NO;pgm;YES;-;-;
pow;P.O.W. - Prisoners of War (US version 1);1988;SNK;NO;-;YES;-;-;
powa;P.O.W. - Prisoners of War (US version 1, mask ROM sprites );1988;SNK;YES;pow;NO;pow;-;
pacnpal2;Pac & Pal (older);1983;Namco;YES;pacnpal;NO;pacnpal;-;
pacnpal;Pac & Pal;1983;Namco;NO;-;YES;-;-;
pacmanfm;Pac Man (FAMARE S.A. bootleg of Puck Man);1980;bootleg (FAMARE S.A.);YES;puckman;NO;puckman;-;
pacmanug;Pac Man (U.G. bootleg of Puck Man);1980;bootleg (U.G.);YES;puckman;NO;puckman;-;
pacminer;Pac Manic Miner Man;2012;Jim Bagley;YES;puckman;NO;puckman;-;
pacgal;Pac-Gal;1981;hack;YES;mspacman;NO;mspacman;-;
paclandm2;Pac-Land (Bally-Midway);1984;Namco (Bally Midway license);YES;pacland;NO;pacland;-;
paclandj;Pac-Land (Japan new);1984;Namco;YES;pacland;NO;pacland;-;
paclandjo;Pac-Land (Japan old);1984;Namco;YES;pacland;NO;pacland;-;
paclandjo2;Pac-Land (Japan older);1984;Namco;YES;pacland;NO;pacland;-;
paclandm;Pac-Land (Midway);1984;Namco (Bally Midway license);YES;pacland;NO;pacland;-;
pacland;Pac-Land (World);1984;Namco;NO;-;YES;-;-;
pacnchmp;Pac-Man & Chomp Chomp;1983;Namco;YES;pacnpal;NO;pacnpal;-;
pacmanbl;Pac-Man (bootleg on Galaxian hardware, set 1);1981;bootleg;YES;puckman;NO;puckman;-;
pacmanbla;Pac-Man (bootleg on Galaxian hardware, set 2);1981;bootleg;YES;puckman;NO;puckman;-;
pacmanvg;Pac-Man (bootleg, Video Game SA);1980;bootleg (Video Game SA);YES;puckman;NO;puckman;-;
pacmanblc;Pac-Man (Calfesa, Spanish bootleg on Galaxian hardware);1981;bootleg (Calfesa);YES;puckman;NO;puckman;-;
pacheart;Pac-Man (Hearts);1981;hack;YES;puckman;NO;puckman;-;
pacman;Pac-Man (Midway);1980;Namco (Midway license);YES;puckman;NO;puckman;-;
pacmod;Pac-Man (Midway, harder);1981;[Namco] (Midway license);YES;puckman;NO;puckman;-;
pacmanf;Pac-Man (Midway, with speedup hack);1980;Namco (Midway license);YES;puckman;NO;puckman;-;
pacmanso;Pac-Man (SegaSA / Sonic);1980;Namco (Sonic license);YES;puckman;NO;puckman;-;
pacmanblv;Pac-Man (Video Dens, Spanish bootleg on Galaxian hardware);1981;bootleg (Video Dens);YES;puckman;NO;puckman;-;
25pacmano;Pac-Man - 25th Anniversary Edition (Rev 2.00);2005;Namco / Cosmodog;YES;25pacman;NO;25pacman;-;
25pacman;Pac-Man - 25th Anniversary Edition (Rev 3.00);2006;Namco / Cosmodog;NO;-;YES;-;-;
pacplus;Pac-Man Plus;1982;[Namco] (Midway license);NO;-;YES;-;-;
pacmaniao;Pac-Mania (111187 sound program);1987;Namco;YES;pacmania;NO;pacmania;-;
pacmaniaj;Pac-Mania (Japan);1987;Namco;YES;pacmania;NO;pacmania;-;
pacmania;Pac-Mania;1987;Namco;NO;-;YES;-;-;
sxyreact;Pachinko Sexy Reaction (Japan);1998;Sammy;NO;-;YES;-;-;
sxyreac2;Pachinko Sexy Reaction 2 (Japan);1999;Sammy;NO;-;YES;-;-;
packbang;Pack'n Bang Bang (Prototype);1994;Kaneko;NO;-;YES;-;-;
packetman;Packetman (bootleg);1980;bootleg;YES;puckman;NO;puckman;-;
clubpacm;Pacman Club / Club Lambada (Argentina);1989;Miky SRL;NO;-;YES;-;-;
pacuman;Pacu-Man (Spanish bootleg of Puck Man);1980;bootleg (Recreativos Franco S.A.);YES;puckman;NO;puckman;-;
paddle2;Paddle 2 (bootleg on Block hardware);1986;bootleg;YES;arkanoid;NO;arkanoid;-;
paddlema;Paddle Mania;1988;SNK;NO;-;YES;-;-;
samsho4k;Pae Wang Jeon Seol / Legend of a Warrior (Korean censored Samurai Shodown IV);1996;SNK;YES;samsho4;NO;samsho4;-;
paintrlr;Paint Roller (bootleg of Crush Roller);1981;bootleg;YES;crush;NO;crush;-;
painter;Painter (hack of Crush Roller);1981;hack (Monshine Ent. Co.);YES;crush;NO;crush;-;
pairsa;Pairs (V1, 09/07/94);1994;Strata/Incredible Technologies;YES;pairs;NO;pairs;-;
pairs;Pairs (V1.2, 09/30/94);1994;Strata/Incredible Technologies;NO;-;YES;-;-;
pairlove;Pairs Love;1991;Athena;NO;-;YES;-;-;
pairsred;Pairs Redemption (V1.0, 10/25/94);1994;Strata/Incredible Technologies;NO;-;YES;-;-;
pajaroes;Pajaro del Espacio (Spanish bootleg of UniWar S);1980;bootleg (PSV S.A.);YES;uniwars;NO;uniwars;-;
palamedj;Palamedes (Japan);1990;Taito Corporation;YES;palamed;NO;palamed;-;
palamed;Palamedes (US);1990;Hot-B Co., Ltd.;NO;-;YES;-;-;
pandoras;Pandora's Palace;1984;Konami / Interlogic;NO;-;YES;-;-;
pangb;Pang (bootleg, set 1);1989;bootleg;YES;pang;NO;pang;-;
pangbold;Pang (bootleg, set 2);1989;bootleg;YES;pang;NO;pang;-;
pangb2;Pang (bootleg, set 4);1989;bootleg;YES;pang;NO;pang;-;
pangbold2;Pang (bootleg, set 5);1990;bootleg;YES;pang;NO;pang;-;
pangbold3;Pang (bootleg, set 6);1989;bootleg;YES;pang;NO;pang;-;
pang;Pang (World);1989;Mitchell;NO;-;YES;-;-;
pangpang;Pang Pang;1994;Dong Gue La Mi Ltd.;NO;-;YES;-;-;
pangpomsm;Pang Pom's (Mitchell);1992;Metro (Mitchell license);YES;pangpoms;NO;pangpoms;-;
pangpomsn;Pang Pom's (Nova);1992;Nova;YES;pangpoms;NO;pangpoms;-;
pangpoms;Pang Pom's;1992;Metro;NO;-;YES;-;-;
pang3r1;Pang! 3 (950511 Euro);1995;Mitchell;YES;pang3;NO;pang3;-;
pang3r1a;Pang! 3 (950511 Euro, alt);1995;Mitchell;YES;pang3;NO;pang3;-;
pang3;Pang! 3 (950601 Euro);1995;Mitchell;NO;-;YES;-;-;
pang3b;Pang! 3 (bootleg set 1, 950511 Euro);1995;Mitchell;YES;pang3;NO;pang3;-;
pang3b2;Pang! 3 (bootleg set 2, 950601 Euro);1995;Mitchell;YES;pang3;NO;pang3;-;
pang3b3;Pang! 3 (bootleg set 3, 950511 Euro);1995;Mitchell;YES;pang3;NO;pang3;-;
pang3b4;Pang! 3 (bootleg set 4, 950511 Euro);1995;Mitchell;YES;pang3;NO;pang3;-;
pang3b5;Pang! 3 (bootleg set 5, 950601 Euro);1995;Mitchell;YES;pang3;NO;pang3;-;
pang3j;Pang! 3: Kaitou Tachi no Karei na Gogo (950511 Japan);1995;Mitchell;YES;pang3;NO;pang3;-;
panicbom;Panic Bomber;1994;Eighting / Hudson;NO;neogeo;YES;-;-;
panicstr;Panic Street (Japan);1999;Kaneko;NO;skns;YES;-;-;
paprazzi;Paparazzi;1996;Yun Sung;NO;-;YES;-;-;
pturn;Parallel Turn;1984;Jaleco;NO;-;YES;-;-;
parodiusa;Parodius DA! (Asia);1990;Konami;YES;parodius;NO;parodius;-;
parodiusj;Parodius DA! (Japan);1990;Konami;YES;parodius;NO;parodius;-;
parodius;Parodius DA! (World, set 1);1990;Konami;NO;-;YES;-;-;
parodiuse;Parodius DA! (World, set 2);1990;Konami;YES;parodius;NO;parodius;-;
prtytime;Party Time: Gonta the Diver II / Ganbare! Gonta!! 2 (World Release);1995;Mitchell;NO;-;YES;-;-;
pasha2;Pasha Pasha 2;1998;Dong Sung;NO;-;YES;-;-;
ppchamp;Pasha Pasha Champ Mini Game Festival;1997;Dongsung;YES;gotcha;NO;gotcha;-;
passshtjd;Passing Shot (Japan, 4 Players, FD1094 317-0070 decrypted);1988;Sega;YES;passsht;NO;passsht;-;
passshtj;Passing Shot (Japan, 4 Players, FD1094 317-0070);1988;Sega;YES;passsht;NO;passsht;-;
passsht16a;Passing Shot (Japan, 4 Players, System 16A, FD1094 317-0071);1988;Sega;YES;passsht;NO;passsht;-;
passshtd;Passing Shot (World, 2 Players, FD1094 317-0080 decrypted);1988;Sega;YES;passsht;NO;passsht;-;
passsht;Passing Shot (World, 2 Players, FD1094 317-0080);1988;Sega;NO;-;YES;-;-;
passshtad;Passing Shot (World, 4 Players, FD1094 317-0074 decrypted);1988;Sega;YES;passsht;NO;passsht;-;
passshta;Passing Shot (World, 4 Players, FD1094 317-0074);1988;Sega;YES;passsht;NO;passsht;-;
pass;Pass;1992;Oksan;NO;-;YES;-;-;
pastelis;Pastel Island (Japan, prototype);1993;Visco;NO;-;YES;-;-;
patapata;Pata Pata Panic;1993;Atlus;NO;-;YES;-;-;
peekaboo;Peek-a-Boo! (Japan, ver. 1.1);1993;Jaleco;NO;-;YES;-;-;
peekaboou;Peek-a-Boo! (North America, ver 1.0);1993;Jaleco;YES;peekaboo;NO;peekaboo;-;
penfan;Penfan Girls - Step1. Mild Mind (set 1);1999;Eolith;NO;-;YES;-;-;
penfana;Penfan Girls - Step1. Mild Mind (set 2);1999;Eolith;YES;penfan;NO;penfan;-;
pengob;Pengo (bootleg);1982;Bootleg;YES;pengo;NO;pengo;-;
pengo;Pengo (set 1 rev C, encrypted);1982;Sega;NO;-;YES;-;-;
pengo2;Pengo (set 2, encrypted);1982;Sega;YES;pengo;NO;pengo;-;
pengo2u;Pengo (set 2, rev A, not encrypted);1982;Sega;YES;pengo;NO;pengo;-;
pengo3u;Pengo (set 3, not encrypted);1982;Sega;YES;pengo;NO;pengo;-;
pengo4;Pengo (set 4, encrypted);1982;Sega;YES;pengo;NO;pengo;-;
pengo5;Pengo (set 5, encrypted);1982;Sega;YES;pengo;NO;pengo;-;
pengo6;Pengo (set 6, encrypted);1982;Sega;YES;pengo;NO;pengo;-;
pengadvb;Penguin Adventure (bootleg of MSX version);1988;bootleg (Screen) / Konami;NO;-;YES;-;-;
penbros;Penguin Brothers (Japan);2000;Subsino;NO;-;YES;-;-;
pkunwarj;Penguin-Kun Wars (Japan, set 1);1985;UPL;YES;pkunwar;NO;pkunwar;-;
pkunwarja;Penguin-Kun Wars (Japan, set 2);1985;UPL;YES;pkunwar;NO;pkunwar;-;
pkunwar;Penguin-Kun Wars (US);1985;UPL;NO;-;YES;-;-;
penta;Penta;1982;Bootleg;YES;pengo;NO;pengo;-;
pbillrdsa;Perfect Billiard (MC-8123, 317-5008);1987;Nihon System;YES;pbillrd;NO;pbillrd;-;
pbillrd;Perfect Billiard;1987;Nihon System;NO;-;YES;-;-;
psoldier;Perfect Soldiers (Japan);1993;Irem;YES;ssoldier;NO;ssoldier;-;
perfrman;Performan (Japan);1985;Toaplan / Data East Corporation;NO;-;YES;-;-;
perfrmanu;Performan (US);1985;Toaplan / Data East USA;YES;perfrman;NO;perfrman;-;
pestplce;Pest Place;1983;bootleg;YES;mario;NO;mario;-;
ppan;Peter Pan (bootleg of Hook);1992;bootleg;YES;hook;NO;hook;-;
cppicf;Peter Pepper's Ice Cream Factory (DECO Cassette) (US) (set 1);1984;Data East Corporation;NO;decocass;YES;-;-;
cppicf2;Peter Pepper's Ice Cream Factory (DECO Cassette) (US) (set 2);1984;Data East Corporation;YES;cppicf;NO;cppicf;-;
pettanp;Pettan Pyuu (Japan);1984;Sun Electronics;YES;banbam;NO;banbam;-;
phantasm;Phantasm (Japan);1990;Jaleco;YES;avspirit;NO;avspirit;-;
pheliosj;Phelios (Japan);1988;Namco;YES;phelios;NO;phelios;-;
phelios;Phelios;1988;Namco;NO;-;YES;-;-;
phoenix;Phoenix (Amstar);1980;Amstar;NO;-;YES;-;-;
phoenix2;Phoenix (Amstar, set 2);1980;Amstar;YES;phoenix;NO;phoenix;-;
phoenixass;Phoenix (Assa, Spanish bootleg);1981;bootleg (Assa);YES;phoenix;NO;phoenix;-;
phoenixa;Phoenix (Centuri, set 1);1980;Amstar (Centuri license);YES;phoenix;NO;phoenix;-;
phoenixb;Phoenix (Centuri, set 2);1980;Amstar (Centuri license);YES;phoenix;NO;phoenix;-;
phoenixdal;Phoenix (D&L bootleg);1980;bootleg (D&L);YES;phoenix;NO;phoenix;-;
phoenixgu;Phoenix (G. Universal Video bootleg);1981;bootleg? (G. Universal Video);YES;phoenix;NO;phoenix;-;
phoenixc2;Phoenix (G.G.I. Corporation, set 1);1981;bootleg (G.G.I. Corporation);YES;phoenix;NO;phoenix;-;
phoenixc3;Phoenix (G.G.I. Corporation, set 2);1981;bootleg (G.G.I. Corporation);YES;phoenix;NO;phoenix;-;
phoenixc4;Phoenix (G.G.I. Corporation, set 3);1981;bootleg (G.G.I. Corporation);YES;phoenix;NO;phoenix;-;
phoenixha;Phoenix (Hellomat Automaten bootleg);1981;bootleg (Hellomat Automaten);YES;phoenix;NO;phoenix;-;
phoenixi;Phoenix (IDI bootleg);1981;bootleg (IDI);YES;phoenix;NO;phoenix;-;
phoenixc;Phoenix (Irecsa / G.G.I. Corporation);1981;bootleg? (Irecsa / G.G.I. Corporation);YES;phoenix;NO;phoenix;-;
phoenixs;Phoenix (Sonic, Spanish bootleg);1981;bootleg (Sonic);YES;phoenix;NO;phoenix;-;
phoenix3;Phoenix (T.P.N. bootleg);1980;bootleg (T.P.N.);YES;phoenix;NO;phoenix;-;
phoenixj;Phoenix (Taito Japan);1980;Amstar (Taito Japan license);YES;phoenix;NO;phoenix;-;
phoenixt;Phoenix (Taito);1980;Amstar (Taito license);YES;phoenix;NO;phoenix;-;
phoenxp2;Phoenix Part 2;1981;bootleg;YES;phoenix;NO;phoenix;-;
photof;Photo Finish (bootleg?);1991;Jaleco / Casio;YES;wwjgtin;NO;wwjgtin;-;
photoy2k102j;Photo Y2K / Real and Fake (V102, Japan);1999;IGS;YES;photoy2k;NO;photoy2k;-;
photoy2k103j;Photo Y2K / Real and Fake (V103, Japan);1999;IGS;YES;photoy2k;NO;photoy2k;-;
photoy2k104;Photo Y2K / Real and Fake (V104);1999;IGS;YES;photoy2k;NO;photoy2k;-;
photoy2k;Photo Y2K / Real and Fake (V105, China);1999;IGS;NO;pgm;YES;-;-;
pgm3in1c100;Photo Y2K 2 (3-in-1, V100, China);2001;IGS;YES;pgm3in1;NO;pgm3in1;-;
pgm3in1;Photo Y2K 2 (3-in-1, V102, China);2001;IGS;NO;pgm;YES;-;-;
py2k2100;Photo Y2K 2 (V100, japan);2001;IGS Alta Co., Ltd.;YES;py2k2;NO;py2k2;-;
py2k2;Photo Y2K 2 (VM101XX, China);2001;IGS;NO;pgm;YES;-;-;
phozon;Phozon (Japan);1983;Namco;NO;-;YES;-;-;
phozons;Phozon (Sidam);1983;Namco (Sidam license);YES;phozon;NO;phozon;-;
pickin;Pickin';1983;Valadon Automation;NO;-;YES;-;-;
pigskinb;Pigskin 621AD (rev 1.1 6/05/90);1990;Midway;YES;pigskin;NO;pigskin;-;
pigskin;Pigskin 621AD (rev 1.1K 8/01/90);1990;Midway;NO;-;YES;-;-;
pigskina;Pigskin 621AD (rev 2.0 7/06/90);1990;Midway;YES;pigskin;NO;pigskin;-;
pbaction;Pinball Action (set 1);1985;Tehkan;NO;-;YES;-;-;
pbaction2;Pinball Action (set 2, encrypted);1985;Tehkan;YES;pbaction;NO;pbaction;-;
pbaction3;Pinball Action (set 3, encrypted);1985;Tehkan;YES;pbaction;NO;pbaction;-;
pbaction4;Pinball Action (set 4, encrypted);1985;Tehkan;YES;pbaction;NO;pbaction;-;
pbactiont;Pinball Action (Tecfri License);1985;Tehkan;YES;pbaction;NO;pbaction;-;
pinbo;Pinbo (set 1);1984;Jaleco;NO;-;YES;-;-;
ppmast93;Ping Pong Masters '93;1993;Electronic Devices S.R.L.;NO;-;YES;-;-;
pinkswtsb;Pink Sweets: Ibara Sorekara (2006/04/06 MASTER VER.);2006;Cave (AMI license);YES;pinkswts;NO;pinkswts;-;
pinkswtsa;Pink Sweets: Ibara Sorekara (2006/04/06 MASTER VER...);2006;Cave (AMI license);YES;pinkswts;NO;pinkswts;-;
pinkswts;Pink Sweets: Ibara Sorekara (2006/04/06 MASTER VER....);2006;Cave (AMI license);NO;-;YES;-;-;
pinkswtsx;Pink Sweets: Ibara Sorekara (2006/xx/xx MASTER VER.);2006;Cave (AMI license);YES;pinkswts;NO;pinkswts;-;
pinkswtssc;Pink Sweets: Suicide Club (2017/10/31 SUICIDECLUB VER., bootleg);2017;bootleg (Four Horsemen);YES;pinkswts;NO;pinkswts;-;
pballoonr;Pioneer Balloon (Rock-Ola license);1982;SNK (Rock-Ola license);YES;pballoon;NO;pballoon;-;
pballoon;Pioneer Balloon;1982;SNK;NO;-;YES;-;-;
pipedrmj;Pipe Dream (Japan);1990;Video System Co.;YES;pipedrm;NO;pipedrm;-;
pipedrmt;Pipe Dream (Taiwan);1990;Video System Co.;YES;pipedrm;NO;pipedrm;-;
pipedrmu;Pipe Dream (US);1990;Video System Co.;YES;pipedrm;NO;pipedrm;-;
pipedrm;Pipe Dream (World);1990;Video System Co.;NO;-;YES;-;-;
pipibibsp;Pipi & Bibis / Whoopee!! (prototype);1991;Toaplan;YES;pipibibs;NO;pipibibs;-;
whoopee;Pipi & Bibis / Whoopee!! (Teki Paki hardware);1991;Toaplan;YES;pipibibs;NO;pipibibs;-;
pipibibs;Pipi & Bibis / Whoopee!! (Z80 sound cpu, set 1);1991;Toaplan;NO;-;YES;-;-;
pipibibsa;Pipi & Bibis / Whoopee!! (Z80 sound cpu, set 2);1991;Toaplan;YES;pipibibs;NO;pipibibs;-;
piranhah;Piranha (hack);1981;hack;YES;puckman;NO;puckman;-;
piranhao;Piranha (older);1981;GL (US Billiards License);YES;puckman;NO;puckman;-;
piranha;Piranha;1981;GL (US Billiards License);YES;puckman;NO;puckman;-;
piratpet;Pirate Pete;1982;Taito America Corporation;YES;junglek;NO;junglek;-;
higemaru;Pirate Ship Higemaru;1984;Capcom;NO;-;YES;-;-;
pirates;Pirates (set 1);1994;NIX;NO;-;YES;-;-;
piratesb;Pirates (set 2);1995;NIX;YES;pirates;NO;pirates;-;
piscesb;Pisces (bootleg);1982;bootleg;YES;pisces;NO;pisces;-;
pisces;Pisces;1982;Subelectro;NO;-;YES;-;-;
pistoldm;Pistol Daimyo no Bouken (Japan);1990;Namco;NO;-;YES;-;-;
pitnrun;Pit & Run - F-1 Race (set 1);1984;Taito Corporation;NO;-;YES;-;-;
pitnruna;Pit & Run - F-1 Race (set 2);1984;Taito Corporation;YES;pitnrun;NO;pitnrun;-;
pitfight3;Pit Fighter (rev 3);1990;Atari Games;YES;pitfight;NO;pitfight;-;
pitfight;Pit Fighter (rev 9);1990;Atari Games;NO;-;YES;-;-;
pitapat;Pitapat Puzzle;1997;F2 System;NO;-;YES;-;-;
pitfall2;Pitfall II (315-5093);1985;Sega;NO;-;YES;-;-;
pitfall2a;Pitfall II (315-5093, Flicky Conversion);1985;Sega;YES;pitfall2;NO;pitfall2;-;
pitfall2u;Pitfall II (not encrypted);1985;Sega;YES;pitfall2;NO;pitfall2;-;
pkscram;PK Scramble;1993;Cosmo Electronics Corporation;NO;-;YES;-;-;
pprobe;Planet Probe (prototype?);1985;Crux / Kyugo?;NO;-;YES;-;-;
plgirls2b;Play Girls 2 (bootleg);1993;bootleg;YES;plgirls2;NO;plgirls2;-;
plgirls2;Play Girls 2;1993;Hot-B Co., Ltd.;NO;-;YES;-;-;
plgirls;Play Girls;1992;Hot-B Co., Ltd.;NO;-;YES;-;-;
playball;PlayBall! (prototype);1983;Williams;NO;-;YES;-;-;
pgoal;Pleasure Goal / Futsal - 5 on 5 Mini Soccer (NGM-219);1996;Saurus;NO;neogeo;YES;-;-;
pleiadbl;Pleiads (bootleg set 1);1981;bootleg;YES;pleiads;NO;pleiads;-;
pleiadsb2;Pleiads (bootleg set 2);1981;bootleg (ESG);YES;pleiads;NO;pleiads;-;
pleiadce;Pleiads (Centuri);1981;Tehkan (Centuri license);YES;pleiads;NO;pleiads;-;
pleiadsi;Pleiads (Irecsa);1981;bootleg (Irecsa);YES;pleiads;NO;pleiads;-;
pleiadsn;Pleiads (Niemer S.A.);1981;bootleg (Niemer S.A.);YES;pleiads;NO;pleiads;-;
pleiadss;Pleiads (Spanish bootleg);1981;bootleg;YES;pleiads;NO;pleiads;-;
pleiads;Pleiads (Tehkan);1981;Tehkan;NO;-;YES;-;-;
plottingu;Plotting (US);1989;Taito America Corporation;YES;plotting;NO;plotting;-;
plotting;Plotting (World set 1);1989;Taito Corporation Japan;NO;-;YES;-;-;
plottinga;Plotting (World set 2, protected);1989;Taito Corporation Japan;YES;plotting;NO;plotting;-;
plottingb;Plotting (World set 3, earliest version);1989;Taito Corporation Japan;YES;plotting;NO;plotting;-;
plumppop;Plump Pop (Japan);1987;Taito Corporation;NO;-;YES;-;-;
plusalph;Plus Alpha;1989;Jaleco;NO;-;YES;-;-;
pnickj;Pnickies (940608 Japan);1994;Compile (Capcom license);NO;-;YES;-;-;
pnyaaa;Pochi and Nyaa (Ver 2.00);2003;Aiky / Taito;YES;pnyaa;NO;pnyaa;-;
pnyaa;Pochi and Nyaa (Ver 2.02);2003;Aiky / Taito;NO;neogeo;YES;-;-;
pfghtj;Pocket Fighter (970904 Japan);1997;Capcom;YES;sgemf;NO;sgemf;-;
pcktgal;Pocket Gal (Japan);1987;Data East Corporation;NO;-;YES;-;-;
pcktgalb;Pocket Gal (Yada East bootleg);1987;bootleg;YES;pcktgal;NO;pcktgal;-;
pcktgal2;Pocket Gal 2 (English);1989;Data East Corporation;YES;pcktgal;NO;pcktgal;-;
pcktgal2j;Pocket Gal 2 (Japanese);1989;Data East Corporation;YES;pcktgal;NO;pcktgal;-;
pktgaldxa;Pocket Gal Deluxe (Asia v3.00);1993;Data East Corporation;YES;pktgaldx;NO;pktgaldx;-;
pktgaldx;Pocket Gal Deluxe (Euro v3.00);1992;Data East Corporation;NO;-;YES;-;-;
pktgaldxj;Pocket Gal Deluxe (Japan v3.00);1993;Data East Corporation (Nihon System license);YES;pktgaldx;NO;pktgaldx;-;
pgalvip;Pocket Gals V.I.P (set 1);1996;ACE International / Afega;NO;-;YES;-;-;
pgalvipa;Pocket Gals V.I.P (set 2);1996;unknown;YES;pgalvip;NO;pgalvip;-;
ptblank;Point Blank (World, GN2 Rev B, set 1);1994;Namco;NO;namcoc75;YES;-;-;
ptblanka;Point Blank (World, GN2 Rev B, set 2);1994;Namco;YES;ptblank;NO;ptblank;-;
poittoc;Poitto! (revision C);1993;Metro / Able Corp.;YES;poitto;NO;poitto;-;
poitto;Poitto!;1993;Metro / Able Corp.;NO;-;YES;-;-;
pkladiesla;Poker Ladies (Leprechaun ver. 401);1989;Leprechaun;YES;pkladies;NO;pkladies;-;
pkladiesl;Poker Ladies (Leprechaun ver. 510);1989;Leprechaun;YES;pkladies;NO;pkladies;-;
pkladies;Poker Ladies;1989;Mitchell;NO;-;YES;-;-;
poknight;Poker Night;199?;Jeff Kurtz;NO;neogeo;YES;-;-;
pokonyan;Pokonyan (Japan 940322);1994;Capcom;NO;-;YES;-;-;
polluxn;Pollux (Japan, NTC license);1991;Dooyong (NTC license);YES;pollux;NO;pollux;-;
pollux;Pollux (set 1);1991;Dooyong;NO;-;YES;-;-;
polluxa;Pollux (set 2);1991;Dooyong;YES;pollux;NO;pollux;-;
polluxa2;Pollux (set 3);1991;Dooyong;YES;pollux;NO;pollux;-;
pompingw;Pomping World (Japan);1989;Mitchell;YES;pang;NO;pang;-;
ponpokov;Ponpoko (Venture Line);1982;Sigma Enterprises Inc. (Venture Line license);YES;ponpoko;NO;ponpoko;-;
ponpoko;Ponpoko;1982;Sigma Enterprises Inc.;NO;-;YES;-;-;
poosho;Poosho Poosho;1999;F2 System;NO;-;YES;-;-;
pootan;Pootan;1982;bootleg;YES;pooyan;NO;pooyan;-;
pooyans;Pooyan (Stern);1982;[Konami] (Stern license);YES;pooyan;NO;pooyan;-;
pooyan;Pooyan;1982;Konami;NO;-;YES;-;-;
popbounc;Pop 'n Bounce / Gapporin;1997;Video System Co.;NO;neogeo;YES;-;-;
popbingo;Pop Bingo;1996;Dooyong;NO;-;YES;-;-;
popflamen;Pop Flamer (bootleg on Naughty Boy PCB);1982;Jaleco;YES;popflame;NO;popflame;-;
popflameb;Pop Flamer (hack?);1982;Jaleco;YES;popflame;NO;popflame;-;
popflamea;Pop Flamer (not protected);1982;Jaleco;YES;popflame;NO;popflame;-;
popflame;Pop Flamer (protected);1982;Jaleco;NO;-;YES;-;-;
popnpopu;Pop'n Pop (Ver 2.07A 1998/02/09);1997;Taito Corporation;YES;popnpop;NO;popnpop;-;
popnpopj;Pop'n Pop (Ver 2.07J 1998/02/09);1997;Taito Corporation;YES;popnpop;NO;popnpop;-;
popnpop;Pop'n Pop (Ver 2.07O 1998/02/09);1997;Taito Corporation;NO;-;YES;-;-;
popspops;Pop's Pop's;1999;Afega;NO;-;YES;-;-;
popeyebl;Popeye (bootleg);1982;bootleg;YES;popeye;NO;popeye;-;
popeyej;Popeye (Japan, Sky Skipper hardware);1981;Nintendo;YES;popeye;NO;popeye;-;
popeyejo;Popeye (Japan, Sky Skipper hardware, Older);1981;Nintendo;YES;popeye;NO;popeye;-;
popeyeu;Popeye (revision D not protected);1982;Nintendo;YES;popeye;NO;popeye;-;
popeye;Popeye (revision D);1982;Nintendo;NO;-;YES;-;-;
popeyef;Popeye (revision F);1982;Nintendo;YES;popeye;NO;popeye;-;
popeyeman;Popeye-Man;1981;hack;YES;puckman;NO;puckman;-;
popper;Popper;1983;Omori;NO;-;YES;-;-;
porky;Porky;1985;Shinkai Inc. (Magic Eletronics Inc. license);NO;-;YES;-;-;
porter;Port Man (bootleg on Moon Cresta hardware);19??;Nova Games Ltd;YES;dockman;NO;dockman;-;
portmanj;Port Man (Japan);1982;Taito Corporation;YES;dockman;NO;dockman;-;
portman;Port Man;1982;Taito Corporation (Nova Games Ltd. license);YES;dockman;NO;dockman;-;
potopoto;Poto Poto (Japan, Rev A);1994;Sega;NO;-;YES;-;-;
poundforj;Pound for Pound (Japan);1990;Irem;YES;poundfor;NO;poundfor;-;
poundforu;Pound for Pound (US);1990;Irem America;YES;poundfor;NO;poundfor;-;
poundfor;Pound for Pound (World);1990;Irem;NO;-;YES;-;-;
powerbal;Power Balls;1994;Playmark;NO;-;YES;-;-;
pdriftj;Power Drift (Japan);1988;Sega;YES;pdrift;NO;pdrift;-;
pdrifta;Power Drift (World);1988;Sega;YES;pdrift;NO;pdrift;-;
pdrifte;Power Drift (World, Earlier);1988;Sega;YES;pdrift;NO;pdrift;-;
pdrift;Power Drift (World, Rev A);1988;Sega;NO;-;YES;-;-;
powerdrv;Power Drive;1986;Bally Midway;NO;-;YES;-;-;
powerins;Power Instinct (USA);1993;Atlus;NO;-;YES;-;-;
powerinsa;Power Instinct (USA, bootleg set 1);1993;Atlus;YES;powerins;NO;powerins;-;
powerinsb;Power Instinct (USA, bootleg set 2);1993;Atlus;YES;powerins;NO;powerins;-;
powerinsc;Power Instinct (USA, bootleg set 3);1993;bootleg;YES;powerins;NO;powerins;-;
powerinspu;Power Instinct (USA, prototype);1993;Atlus;YES;powerins;NO;powerins;-;
pwrinst2k;Power instinct 2 (Korea, ver. 94/04/08);1994;Atlus;YES;pwrinst2;NO;pwrinst2;-;
pwrinst2;Power Instinct 2 (USA, ver. 94/04/08);1994;Atlus;NO;-;YES;-;-;
pspikesk;Power Spikes (Korea);1991;Video System Co.;YES;pspikes;NO;pspikes;-;
pspikesu;Power Spikes (US);1991;Video System Co.;YES;pspikes;NO;pspikes;-;
pspikes;Power Spikes (World);1991;Video System Co.;NO;-;YES;-;-;
