name;description;year;manufacturer;is_parent;bios;sample
gogomile;Susume! Mile Smile / Go Go! Mile Smile (newer);1995;Fuuki;NO;-;-
goindol;Goindol (World);1987;SunA;NO;-;-
goldmedl;Gold Medalist (set 1);1988;SNK;NO;-;-
goldnaxe;Golden Axe (set 6, US, 8751 317-123A);1989;Sega;NO;-;-
gollygho;Golly! Ghost!;1990;Namco;NO;-;-
gondo;Gondomania (World);1987;Data East USA;NO;-;-
goori;Goori Goori;1999;Unico;NO;-;-
gotcha;Got-cha Mini Game Festival;1997;Dongsung;NO;-;-
gowcaizr;Voltage Fighter - Gowcaizer / Choujin Gakuen Gowcaizer;1995;Technos;NO;neogeo;-
gpilots;Ghost Pilots (NGM-020)(NGH-020);1991;SNK;NO;neogeo;-
gprider;GP Rider (World, FD1094 317-0163) (Twin setup);1990;Sega;NO;-;-
gradius3;Gradius III (World, program code R);1989;Konami;NO;-;-
grainbow;SD Gundam Sangokushi Rainbow Tairiku Senki (Japan);1993;Banpresto;NO;-;-
grasspin;Grasspin;1983;[Zilec Electronics] Jaleco;NO;-;-
gratia;Gratia - Second Earth (ver 1.0, 92047-01 version);1996;Jaleco;NO;-;-
gravitar;Gravitar (version 3);1982;Atari;NO;-;-
grdian;Guardian (US);1986;Toaplan / Taito America Corporation (Kitkorp license);NO;-;-
grdians;Guardians;1995;Banpresto;NO;-;-
grdnstrm;Guardian Storm (horizontal, not encrypted);1998;Afega (Apples Industries license);NO;-;-
grindstm;Grind Stormer;1992;Toaplan;NO;-;-
grndtour;Grand Tour;1993;IGS;NO;-;-
grobda;Grobda (New Ver.);1984;Namco;NO;-;-
groundfx;Ground Effects / Super Ground Effects (Japan);1992;Taito Corporation;NO;-;-
growl;Growl (World, Rev 1);1990;Taito Corporation Japan;NO;-;-
gseeker;Grid Seeker: Project Storm Hammer (Ver 1.3O);1992;Taito Corporation Japan;NO;-;-
gslgr94u;Great Sluggers '94;1994;Namco;NO;namcoc75;-
gslugrsj;Great Sluggers (Japan);1993;Namco;NO;namcoc75;-
gstream;G-Stream G2020;2002;Oriental Soft Japan;NO;-;-
gstrik2;Grand Striker 2 (Europe and Oceania);1996;Human Amusement;NO;-;-
gt2k;Golden Tee 2K (v1.00);2000;Incredible Technologies;NO;-;-
gt3d;Golden Tee 3D Golf (v1.93N);1995;Incredible Technologies;NO;-;-
gt97;Golden Tee '97 (v1.30);1997;Incredible Technologies;NO;-;-
gt98;Golden Tee '98 (v1.10);1998;Incredible Technologies;NO;-;-
gt99;Golden Tee '99 (v1.00);1999;Incredible Technologies;NO;-;-
gtclassc;Golden Tee Classic (v1.00);2001;Incredible Technologies;NO;-;-
gtmr;1000 Miglia: Great 1000 Miles Rally (Taiwan 94/07/18);1994;Kaneko;NO;-;-
gtmr2;Mille Miglia 2: Great 1000 Miles Rally (95/05/24);1995;Kaneko;NO;-;-
gulfstrm;Gulf Storm (set 1);1991;Dooyong;NO;-;-
gulfwar2;Gulf War II (set 1);1991;Comad;NO;-;-
gulunpa;Gulun.Pa! (Japan 931220 L);1993;Capcom;NO;-;-
gumbo;Gumbo;1994;Min Corp.;NO;-;-
gunbird;Gunbird (World);1994;Psikyo;NO;-;-
gunbird2;Gunbird 2 (set 1);1998;Psikyo;NO;-;-
gunbustr;Gunbuster (World);1992;Taito Corporation Japan;NO;-;-
gundamex;Mobile Suit Gundam EX Revue;1994;Banpresto;NO;-;-
gundhara;Gundhara;1995;Banpresto;NO;-;-
gundl94;Gun Dealer '94;1994;Dooyong;NO;-;-
gunforc2;Gunforce 2 (US);1994;Irem;NO;-;-
gunforce;Gunforce - Battle Fire Engulfed Terror Island (World);1991;Irem;NO;-;-
gunfront;Gun & Frontier (World);1990;Taito Corporation Japan;NO;-;-
gunlock;Gunlock (Ver 2.3O 1994/01/20);1993;Taito Corporation Japan;NO;-;-
gunmast;Gun Master;1994;Metro;NO;-;-
gunnail;GunNail (28th May. 1992);1993;NMK / Tecmo;NO;nmk004;-
gunsmoke;Gun.Smoke (World, 851115);1985;Capcom;NO;-;-
gururin;Gururin;1994;Face;NO;neogeo;-
gutsn;Guts'n (Japan);2000;Kaneko / Kouyousha;NO;skns;-
guwange;Guwange (Japan, Master Ver. 99/06/24);1999;Atlus / Cave;NO;-;-
guzzler;Guzzler;1983;Tehkan;NO;-;-
gwar;Guerrilla War (US);1987;SNK;NO;-;-
gwarrior;Galactic Warriors;1985;Konami;NO;-;-
gyrodine;Gyrodine;1984;Crux;NO;-;-
gyruss;Gyruss;1983;Konami;NO;-;-
hachamf;Hacha Mecha Fighter (19th Sep. 1991, protected, set 1);1991;NMK;NO;nmk004;-
hachoo;Hachoo!;1989;Jaleco;NO;-;-
hal21;HAL21;1984;SNK;NO;-;-
halleysc;Halley's Comet (US);1986;Taito America Corporation (Coin-It license);NO;-;-
hamaway;Hammer Away (prototype);1992;Sega / Santos;NO;-;-
hangon;Hang-On (rev A);1985;Sega;NO;-;-
hangonjr;Hang-On Jr. Rev.B;1985;Sega;NO;-;-
hangzo;Hangzo (Japan, prototype);1992;Hot-B;NO;-;-
happy6;Happy 6-in-1 (V102 - V101MK, China);2004;IGS;NO;pgm;-
harddunk;Hard Dunk (World);1994;Sega;NO;-;-
hardhea2;Hard Head 2 (v2.0, Music Program v2.4);1991;SunA;NO;-;-
hardhead;Hard Head;1988;SunA;NO;-;-
hardyard;Hard Yardage (v1.20);1993;Strata/Incredible Technologies;NO;-;-
harem;Harem;1983;I.G.R.;NO;-;-
hasamu;Hasamu (Japan);1991;Irem;NO;-;-
hatena;Adventure Quiz 2 - Hatena? no Daibouken (Japan 900228);1990;Capcom;NO;-;-
hatris;Hatris (US);1990;Video System Co.;NO;ym2608;-
hayaosi1;Hayaoshi Quiz Ouza Ketteisen - The King Of Quiz;1993;Jaleco;NO;-;-
hayaosi2;Hayaoshi Quiz Grand Champion Taikai;1994;Jaleco;NO;-;-
hayaosi3;Hayaoshi Quiz Nettou Namahousou (ver 1.5);1994;Jaleco;NO;-;-
hbarrel;Heavy Barrel (World);1987;Data East Corporation;NO;-;-
hcastle;Haunted Castle (ver. M);1988;Konami;NO;-;-
hcrash;Hyper Crash (version D);1987;Konami;NO;-;-
headon;Head On (2 players);1979;Gremlin;NO;-;-
heatbrl;Heated Barrel (World version 3);1992;TAD Corporation;NO;-;-
heberpop;Hebereke no Popoon (Japan);1994;Sunsoft / Atlus;NO;-;-
hedpanic;Head Panic (ver. 0117, 17/01/2000);2000;ESD;NO;-;-
heiankyo;Heiankyo Alien;1979;Denki Onkyo;NO;-;-
hellfire;Hellfire (2P set);1989;Toaplan (Taito license);NO;-;-
hero;Hero;1984;Century Electronics / Seatongrove Ltd;NO;-;-
heuksun;Heuk Sun Baek Sa (Korea);199?;Oksan / F2 System;NO;-;-
hexa;Hexa;199?;D. R. Korea;NO;-;-
hexion;Hexion (Japan ver. JAB);1992;Konami;NO;-;-
hgkairak;Taisen Hot Gimmick Kairakuten (Japan);1998;Psikyo;NO;-;-
hharry;Hammerin' Harry (World, M81 hardware));1990;Irem;NO;-;-
hidctch2;Hidden Catch 2 (pcb ver 3.03) (Kor/Eng) (AT89c52 protected);1999;Eolith;NO;-;-
hidctch3;Hidden Catch 3 (ver 1.00 / pcb ver 3.05);2000;Eolith;NO;-;-
hidnc2k;Hidden Catch 2000 (AT89c52 protected);1999;Eolith;NO;-;-
hidnctch;Hidden Catch (World) / Tul Lin Gu Lim Chat Ki '98 (Korea) (pcb ver 3.03);1998;Eolith;NO;-;-
higemaru;Pirate Ship Higemaru;1984;Capcom;NO;-;-
hiimpact;High Impact Football (rev LA5 02/15/91);1990;Williams;NO;-;-
himesiki;Himeshikibu (Japan);1989;Hi-Soft;NO;-;-
hippodrm;Hippodrome (US);1989;Data East USA;NO;-;-
hitice;Hit the Ice (US);1990;Taito Corporation (Williams licence);NO;-;-
hitnmiss;Hit 'n Miss (version 3.0);1987;Exidy;NO;-;-
hoccer;Hoccer (set 1);1983;Eastern Micro Electronics, Inc.;NO;-;-
holeland;Hole Land (Japan);1984;Tecfri;NO;-;-
holo;Holosseum (US, Rev A);1992;Sega;NO;-;-
honeydol;Honey Doll;1995;Barko Corp;NO;-;-
hook;Hook (World);1992;Irem;NO;-;-
hoops96;Hoops '96 (Europe/Asia 2.0);1996;Data East Corporation;NO;-;-
hopmappy;Hopping Mappy;1986;Namco;NO;-;-
hopprobo;Hopper Robo;1983;Sega;NO;-;-
horekid;Kid no Hore Hore Daisakusen;1987;Nichibutsu;NO;-;-
horizon;Horizon;1985;Irem;NO;-;tr606drumkit
horshoes;American Horseshoes (US);1990;Taito America Corporation;NO;-;-
hotchase;Hot Chase (set 1);1988;Konami;NO;-;-
hotdebut;Quiz de Idol! Hot Debut (Japan);2000;Psikyo / Moss;NO;-;-
hotdogst;Hotdog Storm - The First Supersonics (korea);1996;Ace International Licence;NO;-;-
hotgm4ev;Taisen Hot Gimmick 4 Ever (Japan);2000;Psikyo;NO;-;-
hotgmck;Taisen Hot Gimmick (Japan);1997;Psikyo;NO;-;-
hotgmck3;Taisen Hot Gimmick 3 Digital Surfing (Japan);1999;Psikyo;NO;-;-
hotgmcki;Mahjong Hot Gimmick Integral (Japan);2001;Psikyo;NO;-;-
hotmind;Hot Mind (Hard Times hardware);1996;Playmark;NO;-;-
hotpinbl;Hot Pinball;1995;Comad & New Japan System;NO;-;-
hotrod;Hot Rod (World, 3 Players, Turbo set 1, Floppy Based);1988;Sega;NO;-;-
hotshock;Hot Shocker;1982;E.G. Felaco (Domino license);NO;-;-
hrdtimes;Hard Times (set 1);1994;Playmark;NO;-;-
hsf2;Hyper Street Fighter II: The Anniversary Edition (040202 USA);2004;Capcom;NO;-;-
htchctch;Hatch Catch;1995;SemiCom;NO;-;-
hunchbak;Hunchback (set 1);1983;Century Electronics;NO;-;-
huncholy;Hunchback Olympic;1984;Seatongrove Ltd;NO;-;-
hustle;Hustle;1977;Gremlin;NO;-;blockade
hustler;Video Hustler;1981;Konami;NO;-;-
hvymetal;Heavy Metal (315-5135);1985;Sega;NO;-;-
hvysmsh;Heavy Smash (Europe version -2);1993;Data East Corporation;NO;-;-
hvyunit;Heavy Unit (World);1988;Kaneko / Taito;NO;-;-
hwchamp;Heavyweight Champ (set 1);1987;Sega;NO;-;-
hwrace;High Way Race;1983;Taito Corporation;NO;-;-
hydra;Hydra;1990;Atari Games;NO;-;-
hyperpac;Hyper Pacman;1995;SemiCom;NO;-;-
hyperspt;Hyper Sports;1984;Konami (Centuri license);NO;-;-
hyprduel;Hyper Duel (Japan set 1);1993;Technosoft;NO;-;-
hypreac2;Mahjong Hyper Reaction 2 (Japan);1997;Sammy;NO;-;-
hypreact;Mahjong Hyper Reaction (Japan);1995;Sammy;NO;-;-
ibara;Ibara (2005/03/22 MASTER VER..);2005;Cave (AMI license);NO;-;-
ibarablk;Ibara Kuro Black Label (2006/02/06. MASTER VER.);2006;Cave (AMI license);NO;-;-
ichir;Puzzle & Action: Ichidant-R (World);1994;Sega;NO;-;-
igmo;IGMO;1984;Epos Corporation;NO;-;-
ikari;Ikari Warriors (US JAMMA);1986;SNK;NO;-;-
ikari3;Ikari III - The Rescue (8-Way Joystick);1989;SNK;NO;-;-
ikki;Ikki (Japan);1985;Sun Electronics;NO;-;-
imago;Imago (cocktail set);1984;Acom;NO;-;-
imgfight;Image Fight (World);1988;Irem;NO;-;-
imsorry;I'm Sorry (315-5110, US);1985;Coreland / Sega;NO;-;-
insector;Insector (prototype);1982;Gottlieb;NO;-;-
insectx;Insector X (World);1989;Taito Corporation Japan;NO;-;-
intcup94;International Cup '94 (Ver 2.2O 1994/05/26);1994;Taito Corporation Japan;NO;-;-
inthunt;In The Hunt (World);1993;Irem;NO;-;-
intrepid;Intrepid (set 1);1983;Nova Games Ltd.;NO;-;-
inufuku;Quiz & Variety Sukusuku Inufuku (Japan);1998;Video System Co.;NO;-;-
invaders;Space Invaders / Space Invaders M;1978;Taito / Midway;NO;-;-
inyourfa;In Your Face (North America, prototype);1991;Jaleco;NO;-;-
iqblock;IQ-Block;1993;IGS;NO;-;-
ironclad;Choutetsu Brikin'ger - Iron clad (Prototype);1996;Saurus;NO;neogeo;-
ironfort;Iron Fortress;1998;Eolith;NO;-;-
ironhors;Iron Horse;1986;Konami;NO;-;-
irrmaze;The Irritating Maze / Ultra Denryu Iraira Bou;1997;SNK / Saurus;NO;neogeo;-
isgsm;ISG Selection Master Type 2006 System BIOS;2006;ISG;NO;-;-
itaten;Itazura Tenshi (Japan);1984;Nichibutsu / Alice;NO;-;-
ixion;Ixion (prototype);1983;Sega;NO;-;-
jack;Jack the Giantkiller (set 1);1982;Hara Industries (Cinematronics license);NO;-;-
jackal;Jackal (World, 8-way Joystick);1986;Konami;NO;-;-
jailbrek;Jail Break;1986;Konami;NO;-;-
janjans1;Lovely Pop Mahjong JangJang Shimasho (Japan);1996;Visco;NO;-;-
janjans2;Lovely Pop Mahjong JangJang Shimasho 2 (Japan);2000;Visco;NO;-;-
janshin;Jyanshin Densetsu - Quest of Jongmaster;1994;Aicom;NO;neogeo;-
jchan;Jackie Chan - The Kung-Fu Master (rev 4?);1995;Kaneko;NO;-;-
jchan2;Jackie Chan in Fists of Fire;1995;Kaneko;NO;-;-
jcross;Jumping Cross (set 1);1984;SNK;NO;-;-
jdreddp;Judge Dredd (rev TA1 7/12/92, location test);1995;Midway;NO;-;-
jedi;Return of the Jedi;1984;Atari;NO;-;-
jin;Jin;1982;Falcon;NO;-;-
jitsupro;Jitsuryoku!! Pro Yakyuu (Japan);1989;Jaleco;NO;-;-
jjack;Jumping Jack;1984;Universal;NO;-;-
jjparad2;Jan Jan Paradise 2;1997;Electro Design;NO;skns;-
jjparads;Jan Jan Paradise;1996;Electro Design;NO;skns;-
jjsquawk;J. J. Squawkers;1993;Athena / Able;NO;-;-
jmpbreak;Jumping Break (set 1);1999;F2 System;NO;-;-
jockeygp;Jockey Grand Prix (set 1);2001;Sun Amusement / BrezzaSoft;NO;neogeo;-
joemacr;Joe & Mac Returns (World, Version 1.1, 1994.05.27);1994;Data East;NO;-;-
joinem;Joinem;1983;Global Corporation;NO;-;-
jojo;JoJo's Venture / JoJo no Kimyou na Bouken (Euro 990128);1998;Capcom;NO;-;-
jojoba;JoJo's Bizarre Adventure: Heritage for the Future / JoJo no Kimyou na Bouken: Mirai e no Isan (Euro 990927);1999;Capcom;NO;-;-
jollyjgr;Jolly Jogger;1982;Taito Corporation;NO;-;-
jongpute;Jongputer;1980;Taito;NO;-;-
journey;Journey;1983;Bally Midway;NO;midssio;-
joust;Joust (White/Green label);1982;Williams;NO;-;-
joyfulr;Joyful Road (Japan);1983;SNK;NO;-;-
joyjoy;Puzzled / Joy Joy Kid (NGM-021)(NGH-021);1990;SNK;NO;neogeo;-
jpark;Jurassic Park (World, Rev A);1993;Sega;NO;-;-
jrpacman;Jr. Pac-Man (11/9/83);1983;Bally Midway;NO;-;-
jumpbug;Jump Bug;1981;Rock-ola;NO;-;-
jumpcoas;Jump Coaster (World);1983;Kaneko Elc. Co;NO;-;-
jumpkids;Jump Kids;1993;Comad;NO;-;-
jumpkun;Jump Kun (prototype);1984;Kaneko;NO;-;-
jumppop;Jumping Pop (set 1);2001;ESD;NO;-;-
jumpshot;Jump Shot;1985;Bally Midway;NO;-;-
junglek;Jungle King (Japan);1982;Taito Corporation;NO;-;-
jungler;Jungler;1981;Konami;NO;-;-
junofrst;Juno First;1983;Konami;NO;-;-
jyangoku;Jyangokushi  -Haoh no Saihai- (990527 Japan);1999;Mitchell;NO;-;-
kabukikl;Far East of Eden - Kabuki Klash / Tengai Makyou - Shin Den;1995;Hudson;NO;neogeo;-
kabukiz;Kabuki-Z (World);1988;Taito Corporation Japan;NO;-;-
kageki;Kageki (World);1988;Taito Corporation;NO;-;-
kaiserkn;Kaiser Knuckle (Ver 2.1O 1994/07/29);1994;Taito Corporation Japan;NO;-;-
kaitei;Kaitei Takara Sagashi;1980;K.K. Tokki;NO;-;-
kamenrid;Masked Riders Club Battle Race / Kamen Rider Club Battle Racer;1993;Banpresto / Toei;NO;-;-
kamikcab;Kamikaze Cabbie;1984;Data East Corporation;NO;-;-
kangaroo;Kangaroo;1982;Sun Electronics;NO;-;-
karatblz;Karate Blazers (World, set 1);1991;Video System Co.;NO;-;-
karatour;The Karate Tournament;1992;Mitchell;NO;-;-
karianx;Karian Cross (Rev. 1.0);1996;Deniam;NO;-;-
karnov;Karnov (US, rev 6);1987;Data East USA;NO;-;-
karnovr;Karnov's Revenge / Fighter's History Dynamite;1994;Data East Corporation;NO;neogeo;-
kazan;Ninja Kazan (World);1988;Jaleco;NO;-;-
kbash;Knuckle Bash;1993;Toaplan / Atari;NO;-;-
kchamp;Karate Champ (US);1984;Data East USA;NO;-;-
keithlcy;Dramatic Adventure Quiz Keith & Lucy (Japan);1993;Visco;NO;-;-
keroppi;Kero Kero Keroppi's Let's Play Together (USA, Version 2.0);1995;American Sammy;NO;-;-
ket;Ketsui Kizuna Jigoku Tachi (Japan, 2003/01/01. Master Ver.);2002;CAVE / AMI;NO;-;-
kf2k3pcb;The King of Fighters 2003 (Japan, JAMMA PCB);2003;Playmore / Capcom;NO;-;-
kick;Kick (upright);1981;Midway;NO;midssio;-
kickboy;Kick Boy;1983;Nichibutsu;NO;-;-
kicker;Kicker;1985;Konami;NO;-;-
kickgoal;Kick Goal (set 1);1995;TCH;NO;-;-
kicknrun;Kick and Run (World);1986;Taito Corporation;NO;-;-
kickoff;Kick Off (Japan);1988;Jaleco;NO;-;-
kickridr;Kick Rider;1984;Universal;NO;-;-
kidniki;Kid Niki - Radical Ninja (World);1986;Irem;NO;-;tr606drumkit
kikcubic;Meikyu Jima (Japan);1988;Irem;NO;-;-
kikikai;KiKi KaiKai;1986;Taito Corporation;NO;-;-
kikstart;Kick Start - Wheelie King;1984;Taito Corporation;NO;-;-
killbld;The Killing Blade (V109, China);1998;IGS;NO;pgm;-
killbldp;The Killing Blade Plus (V300, China);2005;IGS;NO;pgm;-
kingball;King & Balloon (US);1980;Namco;NO;-;-
kingdmgp;Kingdom Grandprix (World);1994;Raizing / 8ing;NO;-;-
kingofb;King of Boxer (World);1985;Wood Place Inc.;NO;-;-
kirameki;Kirameki Star Road (Ver 2.10J 1997/08/29);1997;Taito Corporation;NO;-;-
kirarast;Ryuusei Janshi Kirara Star;1996;Jaleco;NO;-;-
kittenk;Kitten Kaboodle;1988;Konami;NO;-;-
kizuna;Kizuna Encounter - Super Tag Battle / Fu'un Super Tag Battle;1996;SNK;NO;neogeo;-
klax;Klax (version 6);1989;Atari Games;NO;-;-
klondkp;KlonDike+;1999;Eolith;NO;-;-
knckhead;Knuckle Heads (World);1992;Namco;NO;namcoc70;-
kncljoe;Knuckle Joe (set 1);1985;[Seibu Kaihatsu] (Taito license);NO;-;-
kngtmare;Knightmare (prototype);1983;Gottlieb;NO;-;-
knights;Knights of the Round (911127 etc);1991;Capcom;NO;-;-
kod;The King of Dragons (World 910805);1991;Capcom;NO;-;-
kof2000;The King of Fighters 2000 (NGM-2570) (NGH-2570);2000;SNK;NO;neogeo;-
kof2001;The King of Fighters 2001 (NGM-262?);2001;SNK / Eolith;NO;neogeo;-
kof2002;The King of Fighters 2002 (NGM-2650)(NGH-2650);2002;Eolith / Playmore;NO;neogeo;-
kof2003;The King of Fighters 2003 (NGM-2710);2003;SNK Playmore;NO;neogeo;-
kof94;The King of Fighters '94 (NGM-055)(NGH-055);1994;SNK;NO;neogeo;-
kof95;The King of Fighters '95 (NGM-084);1995;SNK;NO;neogeo;-
kof96;The King of Fighters '96 (NGM-214);1996;SNK;NO;neogeo;-
kof97;The King of Fighters '97 (NGM-2320);1997;SNK;NO;neogeo;-
kof98;The King of Fighters '98 - The Slugfest / King of Fighters '98 - dream match never ends (NGM-2420);1998;SNK;NO;neogeo;-
kof99;The King of Fighters '99 - Millennium Battle (NGM-2510);1999;SNK;NO;neogeo;-
koikois2;Koi Koi Shimasho 2 - Super Real Hanafuda (Japan);1997;Visco;NO;-;-
kokoroj;Soreike Kokology (Rev A);1992;Sega;NO;-;-
kokoroj2;Soreike Kokology Vol. 2 - Kokoro no Tanteikyoku;1993;Sega;NO;-;-
konamigt;Konami GT;1985;Konami;NO;-;-
korokoro;Koro Koro Quest (Japan);1999;Takumi;NO;-;-
koshien;Ah Eikou no Koshien (Japan);1990;Taito Corporation;NO;-;-
kotm;King of the Monsters (set 1);1991;SNK;NO;neogeo;-
kotm2;King of the Monsters 2 - The Next Thing (NGM-039)(NGH-039);1992;SNK;NO;neogeo;-
kov;Knights of Valour - Sangoku Senki (V117, Hong Kong);1999;IGS;NO;pgm;-
kov2;Knights of Valour 2 (V107, Hong Kong);2000;IGS;NO;pgm;-
kov2p;Knights of Valour 2 Plus - Nine Dragons (VM205XX, China);2001;IGS;NO;pgm;-
kovplus;Knights of Valour Plus - Sangoku Senki Plus (V119);1999;IGS;NO;pgm;-
kovsh;Knights of Valour Superheroes / Sangoku Senki Superheroes (V104, China);1999;IGS;NO;pgm;-
kovshp;Knights of Valour Super Heroes Plus / Sangoku Senki Super Heroes Plus (V101);2004;IGS;NO;pgm;-
kovytzy;Knights of Valour: Yi Tong Zhong Yuan / Sangoku Senki: Yi Tong Zhong Yuan (V201, China);1999;IGS;NO;pgm;-
kozure;Kozure Ookami (Japan);1987;Nichibutsu;NO;-;-
kram;Kram (set 1);1982;Taito America Corporation;NO;-;-
kroozr;Kozmik Kroozr;1982;Bally Midway;NO;midssio;-
krull;Krull;1983;Gottlieb;NO;-;-
krzybowl;Krazy Bowl;1994;American Sammy;NO;-;-
ksayakyu;Kusayakyuu;1985;Taito Corporation;NO;-;-
kungfum;Kung-Fu Master (World);1984;Irem;NO;-;-
kungfut;Kung-Fu Taikun;1984;Seibu Kaihatsu Inc.;NO;-;-
kurikint;Kuri Kinton (World);1988;Taito Corporation Japan;NO;-;-
kyros;Kyros;1987;Alpha Denshi Co. (World Games Inc. license);NO;-;-
kyukaidk;Kyuukai Douchuuki (Japan, new version (Rev B));1990;Namco;NO;-;-
kyustrkr;Last Striker / Kyuukyoku no Striker;1989;East Technology;NO;-;-
ladybug;Lady Bug;1981;Universal;NO;-;-
ladyfrog;Lady Frog;1990;Mondial Games;NO;-;-
ladykill;Lady Killer;1993;Yanyaka (Mitchell license);NO;-;-
ladymstr;Lady Master of Kung Fu (set 1, newer);1985;Kaneko / Taito;NO;-;-
landbrk;Land Breaker (World) / Miss Tang Ja Ru Gi (Korea) (pcb ver 3.02);1999;Eolith;NO;-;-
landmakr;Land Maker (Ver 2.02O 1998/06/02);1998;Taito Corporation;NO;-;-
lasso;Lasso;1982;SNK;NO;-;-
lastblad;The Last Blade / Bakumatsu Roman - Gekka no Kenshi (NGM-2340);1997;SNK;NO;neogeo;-
lastbld2;The Last Blade 2 / Bakumatsu Roman - Dai Ni Maku Gekka no Kenshi (NGM-2430)(NGH-2430);1998;SNK;NO;neogeo;-
lastday;The Last Day (set 1);1990;Dooyong;NO;-;-
lastduel;Last Duel (US New Ver.);1988;Capcom;NO;-;-
lastfort;Last Fortress - Toride (Japan, VG420 PCB);1994;Metro;NO;-;-
lastkm;Last KM (ver 1.0.0275, checksum 13bff751, prototype);1995;Gaelco / Zeus;NO;-;-
lastmisn;Last Mission (World revision 8);1986;Data East Corporation;NO;-;-
lastsurv;Last Survivor (FD1094 317-0083);1987;Sega;NO;-;-
lazybug;Lazy Bug;1981;David Widel;NO;-;-
lbowling;League Bowling (NGM-019)(NGH-019);1990;SNK;NO;neogeo;-
ldrun;Lode Runner (set 1);1984;Irem (licensed from Broderbund);NO;-;-
ldrun2;Lode Runner II - The Bungeling Strikes Back;1984;Irem (licensed from Broderbund);NO;-;-
ldrun3;Lode Runner III - The Golden Labyrinth;1985;Irem (licensed from Broderbund);NO;-;-
ldrun4;Lode Runner IV - Teikoku Karano Dasshutsu;1986;Irem (licensed from Broderbund);NO;-;-
leds2011;Led Storm Rally 2011 (World);1988;Capcom;NO;-;-
legend;Legend;1986;Kyugo / Sega;NO;-;-
legendoh;Legend of Heroes;2000;Limenko;NO;-;-
legendos;Legend of Success Joe / Ashitano Joe Densetsu;1991;SNK / WAVE;NO;neogeo;-
legion;Legion - Spinner-87 (World ver 2.03);1987;Nichibutsu;NO;-;-
legionna;Legionnaire (World);1992;TAD Corporation;NO;-;-
lemmings;Lemmings (US prototype);1991;Data East USA;NO;-;-
lethalen;Lethal Enforcers (ver UAE, 11/19/92 15:04);1992;Konami;NO;-;-
lethalth;Lethal Thunder (World);1991;Irem;NO;-;-
levers;Levers;1983;Rock-ola;NO;-;-
lghost;Laser Ghost (World, 317-0166);1990;Sega;NO;-;-
lgtnfght;Lightning Fighters (World);1990;Konami;NO;-;-
lhcdb;Last Hope CD Beta (Neo CD conversion);2007;NG:Dev.Team;NO;neogeo;-
liberate;Liberation;1984;Data East Corporation;NO;-;-
liblrabl;Libble Rabble;1983;Namco;NO;-;-
lightbr;Light Bringer (Ver 2.2O 1994/04/08);1993;Taito Corporation Japan;NO;-;-
linkypip;Linky Pipe;1998;Eolith;NO;-;-
liquidk;Liquid Kids (World);1990;Taito Corporation Japan;NO;-;-
livequiz;Live Quiz Show;1999;Andamiro Entertainment Co. Ltd.;NO;-;-
lizwiz;Lizard Wizard;1985;Techstar (Sunn license);NO;-;-
lkage;The Legend of Kage;1984;Taito Corporation;NO;-;-
llander;Lunar Lander (rev 2);1979;Atari;NO;-;-
lnc;Lock'n'Chase;1981;Data East Corporation;NO;-;-
lockonph;Lock On (Philko);1991;Philco;NO;-;-
locomotn;Loco-Motion;1982;Konami (Centuri license);NO;-;-
loderndf;Lode Runner - The Dig Fight (ver. B);2000;Psikyo;NO;-;-
loffire;Line of Fire / Bakudan Yarou (World, FD1094 317-0136);1989;Sega;NO;-;-
logicpr2;Logic Pro 2 (Japan);1997;Deniam;NO;-;-
loht;Legend of Hero Tonma;1989;Irem;NO;-;-
lomakai;Legend of Makai (World);1988;Jaleco;NO;-;-
lordgun;Lord of Gun (USA);1994;IGS;NO;-;-
losttomb;Lost Tomb (Easy);1982;Stern;NO;-;-
lotlot;Lot Lot;1985;Irem (licensed from Tokuma Shoten);NO;-;-
lottofun;Lotto Fun;1987;H.A.R. Management;NO;-;-
loverboy;Lover Boy;1983;G.T Enterprise Inc;NO;-;-
lresort;Last Resort;1992;SNK;NO;neogeo;-
lsasquad;Land Sea Air Squad / Riku Kai Kuu Saizensen;1986;Taito;NO;-;-
ltswords;Lightning Swords;1991;Irem;NO;-;-
luckboom;Lucky Boom;1996;Playmark;NO;-;-
luckywld;Lucky & Wild;1992;Namco;NO;-;-
luctoday;Lucky Today;1980;Sigma;NO;-;-
lvgirl94;Las Vegas Girl (Girl '94);1994;Comad;NO;-;-
lwings;Legendary Wings (US set 1);1986;Capcom;NO;-;-
m660;Mission 660 (US);1986;Wood Place Inc. (Taito America Corporation license);NO;-;-
machbrkr;Mach Breakers (World, MB2);1995;Namco;NO;namcoc75;-
machomou;Macho Mouse;1982;Techstar;NO;-;-
macross;Super Spacefortress Macross / Chou-Jikuu Yousai Macross;1992;Banpresto;NO;nmk004;-
macross2;Super Spacefortress Macross II / Chou-Jikuu Yousai Macross II;1993;Banpresto;NO;-;-
macrossp;Macross Plus;1996;MOSS / Banpresto;NO;-;-
madcrash;Mad Crasher;1984;SNK;NO;-;-
maddonna;Mad Donna (set 1);1995;Tuning;NO;-;-
madgear;Mad Gear (US);1989;Capcom;NO;-;-
madmotor;Mad Motor (prototype);1989;Mitchell;NO;-;-
madshark;Mad Shark;1993;Allumer;NO;-;-
magdrop2;Magical Drop II;1996;Data East Corporation;NO;neogeo;-
magdrop3;Magical Drop III;1997;Data East Corporation;NO;neogeo;-
