name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sampleof
robocopb;"Robocop (World bootleg)";1988;"bootleg";NO;robocop;YES;robocop;-
hippodrm;"Hippodrome (US)";1989;"Data East USA";YES;-;NO;-;-
ffantasy;"Fighting Fantasy (Japan revision 2)";1989;"Data East Corporation";NO;hippodrm;YES;hippodrm;-
ffantasa;"Fighting Fantasy (Japan)";1989;"Data East Corporation";NO;hippodrm;YES;hippodrm;-
slyspy;"Sly Spy (US revision 3)";1989;"Data East USA";YES;-;NO;-;-
slyspy2;"Sly Spy (US revision 2)";1989;"Data East USA";NO;slyspy;YES;slyspy;-
secretag;"Secret Agent (World)";1989;"Data East Corporation";NO;slyspy;YES;slyspy;-
secretab;"Secret Agent (bootleg)";1989;"bootleg";NO;slyspy;YES;slyspy;-
midres;"Midnight Resistance (World)";1989;"Data East Corporation";YES;-;NO;-;-
midresu;"Midnight Resistance (US)";1989;"Data East USA";NO;midres;YES;midres;-
midresj;"Midnight Resistance (Japan)";1989;"Data East Corporation";NO;midres;YES;midres;-
bouldash;"Boulder Dash / Boulder Dash Part 2 (World)";1990;"Data East Corporation (licensed from First Star)";YES;-;NO;-;-
bouldshj;"Boulder Dash / Boulder Dash Part 2 (Japan)";1990;"Data East Corporation (licensed from First Star)";NO;bouldash;YES;bouldash;-
stadhero;"Stadium Hero (Japan)";1988;"Data East Corporation";YES;-;NO;-;-
madmotor;"Mad Motor";1989;"Mitchell";YES;-;NO;-;-
vaportra;"Vapor Trail - Hyper Offence Formation (World revision 1)";1989;"Data East Corporation";YES;-;NO;-;-
vaportru;"Vapor Trail - Hyper Offence Formation (US)";1989;"Data East USA";NO;vaportra;YES;vaportra;-
kuhga;"Kuhga - Operation Code 'Vapor Trail' (Japan revision 3)";1989;"Data East Corporation";NO;vaportra;YES;vaportra;-
cbuster;"Crude Buster (World FX version)";1990;"Data East Corporation";YES;-;NO;-;-
cbusterw;"Crude Buster (World FU version)";1990;"Data East Corporation";NO;cbuster;YES;cbuster;-
cbusterj;"Crude Buster (Japan)";1990;"Data East Corporation";NO;cbuster;YES;cbuster;-
twocrude;"Two Crude (US)";1990;"Data East USA";NO;cbuster;YES;cbuster;-
darkseal;"Dark Seal (World revision 3)";1990;"Data East Corporation";YES;-;NO;-;-
darksea1;"Dark Seal (World revision 1)";1990;"Data East Corporation";NO;darkseal;YES;darkseal;-
darkseaj;"Dark Seal (Japan)";1990;"Data East Corporation";NO;darkseal;YES;darkseal;-
gatedoom;"Gate of Doom (US revision 4)";1990;"Data East Corporation";NO;darkseal;YES;darkseal;-
gatedom1;"Gate of Doom (US revision 1)";1990;"Data East Corporation";NO;darkseal;YES;darkseal;-
edrandy;"The Cliffhanger - Edward Randy (World revision 2)";1990;"Data East Corporation";YES;-;NO;-;-
edrandy1;"The Cliffhanger - Edward Randy (World revision 1)";1990;"Data East Corporation";NO;edrandy;YES;edrandy;-
edrandyj;"The Cliffhanger - Edward Randy (Japan)";1990;"Data East Corporation";NO;edrandy;YES;edrandy;-
supbtime;"Super Burger Time (World)";1990;"Data East Corporation";YES;-;NO;-;-
supbtimj;"Super Burger Time (Japan)";1990;"Data East Corporation";NO;supbtime;YES;supbtime;-
mutantf;"Mutant Fighter (World Rev 4, EM-5)";1992;"Data East Corporation";YES;-;NO;-;-
mutantfa;"Mutant Fighter (World Rev 3, EM-4)";1992;"Data East Corporation";NO;mutantf;YES;mutantf;-
deathbrd;"Death Brade (Japan Rev 2, JM-3)";1992;"Data East Corporation";NO;mutantf;YES;mutantf;-
cninja;"Caveman Ninja (World revision 3)";1991;"Data East Corporation";YES;-;NO;-;-
cninja0;"Caveman Ninja (World revision 0)";1991;"Data East Corporation";NO;cninja;YES;cninja;-
cninjau;"Caveman Ninja (US)";1991;"Data East Corporation";NO;cninja;YES;cninja;-
joemac;"Tatakae Genshizin Joe & Mac (Japan)";1991;"Data East Corporation";NO;cninja;YES;cninja;-
stoneage;"Stoneage";1991;"bootleg";NO;cninja;YES;cninja;-
robocop2;"Robocop 2 (Euro/Asia v0.10)";1991;"Data East Corporation";YES;-;NO;-;-
robocp2u;"Robocop 2 (US v0.05)";1991;"Data East Corporation";NO;robocop2;YES;robocop2;-
robocp2j;"Robocop 2 (Japan v0.11)";1991;"Data East Corporation";NO;robocop2;YES;robocop2;-
thndzone;"Thunder Zone (World)";1991;"Data East Corporation";YES;-;NO;-;-
dassault;"Desert Assault (US)";1991;"Data East Corporation";NO;thndzone;YES;thndzone;-
dassaul4;"Desert Assault (US 4 Players)";1991;"Data East Corporation";NO;thndzone;YES;thndzone;-
chinatwn;"China Town (Japan)";1991;"Data East Corporation";YES;-;NO;-;-
rohga;"Rohga Armor Force (Asia/Europe v5.0)";1991;"Data East Corporation";YES;-;NO;-;-
rohga1;"Rohga Armor Force (Asia/Europe v3.0 Set 1)";1991;"Data East Corporation";NO;rohga;YES;rohga;-
rohga2;"Rohga Armor Force (Asia/Europe v3.0 Set 2)";1991;"Data East Corporation";NO;rohga;YES;rohga;-
rohgah;"Rohga Armor Force (Hong Kong v3.0)";1991;"Data East Corporation";NO;rohga;YES;rohga;-
rohgau;"Rohga Armor Force (US v1.0)";1991;"Data East Corporation";NO;rohga;YES;rohga;-
schmeisr;"Schmeiser Robo (Japan)";1993;"Hot B";YES;-;NO;-;-
captaven;"Captain America and The Avengers (Asia Rev 1.9)";1991;"Data East Corporation";YES;-;NO;-;-
captavna;"Captain America and The Avengers (Asia Rev 1.0)";1991;"Data East Corporation";NO;captaven;YES;captaven;-
captavne;"Captain America and The Avengers (UK Rev 1.4)";1991;"Data East Corporation";NO;captaven;YES;captaven;-
captavnu;"Captain America and The Avengers (US Rev 1.9)";1991;"Data East Corporation";NO;captaven;YES;captaven;-
captavuu;"Captain America and The Avengers (US Rev 1.6)";1991;"Data East Corporation";NO;captaven;YES;captaven;-
captavnj;"Captain America and The Avengers (Japan Rev 0.2)";1991;"Data East Corporation";NO;captaven;YES;captaven;-
tumblep;"Tumble Pop (World)";1991;"Data East Corporation";YES;-;NO;-;-
tumblepj;"Tumble Pop (Japan)";1991;"Data East Corporation";NO;tumblep;YES;tumblep;-
tumbleb;"Tumble Pop (bootleg set 1)";1991;"bootleg";NO;tumblep;YES;tumblep;-
tumbleb2;"Tumble Pop (bootleg set 2)";1991;"bootleg";NO;tumblep;YES;tumblep;-
jumpkids;"Jump Kids";1993;"Comad";YES;-;NO;-;-
jumppop;"Jumping Pop";2001;"ESD";YES;-;NO;-;-
pangpang;"Pang Pang";1994;"Dong Gue La Mi Ltd.";YES;-;NO;-;-
fncywld;"Fancy World - Earth of Crisis";1996;"Unico";YES;-;NO;-;-
htchctch;"Hatch Catch";1995;"SemiCom";YES;-;NO;-;-
cookbib;"Cookie & Bibi";1995;"SemiCom";YES;-;NO;-;-
chokchok;"Choky! Choky!";1995;"SemiCom";YES;-;NO;-;-
metlsavr;"Metal Saver";1994;"First Amusement";YES;-;NO;-;-
bcstry;"B.C. Story (set 1)";1997;"SemiCom";YES;-;NO;-;-
bcstrya;"B.C. Story (set 2)";1997;"SemiCom";NO;bcstry;YES;bcstry;-
semibase;"MuHanSeungBu (SemiCom Baseball)";1997;"SemiCom";YES;-;NO;-;-
suprtrio;"Super Trio";1994;"Gameace";YES;-;NO;-;-
lemmings;"Lemmings (US Prototype)";1991;"Data East USA";YES;-;NO;-;-
dragngun;"Dragon Gun (US)";1993;"Data East Corporation";YES;-;NO;-;-
wizdfire;"Wizard Fire (US v1.1)";1992;"Data East Corporation";YES;-;NO;-;-
darksel2;"Dark Seal 2 (Japan v2.1)";1992;"Data East Corporation";NO;wizdfire;YES;wizdfire;-
funkyjet;"Funky Jet (World)";1992;"[Data East] (Mitchell license)";YES;-;NO;-;-
funkyjej;"Funky Jet (Japan)";1992;"Data East Corporation";NO;funkyjet;YES;funkyjet;-
nitrobal;"Nitro Ball (US)";1992;"Data East Corporation";YES;-;NO;-;-
gunball;"Gun Ball (Japan)";1992;"Data East Corporation";NO;nitrobal;YES;nitrobal;-
dietgo;"Diet Go Go (Euro v1.1 1992.09.26)";1992;"Data East Corporation";YES;-;NO;-;-
dietgoe;"Diet Go Go (Euro v1.1 1992.08.04)";1992;"Data East Corporation";NO;dietgo;YES;dietgo;-
dietgou;"Diet Go Go (USA v1.1 1992.09.26)";1992;"Data East Corporation";NO;dietgo;YES;dietgo;-
dietgoj;"Diet Go Go (Japan v1.1 1992.09.26)";1992;"Data East Corporation";NO;dietgo;YES;dietgo;-
pktgaldx;"Pocket Gal Deluxe (Euro v3.00)";1992;"Data East Corporation";YES;-;NO;-;-
pktgaldj;"Pocket Gal Deluxe (Japan v3.00)";1993;"Nihon System";NO;pktgaldx;YES;pktgaldx;-
pktgaldb;"Pocket Gal Deluxe (Euro v3.00, bootleg)";1992;"bootleg";NO;pktgaldx;YES;pktgaldx;-
boogwing;"Boogie Wings (Euro v1.5, 92.12.07)";1992;"Data East Corporation";YES;-;NO;-;-
boogwina;"Boogie Wings (Asia v1.5, 92.12.07)";1992;"Data East Corporation";NO;boogwing;YES;boogwing;-
ragtime;"The Great Ragtime Show (Japan v1.5, 92.12.07)";1992;"Data East Corporation";NO;boogwing;YES;boogwing;-
dblewing;"Double Wings";1993;"Mitchell";YES;-;NO;-;-
fghthist;"Fighter's History (World ver 43-07)";1993;"Data East Corporation";YES;-;NO;-;-
fghthstu;"Fighter's History (US ver 42-03)";1993;"Data East Corporation";NO;fghthist;YES;fghthist;-
fghthsta;"Fighter's History (US ver 42-05, alternate hardware )";1993;"Data East Corporation";NO;fghthist;YES;fghthist;-
hvysmsh;"Heavy Smash (Japan version -2)";1993;"Data East Corporation";YES;-;NO;-;-
nslasher;"Night Slashers (Korea Rev 1.3)";1994;"Data East Corporation";YES;-;NO;-;-
nslashej;"Night Slashers (Japan Rev 1.2)";1994;"Data East Corporation";NO;nslasher;YES;nslasher;-
nslashes;"Night Slashers (Over Sea Rev 1.2)";1994;"Data East Corporation";NO;nslasher;YES;nslasher;-
lockload;"Locked 'n Loaded (US)";1994;"Data East Corporation";YES;-;NO;-;-
joemacr;"Joe & Mac Returns (World, Version 1.1, 1994.05.27)";1994;"Data East";YES;-;NO;-;-
joemacra;"Joe & Mac Returns (World, Version 1.0, 1994.05.19)";1994;"Data East";NO;joemacr;YES;joemacr;-
tattass;"Tattoo Assassins (US Prototype)";1994;"Data East Pinball";YES;-;NO;-;-
tattassa;"Tattoo Assassins (Asia Prototype)";1994;"Data East Pinball";NO;tattass;YES;tattass;-
charlien;"Charlie Ninja";1995;"Mitchell";YES;-;NO;-;-
wcvol95;"World Cup Volley '95 (Japan v1.0)";1995;"Data East Corporation";YES;-;NO;-;-
backfire;"Backfire!";1995;"Data East Corporation";YES;-;NO;-;-
backfira;"Backfire! (set 2)";1995;"Data East Corporation";NO;backfire;YES;backfire;-
prtytime;"Party Time: Gonta the Diver II / Ganbare! Gonta!! 2 (World Release)";1995;"Mitchell";YES;-;NO;-;-
gangonta;"Ganbare! Gonta!! 2 / Party Time: Gonta the Diver II (Japan Release)";1995;"Mitchell";NO;prtytime;YES;prtytime;-
chainrec;"Chain Reaction (World, Version 2.2, 1995.09.25)";1995;"Data East";YES;-;NO;-;-
magdrop;"Magical Drop (Japan, Version 1.1, 1995.06.21)";1995;"Data East";NO;chainrec;YES;chainrec;-
magdropp;"Magical Drop Plus 1 (Japan, Version 2.1, 1995.09.12)";1995;"Data East";NO;chainrec;YES;chainrec;-
osman;"Osman (World)";1996;"Mitchell";YES;-;NO;-;-
candance;"Cannon Dancer (Japan)";1996;"Mitchell (Atlus License)";NO;osman;YES;osman;-
sotsugyo;"Sotsugyo Shousho";1995;"Mitchell (Atlus license)";YES;-;NO;-;-
sshangha;"Super Shanghai Dragon's Eye (Japan)";1992;"Hot-B.";YES;-;NO;-;-
sshanghb;"Super Shanghai Dragon's Eye (World, bootleg)";1992;"bootleg";NO;sshangha;YES;sshangha;-
hoops96;"Hoops '96 (Europe/Asia 2.0)";1996;"Data East Corporation";YES;-;NO;-;-
ddream95;"Dunk Dream '95 (Japan 1.4 EAM)";1995;"Data East Corporation";NO;hoops96;YES;hoops96;-
hoops95;"Hoops (Europe/Asia 1.7)";1995;"Data East Corporation";NO;hoops96;YES;hoops96;-
avengrgs;"Avengers In Galactic Storm (US)";1995;"Data East Corporation";YES;-;NO;-;-
avengrgj;"Avengers In Galactic Storm (Japan)";1995;"Data East Corporation";NO;avengrgs;YES;avengrgs;-
skullfng;"Skull Fang (Japan)";1996;"Data East Corporation";YES;-;NO;-;-
stadhr96;"Stadium Hero 96 (Version EAD)";1996;"Data East Corporation";YES;-;NO;-;-
stadh96a;"Stadium Hero 96 (Version EAJ)";1996;"Data East Corporation";NO;stadhr96;YES;stadhr96;-
senjyo;"Senjyo";1983;"Tehkan";YES;-;NO;-;-
starforc;"Star Force";1984;"Tehkan";YES;-;NO;-;-
starfore;"Star Force (encrypted)";1984;"Tehkan";NO;starforc;YES;starforc;-
megaforc;"Mega Force";1985;"Tehkan (Video Ware license)";NO;starforc;YES;starforc;-
baluba;"Baluba-louk no Densetsu";1986;"Able Corp, Ltd.";YES;-;NO;-;-
bombjack;"Bomb Jack (set 1)";1984;"Tehkan";YES;-;NO;-;-
bombjac2;"Bomb Jack (set 2)";1984;"Tehkan";NO;bombjack;YES;bombjack;-
pbaction;"Pinball Action (set 1)";1985;"Tehkan";YES;-;NO;-;-
pbactio2;"Pinball Action (set 2)";1985;"Tehkan";NO;pbaction;YES;pbaction;-
pbactio3;"Pinball Action (set 3, encrypted)";1985;"Tehkan";NO;pbaction;YES;pbaction;-
ponttehk;"Pontoon (Tehkan)";1985;"Tehkan";YES;-;NO;-;-
lvpoker;"Lovely Poker [BET]";1985;"Tehkan";NO;lvcards;YES;lvcards;-
lvcards;"Lovely Cards";1985;"Tehkan";YES;-;NO;-;-
tehkanwc;"Tehkan World Cup";1985;"Tehkan";YES;-;NO;-;-
gridiron;"Gridiron Fight";1985;"Tehkan";YES;-;NO;-;-
teedoff;"Tee'd Off (Japan)";1986;"Tecmo";YES;-;NO;-;-
solomon;"Solomon's Key (Japan)";1986;"Tecmo";YES;-;NO;-;-
rygar;"Rygar (US set 1)";1986;"Tecmo";YES;-;NO;-;-
rygar2;"Rygar (US set 2)";1986;"Tecmo";NO;rygar;YES;rygar;-
rygarj;"Argus no Senshi (Japan)";1986;"Tecmo";NO;rygar;YES;rygar;-
gemini;"Gemini Wing";1987;"Tecmo";YES;-;NO;-;-
silkworm;"Silk Worm (set 1)";1988;"Tecmo";YES;-;NO;-;-
silkwrm2;"Silk Worm (set 2)";1988;"Tecmo";NO;silkworm;YES;silkworm;-
tbowl;"Tecmo Bowl (World?)";1987;"Tecmo";YES;-;NO;-;-
tbowlj;"Tecmo Bowl (Japan)";1987;"Tecmo";NO;tbowl;YES;tbowl;-
shadoww;"Shadow Warriors (World set 1)";1988;"Tecmo";YES;-;NO;-;-
shadowwa;"Shadow Warriors (World set 2)";1988;"Tecmo";NO;shadoww;YES;shadoww;-
gaiden;"Ninja Gaiden (US)";1988;"Tecmo";NO;shadoww;YES;shadoww;-
ryukendn;"Ninja Ryukenden (Japan)";1989;"Tecmo";NO;shadoww;YES;shadoww;-
wildfang;"Wild Fang / Tecmo Knight";1989;"Tecmo";YES;-;NO;-;-
tknight;"Tecmo Knight";1989;"Tecmo";NO;wildfang;YES;wildfang;-
stratof;"Raiga - Strato Fighter (US)";1991;"Tecmo";YES;-;NO;-;-
raiga;"Raiga - Strato Fighter (Japan)";1991;"Tecmo";NO;stratof;YES;stratof;-
drgnbowl;"Dragon Bowl";1992;"Nics";YES;-;NO;-;-
wc90;"Tecmo World Cup '90 (set 1)";1989;"Tecmo";YES;-;NO;-;-
wc90a;"Tecmo World Cup '90 (set 2)";1989;"Tecmo";NO;wc90;YES;wc90;-
wc90t;"Tecmo World Cup '90 (trackball)";1989;"Tecmo";NO;wc90;YES;wc90;-
wc90b;"Euro League";1989;"bootleg";NO;wc90;YES;wc90;-
spbactn;"Super Pinball Action (US)";1991;"Tecmo";YES;-;NO;-;-
spbactnj;"Super Pinball Action (Japan)";1991;"Tecmo";NO;spbactn;YES;spbactn;-
fstarfrc;"Final Star Force (US)";1992;"Tecmo";YES;-;NO;-;-
ginkun;"Ganbare Ginkun";1995;"Tecmo";YES;-;NO;-;-
deroon;"Deroon DeroDero";1996;"Tecmo";YES;-;NO;-;-
tkdensho;"Touki Denshou -Angel Eyes-";1996;"Tecmo";YES;-;NO;-;-
tutankhm;"Tutankham";1982;"Konami";YES;-;NO;-;-
tutankst;"Tutankham (Stern)";1982;"[Konami] (Stern license)";NO;tutankhm;YES;tutankhm;-
junofrst;"Juno First";1983;"Konami";YES;-;NO;-;-
junofstg;"Juno First (Gottlieb)";1983;"Konami (Gottlieb license)";NO;junofrst;YES;junofrst;-
pooyan;"Pooyan";1982;"Konami";YES;-;NO;-;-
pooyans;"Pooyan (Stern)";1982;"[Konami] (Stern license)";NO;pooyan;YES;pooyan;-
pootan;"Pootan";1982;"bootleg";NO;pooyan;YES;pooyan;-
timeplt;"Time Pilot";1982;"Konami";YES;-;NO;-;-
timepltc;"Time Pilot (Centuri)";1982;"Konami (Centuri license)";NO;timeplt;YES;timeplt;-
timeplta;"Time Pilot (Atari)";1982;"Konami (Atari license)";NO;timeplt;YES;timeplt;-
spaceplt;"Space Pilot";1982;"bootleg";NO;timeplt;YES;timeplt;-
psurge;"Power Surge";1988;"<unknown>";YES;-;NO;-;-
megazone;"Mega Zone (Konami set 1)";1983;"Konami";YES;-;NO;-;-
megazona;"Mega Zone (Konami set 2)";1983;"Konami";NO;megazone;YES;megazone;-
megazonb;"Mega Zone (Kosuka set 1)";1983;"Konami / Kosuka";NO;megazone;YES;megazone;-
megazonc;"Mega Zone (Kosuka set 2)";1983;"Konami / Kosuka";NO;megazone;YES;megazone;-
megaznik;"Mega Zone (Interlogic + Kosuka)";1983;"Konami / Interlogic + Kosuka";NO;megazone;YES;megazone;-
pandoras;"Pandora's Palace";1984;"Konami/Interlogic";YES;-;NO;-;-
gyruss;"Gyruss (Konami)";1983;"Konami";YES;-;NO;-;-
gyrussce;"Gyruss (Centuri)";1983;"Konami (Centuri license)";NO;gyruss;YES;gyruss;-
venus;"Venus";1983;"bootleg";NO;gyruss;YES;gyruss;-
trackfld;"Track & Field";1983;"Konami";YES;-;NO;-;-
trackflc;"Track & Field (Centuri)";1983;"Konami (Centuri license)";NO;trackfld;YES;trackfld;-
hyprolym;"Hyper Olympic";1983;"Konami";NO;trackfld;YES;trackfld;-
hyprolyb;"Hyper Olympic (bootleg)";1983;"bootleg";NO;trackfld;YES;trackfld;-
atlantol;"Atlant Olimpic";1996;"bootleg";NO;trackfld;YES;trackfld;-
wizzquiz;"Wizz Quiz (Konami version)";1985;"Konami";YES;-;NO;-;-
wizzquza;"Wizz Quiz (version 4)";1985;"Zilec - Zenitone";NO;wizzquiz;YES;wizzquiz;-
mastkin;"The Masters of Kin";1988;"Du Tech";YES;-;NO;-;-
rocnrope;"Roc'n Rope";1983;"Konami";YES;-;NO;-;-
rocnropk;"Roc'n Rope (Kosuka)";1983;"Konami + Kosuka";NO;rocnrope;YES;rocnrope;-
circusc;"Circus Charlie (Selectable level set 1)";1984;"Konami";YES;-;NO;-;-
circusc2;"Circus Charlie (Selectable level set 2)";1984;"Konami";NO;circusc;YES;circusc;-
circusc3;"Circus Charlie (No level select)";1984;"Konami";NO;circusc;YES;circusc;-
circuscc;"Circus Charlie (Centuri)";1984;"Konami (Centuri license)";NO;circusc;YES;circusc;-
circusce;"Circus Charlie (Centuri, earlier)";1984;"Konami (Centuri license)";NO;circusc;YES;circusc;-
tp84;"Time Pilot '84 (set 1)";1984;"Konami";YES;-;NO;-;-
tp84a;"Time Pilot '84 (set 2)";1984;"Konami";NO;tp84;YES;tp84;-
tp84b;"Time Pilot '84 (set 3)";1984;"Konami";NO;tp84;YES;tp84;-
hyperspt;"Hyper Sports";1984;"Konami (Centuri license)";YES;-;NO;-;-
hpolym84;"Hyper Olympic '84";1984;"Konami";NO;hyperspt;YES;hyperspt;-
sbasketb;"Super Basketball (version G)";1984;"Konami";YES;-;NO;-;-
sbasketo;"Super Basketball (version E)";1984;"Konami";NO;sbasketb;YES;sbasketb;-
sbasketu;"Super Basketball (not encrypted)";1984;"Konami";NO;sbasketb;YES;sbasketb;-
mikie;"Mikie";1984;"Konami";YES;-;NO;-;-
mikiej;"Shinnyuushain Tooru-kun";1984;"Konami";NO;mikie;YES;mikie;-
mikiehs;"Mikie (High School Graffiti)";1984;"Konami";NO;mikie;YES;mikie;-
roadf;"Road Fighter (set 1)";1984;"Konami";YES;-;NO;-;-
roadf2;"Road Fighter (set 2)";1984;"Konami";NO;roadf;YES;roadf;-
yiear;"Yie Ar Kung-Fu (set 1)";1985;"Konami";YES;-;NO;-;-
yiear2;"Yie Ar Kung-Fu (set 2)";1985;"Konami";NO;yiear;YES;yiear;-
kicker;"Kicker";1985;"Konami";YES;-;NO;-;-
shaolins;"Shao-Lin's Road";1985;"Konami";NO;kicker;YES;kicker;-
pingpong;"Ping Pong";1985;"Konami";YES;-;NO;-;-
merlinmm;"Merlins Money Maze";1986;"Zilec - Zenitone";YES;-;NO;-;-
gberet;"Green Beret";1985;"Konami";YES;-;NO;-;-
rushatck;"Rush'n Attack (US)";1985;"Konami";NO;gberet;YES;gberet;-
gberetb;"Green Beret (bootleg)";1985;"bootleg";NO;gberet;YES;gberet;-
mrgoemon;"Mr. Goemon (Japan)";1986;"Konami";YES;-;NO;-;-
jailbrek;"Jail Break";1986;"Konami";YES;-;NO;-;-
manhatan;"Manhattan 24 Bunsyo (Japan)";1986;"Konami";NO;jailbrek;YES;jailbrek;-
scotrsht;"Scooter Shooter";1985;"Konami";YES;-;NO;-;-
finalizr;"Finalizer - Super Transformation";1985;"Konami";YES;-;NO;-;-
finalizb;"Finalizer - Super Transformation (bootleg)";1985;"bootleg";NO;finalizr;YES;finalizr;-
ironhors;"Iron Horse";1986;"Konami";YES;-;NO;-;-
dairesya;"Dai Ressya Goutou (Japan)";1986;"[Konami] (Kawakusu license)";NO;ironhors;YES;ironhors;-
farwest;"Far West";1986;"bootleg?";NO;ironhors;YES;ironhors;-
jackal;"Jackal (World)";1986;"Konami";YES;-;NO;-;-
topgunr;"Top Gunner (US)";1986;"Konami";NO;jackal;YES;jackal;-
jackalj;"Tokushu Butai Jackal (Japan)";1986;"Konami";NO;jackal;YES;jackal;-
topgunbl;"Top Gunner (bootleg)";1986;"bootleg";NO;jackal;YES;jackal;-
ddribble;"Double Dribble";1986;"Konami";YES;-;NO;-;-
contra;"Contra (US)";1987;"Konami";YES;-;NO;-;-
contrab;"Contra (US bootleg)";1987;"bootleg";NO;contra;YES;contra;-
contraj;"Contra (Japan)";1987;"Konami";NO;contra;YES;contra;-
contrajb;"Contra (Japan bootleg)";1987;"bootleg";NO;contra;YES;contra;-
gryzor;"Gryzor";1987;"Konami";NO;contra;YES;contra;-
combasc;"Combat School (joystick)";1988;"Konami";YES;-;NO;-;-
combasct;"Combat School (trackball)";1987;"Konami";NO;combasc;YES;combasc;-
combascj;"Combat School (Japan trackball)";1987;"Konami";NO;combasc;YES;combasc;-
bootcamp;"Boot Camp";1987;"Konami";NO;combasc;YES;combasc;-
combascb;"Combat School (bootleg)";1988;"bootleg";NO;combasc;YES;combasc;-
rockrage;"Rock 'n Rage (World?)";1986;"Konami";YES;-;NO;-;-
rockraga;"Rock 'n Rage (Prototype?)";1986;"Konami";NO;rockrage;YES;rockrage;-
rockragj;"Koi no Hotrock (Japan)";1986;"Konami";NO;rockrage;YES;rockrage;-
mx5000;"MX5000";1987;"Konami";YES;-;NO;-;-
flkatck;"Flak Attack (Japan)";1987;"Konami";NO;mx5000;YES;mx5000;-
fastlane;"Fast Lane";1987;"Konami";YES;-;NO;-;-
tricktrp;"Trick Trap (World?)";1987;"Konami";YES;-;NO;-;-
labyrunr;"Labyrinth Runner (Japan)";1987;"Konami";NO;tricktrp;YES;tricktrp;-
labyrunk;"Labyrinth Runner (World Ver. K)";1987;"Konami";NO;tricktrp;YES;tricktrp;-
thehustl;"The Hustler (Japan version M)";1987;"Konami";NO;rackemup;YES;rackemup;-
thehustj;"The Hustler (Japan version J)";1987;"Konami";NO;rackemup;YES;rackemup;-
rackemup;"Rack 'em Up";1987;"Konami";YES;-;NO;-;-
battlnts;"Battlantis";1987;"Konami";YES;-;NO;-;-
battlntj;"Battlantis (Japan)";1987;"Konami";NO;battlnts;YES;battlnts;-
bladestl;"Blades of Steel (version T)";1987;"Konami";YES;-;NO;-;-
bladstle;"Blades of Steel (version E)";1987;"Konami";NO;bladestl;YES;bladestl;-
hcastle;"Haunted Castle (version M)";1988;"Konami";YES;-;NO;-;-
hcastleo;"Haunted Castle (version K)";1988;"Konami";NO;hcastle;YES;hcastle;-
hcastlej;"Akuma-Jou Dracula (Japan version P)";1988;"Konami";NO;hcastle;YES;hcastle;-
hcastljo;"Akuma-Jou Dracula (Japan version N)";1988;"Konami";NO;hcastle;YES;hcastle;-
ajax;"Ajax";1987;"Konami";YES;-;NO;-;-
typhoon;"Typhoon";1987;"Konami";NO;ajax;YES;ajax;-
ajaxj;"Ajax (Japan)";1987;"Konami";NO;ajax;YES;ajax;-
scontra;"Super Contra";1988;"Konami";YES;-;NO;-;-
scontraj;"Super Contra (Japan)";1988;"Konami";NO;scontra;YES;scontra;-
thunderx;"Thunder Cross";1988;"Konami";YES;-;NO;-;-
thnderxa;"Thunder Cross (Set 2)";1988;"Konami";NO;thunderx;YES;thunderx;-
thnderxb;"Thunder Cross (Set 3)";1988;"Konami";NO;thunderx;YES;thunderx;-
thnderxj;"Thunder Cross (Japan)";1988;"Konami";NO;thunderx;YES;thunderx;-
mainevt;"The Main Event (4 Players ver. Y)";1988;"Konami";YES;-;NO;-;-
mainevto;"The Main Event (4 Players ver. F)";1988;"Konami";NO;mainevt;YES;mainevt;-
mainev2p;"The Main Event (2 Players ver. X)";1988;"Konami";NO;mainevt;YES;mainevt;-
ringohja;"Ring no Ohja (Japan 2 Players ver. N)";1988;"Konami";NO;mainevt;YES;mainevt;-
devstors;"Devastators (ver. Z)";1988;"Konami";YES;-;NO;-;-
devstor2;"Devastators (ver. X)";1988;"Konami";NO;devstors;YES;devstors;-
devstor3;"Devastators (ver. V)";1988;"Konami";NO;devstors;YES;devstors;-
garuka;"Garuka (Japan ver. W)";1988;"Konami";NO;devstors;YES;devstors;-
88games;"'88 Games";1988;"Konami";YES;-;NO;-;-
konami88;"Konami '88";1988;"Konami";NO;88games;YES;88games;-
hypsptsp;"Hyper Sports Special (Japan)";1988;"Konami";NO;88games;YES;88games;-
gbusters;"Gang Busters";1988;"Konami";YES;-;NO;-;-
crazycop;"Crazy Cop (Japan)";1988;"Konami";NO;gbusters;YES;gbusters;-
crimfght;"Crime Fighters (US 4 players)";1989;"Konami";YES;-;NO;-;-
crimfgt2;"Crime Fighters (World 2 Players)";1989;"Konami";NO;crimfght;YES;crimfght;-
crimfgtj;"Crime Fighters (Japan 2 Players)";1989;"Konami";NO;crimfght;YES;crimfght;-
spy;"S.P.Y. - Special Project Y (World ver. N)";1989;"Konami";YES;-;NO;-;-
spyu;"S.P.Y. - Special Project Y (US ver. M)";1989;"Konami";NO;spy;YES;spy;-
bottom9;"Bottom of the Ninth (version T)";1989;"Konami";YES;-;NO;-;-
bottom9n;"Bottom of the Ninth (version N)";1989;"Konami";NO;bottom9;YES;bottom9;-
mstadium;"Main Stadium (Japan)";1989;"Konami";NO;bottom9;YES;bottom9;-
blockhl;"Block Hole";1989;"Konami";YES;-;NO;-;-
