"name";"description";"year";"manufacturer";"is_parent";"romof";"is_clone";"cloneof";"sampleof"
"f1dream";"F-1 Dream [Game is bugged, use the bootleg instead.]";1988;"Capcom (Romstar license)";"YES";"-";"NO";"-";"-"
"f1gp2";"F-1 Grand Prix Part II";1992;"Video System Co.";"YES";"-";"NO";"-";"-"
"f1gp";"F-1 Grand Prix";1991;"Video System Co.";"YES";"-";"NO";"-";"-"
"faceoff";"Face Off (Japan 2 Players)";1988;"Namco";"YES";"-";"NO";"-";"-"
"fncywld";"Fancy World - Earth of Crisis";1996;"Unico";"YES";"-";"NO";"-";"-"
"fantasia";"Fantasia (940429 PCB, set 1)";1994;"Comad / New Japan System";"YES";"-";"NO";"-";"-"
"fantsia2";"Fantasia II (Explicit)";1997;"Comad";"YES";"-";"NO";"-";"-"
"fantastc";"Fantastic (Galaga conversion on Galaxian hardware)";"198?";"Taito do Brasil";"YES";"-";"NO";"-";"-"
"fantasyu";"Fantasy (US)";1981;"SNK (Rock-Ola license)";"YES";"-";"NO";"-";"fantasy"
"fantland";"Fantasy Land (set 1)";"19??";"Electronic Devices Italy";"YES";"-";"NO";"-";"-"
"fantzone";"Fantasy Zone (Rev A, unprotected)";1986;"Sega";"YES";"-";"NO";"-";"-"
"fantzn2";"Fantasy Zone II - The Tears of Opa-Opa (MC-8123, 317-0057)";1988;"Sega";"YES";"-";"NO";"-";"-"
"fantzn2x";"Fantasy Zone II - The Tears of Opa-Opa (System 16C)";2008;"Sega / M2";"YES";"-";"NO";"-";"-"
"kabukikl";"Far East of Eden - Kabuki Klash / Tengai Makyou - Shin Den";1995;"Hudson";"YES";"neogeo";"NO";"-";"-"
"fastlane";"Fast Lane";1987;"Konami";"YES";"-";"NO";"-";"-"
"sqbert";"Faster, Harder, More Challenging Q*bert (prototype)";1983;"Mylstar";"YES";"-";"NO";"-";"qbert"
"fatfury1";"Fatal Fury - King of Fighters / Garou Densetsu - shukumei no tatakai (NGM-033)(NGH-033)";1992;"SNK";"YES";"neogeo";"NO";"-";"-"
"fatfury2";"Fatal Fury 2 / Garou Densetsu 2 - arata-naru tatakai (NGM-047)(NGH-047)";1992;"SNK";"YES";"neogeo";"NO";"-";"-"
"fatfury3";"Fatal Fury 3 - Road to the Final Victory / Garou Densetsu 3 - haruka-naru tatakai (NGM-069)(NGH-069)";1995;"SNK";"YES";"neogeo";"NO";"-";"-"
"fatfursp";"Fatal Fury Special / Garou Densetsu Special (set 1)(NGM-058)(NGH-058)";1993;"SNK";"YES";"neogeo";"NO";"-";"-"
"feversos";"Fever SOS (International, ver. 98/09/25)";1998;"Cave / Nihon System inc.";"YES";"-";"NO";"-";"-"
"fightfev";"Fight Fever (set 1)";1994;"Viccom";"YES";"neogeo";"NO";"-";"-"
"fghthist";"Fighter's History (World ver 43-09, DE-0395-1 PCB)";1993;"Data East Corporation";"YES";"-";"NO";"-";"-"
"fghtbskt";"Fighting Basketball";1984;"Paradise Co. Ltd.";"YES";"-";"NO";"-";"-"
"fhawk";"Fighting Hawk (World)";1988;"Taito Corporation Japan";"YES";"-";"NO";"-";"-"
"cfghtice";"Fighting Ice Hockey (DECO Cassette) (US)";1984;"Data East Corporation";"YES";"decocass";"NO";"-";"-"
"fightrol";"Fighting Roller";1983;"Kaneko (Taito license)";"YES";"-";"NO";"-";"-"
"fsoccer";"Fighting Soccer (version 4)";1988;"SNK";"YES";"-";"NO";"-";"-"
"finalb";"Final Blow (World)";1988;"Taito Corporation Japan";"YES";"-";"NO";"-";"-"
"ffight";"Final Fight (World, set 1)";1989;"Capcom";"YES";"-";"NO";"-";"-"
"finalgdr";"Final Godori (Korea, version 2.20.5915)";2001;"SemiCom";"YES";"-";"NO";"-";"-"
"fstarfrc";"Final Star Force (US)";1992;"Tecmo";"YES";"-";"NO";"-";"-"
"finalttr";"Final Tetris";1993;"Jeil Computer System";"YES";"-";"NO";"-";"-"
"finalizr";"Finalizer - Super Transformation (set 1)";1985;"Konami";"YES";"-";"NO";"-";"-"
"finehour";"Finest Hour (Japan)";1989;"Namco";"YES";"-";"NO";"-";"-"
"fball";"Fire Ball (FM Work) [Black Bar on the left side is normal.]";1992;"FM Work";"YES";"-";"NO";"-";"-"
"firebatl";"Fire Battle";1984;"Wood Place Inc. (Taito license)";"YES";"-";"NO";"-";"-"
"fireshrk";"Fire Shark";1990;"Toaplan";"YES";"-";"NO";"-";"-"
"firetrap";"Fire Trap (US, rev A)";1986;"Wood Place Inc. (Data East USA license)";"YES";"-";"NO";"-";"-"
"firebeas";"Firebeast (prototype) [Prototype]";1983;"Atari";"YES";"-";"NO";"-";"-"
"fixeight";"FixEight (Europe)";1992;"Toaplan";"YES";"-";"NO";"-";"-"
"cfboy0a1";"Flash Boy (vertical) [DECO Cassette MD] (No.12/Ver.0/Set.1,Japan)";1981;"Data East Corporation";"YES";"decocass";"NO";"-";"-"
"fpoint";"Flash Point (set 2, Japan, FD1094 317-0127A)";1989;"Sega";"YES";"-";"NO";"-";"-"
"flashgal";"Flashgal (set 1)";1985;"Sega";"YES";"-";"NO";"-";"-"
"flicky";"Flicky (128k Version, 315-5051)";1984;"Sega";"YES";"-";"NO";"-";"-"
"flipjack";"Flipper Jack";1983;"Jackson Co., Ltd.";"YES";"-";"NO";"-";"-"
"flower";"Flower (US)";1986;"Clarue (Komax license)";"YES";"-";"NO";"-";"-"
"flyboy";"Fly-Boy";1982;"Kaneko";"YES";"-";"NO";"-";"-"
"cflyball";"Flying Ball (DECO Cassette) (US)";1985;"Data East Corporation";"YES";"decocass";"NO";"-";"-"
"fshark";"Flying Shark (World)";1987;"Toaplan / Taito Corporation";"YES";"-";"NO";"-";"-"
"flytiger";"Flying Tiger (set 1)";1992;"Dooyong";"YES";"-";"NO";"-";"-"
"foodf";"Food Fight (rev 3)";1982;"General Computer Corporation (Atari license)";"YES";"-";"NO";"-";"-"
"footchmp";"Football Champ (World)";1990;"Taito Corporation Japan";"YES";"-";"NO";"-";"-"
"fbfrenzy";"Football Frenzy (NGM-034)(NGH-034)";1992;"SNK";"YES";"neogeo";"NO";"-";"-"
"forgottn";"Forgotten Worlds (World, newer)";1988;"Capcom";"YES";"-";"NO";"-";"-"
"formatz";"Formation Z";1984;"Jaleco";"YES";"-";"NO";"-";"-"
"fort2b";"Fortress 2 Blue Arcade (World) (ver 1.01 / pcb ver 3.05)";2001;"Eolith";"YES";"-";"NO";"-";"-"
"freekick";"Free Kick (NS6201-A 1987.10)";1987;"Nihon System (Merit license)";"YES";"-";"NO";"-";"-"
"freeze";"Freeze";1984;"Cinematronics";"YES";"-";"NO";"-";"-"
"frenzy";"Frenzy (revision RA1)";1981;"Stern Electronics";"YES";"-";"NO";"-";"-"
"friskyt";"Frisky Tom (set 1)";1981;"Nichibutsu";"YES";"-";"NO";"-";"-"
"fspiderb";"Frog & Spiders (bootleg?)";1981;"Taito Corporation";"YES";"-";"NO";"-";"-"
"cps1frog";"Frog Feast (CPS-1) [Homebrew]";2006;"Rastersoft (Homebrew)";"YES";"-";"NO";"-";"-"
"ngfrog";"Frog Feast (Neo Geo) [Homebrew]";2006;"Rastersoft";"YES";"neogeo";"NO";"-";"-"
"pgmfrog";"Frog Feast (PGM) [Homebrew]";2006;"RasterSoft";"YES";"pgm";"NO";"-";"-"
"frogger";"Frogger";1981;"Konami";"YES";"-";"NO";"-";"-"
"frontlin";"Front Line (set 1)";1982;"Taito Corporation";"YES";"-";"NO";"-";"-"
"funkybee";"Funky Bee";1982;"Orca";"YES";"-";"NO";"-";"-"
"fnkyfish";"Funky Fish";1981;"Sun Electronics";"YES";"-";"NO";"-";"-"
"funkyjet";"Funky Jet (World, rev 1)";1992;"[Data East] (Mitchell license)";"YES";"-";"NO";"-";"-"
"funybubl";"Funny Bubble";1999;"In Chang Electronic Co";"YES";"-";"NO";"-";"-"
"futspy";"Future Spy";1984;"Sega";"YES";"-";"NO";"-";"zaxxon"
"gloc";"G-LOC Air Battle (World)";1990;"Sega";"YES";"-";"NO";"-";"-"
"gstream";"G-Stream G2020";2002;"Oriental Soft Japan";"YES";"-";"NO";"-";"-"
"gijoe";"G.I. Joe (World, EAB, set 1)";1992;"Konami";"YES";"-";"NO";"-";"-"
"gaialast";"Gaia - The Last Choice of Earth";1999;"SemiCom / XESS";"YES";"-";"NO";"-";"-"
"gaia";"Gaia Crusaders";1999;"Noise Factory";"YES";"-";"NO";"-";"-"
"gaiapols";"Gaiapolis (ver EAF)";1993;"Konami";"YES";"-";"NO";"-";"-"
"gground";"Gain Ground (World, 3 Players, Floppy Based, FD1094 317-0058-03d Rev A)";1988;"Sega";"YES";"-";"NO";"-";"-"
"gwarrior";"Galactic Warriors";1985;"Konami";"YES";"-";"NO";"-";"-"
"galaga88";"Galaga '88";1987;"Namco";"YES";"-";"NO";"-";"-"
"galaga";"Galaga (Namco rev. B)";1981;"Namco";"YES";"-";"NO";"-";"-"
"neogalag";"Galaga Demo (set 1) [Homebrew]";2013;"Cristiano Bei/www.iocerom.com";"YES";"neogeo";"NO";"-";"-"
"galaxian";"Galaxian (Namco set 1)";1979;"Namco";"YES";"-";"NO";"-";"-"
"galaxyfg";"Galaxy Fight - Universal Warriors";1995;"Sunsoft";"YES";"neogeo";"NO";"-";"-"
"gforce2";"Galaxy Force 2";1988;"Sega";"YES";"-";"NO";"-";"-"
"galaxygn";"Galaxy Gunners [No Sound.]";1989;"Electronic Devices Italy";"YES";"-";"NO";"-";"-"
"galmedes";"Galmedes (Japan)";1992;"Visco";"YES";"-";"NO";"-";"-"
"galpanic";"Gals Panic (Unprotected)";1990;"Kaneko";"YES";"-";"NO";"-";"-"
"galpani3";"Gals Panic 3 (Euro)";1995;"Kaneko";"YES";"-";"NO";"-";"-"
"galpani4";"Gals Panic 4 (Europe) [No sound.  Use a clone, instead!]";1996;"Kaneko";"YES";"skns";"NO";"-";"-"
"galpanis";"Gals Panic S - Extra Edition (Europe, set 1)";1997;"Kaneko";"YES";"skns";"NO";"-";"-"
"galpans2";"Gals Panic S2 (Europe)";1999;"Kaneko";"YES";"skns";"NO";"-";"-"
"galpans3";"Gals Panic S3 (Japan)";2002;"Kaneko";"YES";"skns";"NO";"-";"-"
"galspnbl";"Gals Pinball";1996;"Comad";"YES";"-";"NO";"-";"-"
"usgames";"Games V25.4X";1992;"U.S. Games";"YES";"-";"NO";"-";"-"
"ginkun";"Ganbare Ginkun";1995;"Tecmo";"YES";"-";"NO";"-";"-"
"ganbare";"Ganbare! Marine Kun (Marine 2K0411 JPN)";2000;"Capcom";"YES";"-";"NO";"-";"-"
"gbusters";"Gang Busters (set 1)";1988;"Konami";"YES";"-";"NO";"-";"-"
"gangwars";"Gang Wars";1989;"Alpha Denshi Co.";"YES";"-";"NO";"-";"-"
"ganryu";"Ganryu / Musashi Ganryuki";1999;"Visco";"YES";"neogeo";"NO";"-";"-"
"gaplus";"Gaplus (GP2 rev. B)";1984;"Namco";"YES";"-";"NO";"-";"-"
"gardia";"Gardia (317-0006)";1986;"Coreland / Sega";"YES";"-";"NO";"-";"-"
"garogun";"Garogun Seroyang (Korea)";2000;"Yun Sung";"YES";"-";"NO";"-";"-"
"garou";"Garou - Mark of the Wolves (NGM-2530)";1999;"SNK";"YES";"neogeo";"NO";"-";"-"
"garyoret";"Garyo Retsuden (Japan)";1987;"Data East Corporation";"YES";"-";"NO";"-";"-"
"gauntlet";"Gauntlet (rev 14)";1985;"Atari Games";"YES";"-";"NO";"-";"-"
"gaunt2";"Gauntlet II";1986;"Atari Games";"YES";"-";"NO";"-";"-"
"geebee";"Gee Bee (Japan)";1978;"Namco";"YES";"-";"NO";"-";"-"
"gekiridn";"Gekirindan (Ver 2.3O 1995/09/21)";1995;"Taito Corporation";"YES";"-";"NO";"-";"-"
"gemini";"Gemini Wing (World)";1987;"Tecmo";"YES";"-";"NO";"-";"-"
"genix";"Genix Family";1994;"NIX";"YES";"-";"NO";"-";"-"
"genpeitd";"Genpei ToumaDen";1986;"Namco";"YES";"-";"NO";"-";"-"
"ghostbi";"Ghost Busters (Intro demo) [Demo, You must use the Universe BIOS and set region to Japan AES]";2009;"Sergi";"YES";"neogeo";"NO";"-";"-"
"gpilots";"Ghost Pilots (NGM-020)(NGH-020)";1991;"SNK";"YES";"neogeo";"NO";"-";"-"
"ghostlop";"Ghostlop (prototype) [Prototype]";1996;"Data East Corporation";"YES";"neogeo";"NO";"-";"-"
"gmgalax";"Ghostmuncher Galaxian (bootleg) [Bootleg]";1981;"LAX";"YES";"-";"NO";"-";"-"
"gng";"Ghosts'n Goblins (World? set 1)";1985;"Capcom";"YES";"-";"NO";"-";"-"
"ghouls";"Ghouls'n Ghosts (World)";1988;"Capcom";"YES";"-";"NO";"-";"-"
"ghox";"Ghox (spinner)";1991;"Toaplan";"YES";"-";"NO";"-";"-"
"gigawing";"Giga Wing (990222 USA)";1999;"Capcom";"YES";"-";"NO";"-";"-"
"gigandes";"Gigandes";1989;"East Technology";"YES";"-";"NO";"-";"-"
"gigas";"Gigas (MC-8123, 317-5002)";1986;"SEGA";"YES";"-";"NO";"-";"-"
"gigasm2";"Gigas Mark II (MC-8123, 317-5002)";1986;"SEGA";"YES";"-";"NO";"-";"-"
"ginganin";"Ginga NinkyouDen (set 1)";1987;"Jaleco";"YES";"-";"NO";"-";"-"
"sgladiat";"Gladiator 1984";1984;"SNK";"YES";"-";"NO";"-";"-"
"glass";"Glass (Ver 1.1, Break Edition, Version 1994)";1994;"OMK / Gaelco";"YES";"-";"NO";"-";"-"
"go2000";"Go 2000";2000;"SunA?";"YES";"-";"NO";"-";"-"
"yamagchi";"Go Go Mr. Yamaguchi / Yuke Yuke Yamaguchi-kun";1985;"Kaneko / Taito";"YES";"-";"NO";"-";"-"
"goalx3";"Goal! Goal! Goal!";1995;"Visco";"YES";"neogeo";"NO";"-";"-"
"godzilla";"Godzilla (Japan)";1993;"Banpresto";"YES";"-";"NO";"-";"-"
"goindol";"Goindol (World)";1987;"SunA";"YES";"-";"NO";"-";"-"
"goldmedl";"Gold Medalist (set 1)";1988;"SNK";"YES";"-";"NO";"-";"-"
"goldnaxe";"Golden Axe (set 6, US, 8751 317-123A)";1989;"Sega";"YES";"-";"NO";"-";"-"
"gfire2";"Golden Fire II";1992;"Topis Corp";"YES";"-";"NO";"-";"-"
"gt97";"Golden Tee '97 (v1.30)";1997;"Incredible Technologies";"YES";"-";"NO";"-";"-"
"gt98";"Golden Tee '98 (v1.10)";1998;"Incredible Technologies";"YES";"-";"NO";"-";"-"
"gt99";"Golden Tee '99 (v1.00)";1999;"Incredible Technologies";"YES";"-";"NO";"-";"-"
"gt2k";"Golden Tee 2K (v1.00)";2000;"Incredible Technologies";"YES";"-";"NO";"-";"-"
"gt3d";"Golden Tee 3D Golf (v1.93N)";1995;"Incredible Technologies";"YES";"-";"NO";"-";"-"
"gtclassc";"Golden Tee Classic (v1.00)";2001;"Incredible Technologies";"YES";"-";"NO";"-";"-"
"gollygho";"Golly! Ghost!";1990;"Namco";"YES";"-";"NO";"-";"-"
"goori";"Goori Goori";1999;"Unico";"YES";"-";"NO";"-";"-"
"gotcha";"Got-cha Mini Game Festival";1997;"Dongsung";"YES";"-";"NO";"-";"-"
"plegends";"Gouketsuji Gaiden Legends (USA, ver. 95/06/20)";1995;"Atlus / KM International";"YES";"-";"NO";"-";"-"
"ryorioh";"Gourmet Battle Quiz Ryohrioh CooKing (Japan)";1998;"Visco";"YES";"-";"NO";"-";"-"
"gprider";"GP Rider (World, FD1094 317-0163) (Twin setup) [Single version only]";1990;"Sega";"YES";"-";"NO";"-";"-"
"gradius3";"Gradius III (World, program code R)";1989;"Konami";"YES";"-";"NO";"-";"-"
"gstrik2";"Grand Striker 2 (Europe and Oceania) [ROZ layer broken]";1996;"Human Amusement";"YES";"-";"NO";"-";"-"
"grndtour";"Grand Tour";1993;"IGS";"YES";"-";"NO";"-";"-"
"grasspin";"Grasspin";1983;"[Zilec Electronics] Jaleco";"YES";"-";"NO";"-";"-"
"gravitar";"Gravitar (version 3)";1982;"Atari";"YES";"-";"NO";"-";"-"
"gberet";"Green Beret";1985;"Konami";"YES";"-";"NO";"-";"-"
"gseeker";"Grid Seeker: Project Storm Hammer (Ver 1.3O)";1992;"Taito Corporation Japan";"YES";"-";"NO";"-";"-"
"grindstm";"Grind Stormer";1992;"Toaplan";"YES";"-";"NO";"-";"-"
"grobda";"Grobda (New Ver.)";1984;"Namco";"YES";"-";"NO";"-";"-"
"groundfx";"Ground Effects / Super Ground Effects (Japan)";1992;"Taito Corporation";"YES";"-";"NO";"-";"-"
"growl";"Growl (World, Rev 1)";1990;"Taito Corporation Japan";"YES";"-";"NO";"-";"-"
"grdian";"Guardian (US)";1986;"Toaplan / Taito America Corporation (Kitkorp license)";"YES";"-";"NO";"-";"-"
"grdnstrm";"Guardian Storm (horizontal, not encrypted)";1998;"Afega (Apples Industries license)";"YES";"-";"NO";"-";"-"
"grdians";"Guardians [Imperfect graphics @ game start cutscene]";1995;"Banpresto";"YES";"-";"NO";"-";"-"
"gwar";"Guerrilla War (US)";1987;"SNK";"YES";"-";"NO";"-";"-"
"gulfstrm";"Gulf Storm (set 1)";1991;"Dooyong";"YES";"-";"NO";"-";"-"
"gulfwar2";"Gulf War II (set 1)";1991;"Comad";"YES";"-";"NO";"-";"-"
"gulunpa";"Gulun.Pa! (Japan 931220 L)";1993;"Capcom";"YES";"-";"NO";"-";"-"
"gumbo";"Gumbo";1994;"Min Corp.";"YES";"-";"NO";"-";"-"
"gunfront";"Gun & Frontier (World)";1990;"Taito Corporation Japan";"YES";"-";"NO";"-";"-"
"gundl94";"Gun Dealer '94";1994;"Dooyong";"YES";"-";"NO";"-";"-"
"gunmast";"Gun Master";1994;"Metro";"YES";"-";"NO";"-";"-"
"gunsmoke";"Gun.Smoke (World, 851115)";1985;"Capcom";"YES";"-";"NO";"-";"-"
"gnbarich";"Gunbarich";2001;"Psikyo";"YES";"-";"NO";"-";"-"
"gunbird";"Gunbird (World)";1994;"Psikyo";"YES";"-";"NO";"-";"-"
"gunbird2";"Gunbird 2 (set 1)";1998;"Psikyo";"YES";"-";"NO";"-";"-"
"gunbustr";"Gunbuster (World)";1992;"Taito Corporation Japan";"YES";"-";"NO";"-";"-"
"gundhara";"Gundhara";1995;"Banpresto";"YES";"-";"NO";"-";"-"
"gunforce";"Gunforce - Battle Fire Engulfed Terror Island (World)";1991;"Irem";"YES";"-";"NO";"-";"-"
"gunforc2";"Gunforce 2 (US)";1994;"Irem";"YES";"-";"NO";"-";"-"
"gunlock";"Gunlock (Ver 2.3O 1994/01/20)";1993;"Taito Corporation Japan";"YES";"-";"NO";"-";"-"
"gunnail";"GunNail (28th May. 1992)";1993;"NMK / Tecmo";"YES";"nmk004";"NO";"-";"-"
"gururin";"Gururin";1994;"Face";"YES";"neogeo";"NO";"-";"-"
"gutsn";"Guts'n (Japan)";2000;"Kaneko / Kouyousha";"YES";"skns";"NO";"-";"-"
"guwange";"Guwange (Japan, Master Ver. 99/06/24)";1999;"Atlus / Cave";"YES";"-";"NO";"-";"-"
"guzzler";"Guzzler";1983;"Tehkan";"YES";"-";"NO";"-";"-"
"pbancho";"Gyakuten!! Puzzle Bancho (Japan)";1996;"Fuuki";"YES";"-";"NO";"-";"-"
"gyrodine";"Gyrodine";1984;"Crux";"YES";"-";"NO";"-";"-"
"gyruss";"Gyruss (Konami)";1983;"Konami";"YES";"-";"NO";"-";"-"
"hachamf";"Hacha Mecha Fighter (19th Sep. 1991, protected, set 1) [Use the unprotected bootleg, instead!]";1991;"NMK";"YES";"nmk004";"NO";"-";"-"
"hachoo";"Hachoo!";1989;"Jaleco";"YES";"-";"NO";"-";"-"
"hal21";"HAL21";1984;"SNK";"YES";"-";"NO";"-";"-"
"hamaway";"Hammer Away (prototype) [Prototype]";1992;"Sega / Santos";"YES";"-";"NO";"-";"-"
"hharry";"Hammerin' Harry (World, M81 PCB version))";1990;"Irem";"YES";"-";"NO";"-";"-"
"hangon";"Hang-On (rev A)";1985;"Sega";"YES";"-";"NO";"-";"-"
"hangonjr";"Hang-On Jr. Rev.B";1985;"Sega";"YES";"-";"NO";"-";"-"
"hangzo";"Hangzo (Japan, prototype) [Prototype]";1992;"Hot-B";"YES";"-";"NO";"-";"-"
"happy6";"Happy 6-in-1 (V102 - V101MK, China)";2004;"IGS";"YES";"pgm";"NO";"-";"-"
"hardhea2";"Hard Head 2 (v2.0, Music Program v2.4)";1991;"SunA";"YES";"-";"NO";"-";"-"
"hardhead";"Hard Head";1988;"SunA";"YES";"-";"NO";"-";"-"
"hardyard";"Hard Yardage (v1.20)";1993;"Strata/Incredible Technologies";"YES";"-";"NO";"-";"-"
"hasamu";"Hasamu (Japan)";1991;"Irem";"YES";"-";"NO";"-";"-"
"htchctch";"Hatch Catch";1995;"SemiCom";"YES";"-";"NO";"-";"-"
"hatris";"Hatris (US)";1990;"Video System Co.";"YES";"ym2608";"NO";"-";"-"
"hcastle";"Haunted Castle (ver. M)";1988;"Konami";"YES";"-";"NO";"-";"-"
"hayaosi1";"Hayaoshi Quiz Ouza Ketteisen - The King Of Quiz";1993;"Jaleco";"YES";"-";"NO";"-";"-"
"headon";"Head On (2 players) [No sound]";1979;"Gremlin";"YES";"-";"NO";"-";"-"
"hedpanic";"Head Panic (ver. 0117, 17/01/2000) [Story line & game instructions in English]";2000;"ESD";"YES";"-";"NO";"-";"-"
"heatbrl";"Heated Barrel (World version 3)";1992;"TAD Corporation";"YES";"-";"NO";"-";"-"
"hbarrel";"Heavy Barrel (World)";1987;"Data East Corporation";"YES";"-";"NO";"-";"-"
"hvymetal";"Heavy Metal (315-5135)";1985;"Sega";"YES";"-";"NO";"-";"-"
"hvysmsh";"Heavy Smash (Europe version -2)";1993;"Data East Corporation";"YES";"-";"NO";"-";"-"
"hvyunit";"Heavy Unit (World)";1988;"Kaneko / Taito";"YES";"-";"NO";"-";"-"
"hwchamp";"Heavyweight Champ";1987;"Sega";"YES";"-";"NO";"-";"-"
"heberpop";"Hebereke no Popoon (Japan)";1994;"Sunsoft / Atlus";"YES";"-";"NO";"-";"-"
"hellfire";"Hellfire (2P set)";1989;"Toaplan (Taito license)";"YES";"-";"NO";"-";"-"
"hero";"Hero [Parent set for working drivers]";1984;"Century Electronics / Seatongrove Ltd";"YES";"-";"NO";"-";"-"
"heuksun";"Heuk Sun Baek Sa (Korea)";"199?";"Oksan / F2 System";"YES";"-";"NO";"-";"-"
"hexa";"Hexa";"199?";"D. R. Korea";"YES";"-";"NO";"-";"-"
"hexion";"Hexion (Japan ver. JAB)";1992;"Konami";"YES";"-";"NO";"-";"-"
"hidnctch";"Hidden Catch (World) / Tul Lin Gu Lim Chat Ki '98 (Korea) (pcb ver 3.03)";1998;"Eolith";"YES";"-";"NO";"-";"-"
"hidctch2";"Hidden Catch 2 (pcb ver 3.03) (Kor/Eng) (AT89c52 protected)";1999;"Eolith";"YES";"-";"NO";"-";"-"
"hidnc2k";"Hidden Catch 2000 (AT89c52 protected)";1999;"Eolith";"YES";"-";"NO";"-";"-"
"hidctch3";"Hidden Catch 3 (ver 1.00 / pcb ver 3.05)";2000;"Eolith";"YES";"-";"NO";"-";"-"
"hwrace";"High Way Race";1983;"Taito Corporation";"YES";"-";"NO";"-";"-"
"chwy";"Highway Chase (DECO Cassette) (US)";1980;"Data East Corporation";"YES";"decocass";"NO";"-";"-"
"himesiki";"Himeshikibu (Japan)";1989;"Hi-Soft";"YES";"-";"NO";"-";"-"
"hippodrm";"Hippodrome (US)";1989;"Data East USA";"YES";"-";"NO";"-";"-"
"hitice";"Hit the Ice (US)";1990;"Taito Corporation (Williams licence)";"YES";"-";"NO";"-";"-"
"hoccer";"Hoccer (set 1)";1983;"Eastern Micro Electronics, Inc.";"YES";"-";"NO";"-";"-"
"holeland";"Hole Land (Japan)";1984;"Tecfri";"YES";"-";"NO";"-";"-"
"honeydol";"Honey Dolls";1995;"Barko Corp";"YES";"-";"NO";"-";"-"
"hook";"Hook (World)";1992;"Irem";"YES";"-";"NO";"-";"-"
"hoops96";"Hoops '96 (Europe/Asia 2.0)";1996;"Data East Corporation";"YES";"-";"NO";"-";"-"
"hopprobo";"Hopper Robo";1983;"Sega";"YES";"-";"NO";"-";"-"
"hopmappy";"Hopping Mappy";1986;"Namco";"YES";"-";"NO";"-";"-"
"horizon";"Horizon";1985;"Irem";"YES";"-";"NO";"-";"tr606drumkit"
"hotmind";"Hot Mind (Hard Times hardware)";1996;"Playmark";"YES";"-";"NO";"-";"-"
"hotpinbl";"Hot Pinball";1995;"Comad & New Japan System";"YES";"-";"NO";"-";"-"
"hotrod";"Hot Rod (World, 3 Players, Turbo set 1, Floppy Based)";1988;"Sega";"YES";"-";"NO";"-";"-"
"hotshock";"Hot Shocker";1982;"E.G. Felaco (Domino license)";"YES";"-";"NO";"-";"-"
"hotdogst";"Hotdog Storm - The First Supersonics (korea)";1996;"Ace International Licence";"YES";"-";"NO";"-";"-"
"hunchbak";"Hunchback (set 1) [Parent set for working drivers]";1983;"Century Electronics";"YES";"-";"NO";"-";"-"
"huncholy";"Hunchback Olympic [Parent set for working drivers]";1984;"Seatongrove Ltd";"YES";"-";"NO";"-";"-"
"hustle";"Hustle";1977;"Gremlin";"YES";"-";"NO";"-";"blockade"
"hydra";"Hydra";1990;"Atari Games";"YES";"-";"NO";"-";"-"
"hcrash";"Hyper Crash (version D)";1987;"Konami";"YES";"-";"NO";"-";"-"
"hyprduel";"Hyper Duel (Japan set 1)";1993;"Technosoft";"YES";"-";"NO";"-";"-"
"hyperpac";"Hyper Pacman";1995;"SemiCom";"YES";"-";"NO";"-";"-"
"hyperspt";"Hyper Sports";1984;"Konami (Centuri license)";"YES";"-";"NO";"-";"-"
"hsf2";"Hyper Street Fighter II: The Anniversary Edition (040202 USA)";2004;"Capcom";"YES";"-";"NO";"-";"-"
"imsorry";"I'm Sorry (315-5110, US)";1985;"Coreland / Sega";"YES";"-";"NO";"-";"-"
"froman2b";"Idol Mahjong - final romance 2 (Neo CD Conversion) [Hack]";1995;"hack";"YES";"neogeo";"NO";"-";"-"
"igmo";"IGMO [Incorrect Colors]";1984;"Epos Corporation";"YES";"-";"NO";"-";"-"
"ikari3";"Ikari III - The Rescue (8-Way Joystick)";1989;"SNK";"YES";"-";"NO";"-";"-"
"ikari";"Ikari Warriors (US JAMMA)";1986;"SNK";"YES";"-";"NO";"-";"-"
"ikki";"Ikki (Japan)";1985;"Sun Electronics";"YES";"-";"NO";"-";"-"
"imgfight";"Image Fight (World)";1988;"Irem";"YES";"-";"NO";"-";"-"
"imago";"Imago (cocktail set)";1984;"Acom";"YES";"-";"NO";"-";"-"
"inthunt";"In The Hunt (World)";1993;"Irem";"YES";"-";"NO";"-";"-"
"inyourfa";"In Your Face (North America, prototype) [Prototype]";1991;"Jaleco";"YES";"-";"NO";"-";"-"
"insectx";"Insector X (World)";1989;"Taito Corporation Japan";"YES";"-";"NO";"-";"-"
"intcup94";"International Cup '94 (Ver 2.2O 1994/05/26)";1994;"Taito Corporation Japan";"YES";"-";"NO";"-";"-"
"intrepid";"Intrepid (set 1)";1983;"Nova Games Ltd.";"YES";"-";"NO";"-";"-"
"iqblock";"IQ-Block";1993;"IGS";"YES";"-";"NO";"-";"-"
"ironfort";"Iron Fortress";1998;"Eolith";"YES";"-";"NO";"-";"-"
"ironhors";"Iron Horse";1986;"Konami";"YES";"-";"NO";"-";"-"
"itaten";"Itazura Tenshi (Japan)";1984;"Nichibutsu / Alice";"YES";"-";"NO";"-";"-"
"ixion";"Ixion (prototype)";1983;"Sega";"YES";"-";"NO";"-";"-"
"jjsquawk";"J. J. Squawkers";1993;"Athena / Able";"YES";"-";"NO";"-";"-"
